,Metro Parkway,Mountain View/ 25th Ave,25th Ave/ Dunlap,19th Ave/Dunlap,Northern/19th Ave,Glendale/19th Ave,19th Ave/Montebello,19th Ave/Camelback,7th Ave/Camelback,Central Ave/Camelback,Campbell/Central Ave,Indian School/Central Ave,Osborn/Central Ave,Thomas/Central Ave,Encanto/Central Ave,McDowell/Central Ave,Roosevelt/Central Ave,WB Van Buren/Central Ave,EB Van Buren/1st Ave,EB Jefferson/1st Ave,WB Washington/Central Ave,EB 3rd St/Jefferson,WB 3rd St/Washington,WB 12th St/Washington,EB 12th St/Jefferson,EB 24th St/Jefferson,WB 24th St/Washington,38th St/Washington,44th St/Washington,50th St/Washington,Priest Dr/Washington St,Center Pkwy/Washington St,Mill Ave/Third St,Veterans Way/College Ave,University Dr/Rural,Dorsey/Apache Blvd,McClintock/Apache Blvd,Smith-Martin/Apache Blvd,Price-101 Fwy/Apache Blvd,Sycamore/Main St,Alma School/Main St,Country Club/Main St,Center/Main St,Mesa Dr/Main St,Stapley/Main St,Gilbert Rd/Main St
WB Washington/Central Ave,0.0,0.0,0.0,627.5181649606353,304.99052829986636,463.00753826124867,749.5950014892792,786.8411661195964,440.0595883205973,371.74553883038783,384.14269982526196,700.7954203644199,403.1860413223717,869.9048776677976,301.41233302797656,1130.858043042183,883.0723060143255,831.2653491007015,1163.5372042193274,544.7954053741885,0.0,986.3794343573687,671.1020332490253,246.86084803756802,265.6119992072462,263.4933462115619,350.78663818197913,361.9187803461536,731.2887468503077,147.2080735337013,261.7384773125822,77.6520782362059,271.2309824905538,335.5024540189042,167.29561258294706,366.0266590828963,249.98584644045977,74.18571101165782,113.38336103777759,141.46966547438583,110.93873307888745,84.54212741408342,39.89744816255285,57.34092916236405,35.08623800344752,107.84657027521637
EB 3rd St/Jefferson,0.0,0.0,0.0,694.710898859705,337.39191892623774,511.48630494276773,826.375529047974,866.1793316392334,488.0688616463851,414.28195025741513,428.4384706298196,781.458554160761,449.4084694881739,969.3280536928196,335.6104228267971,1257.1693050517404,979.4628373574926,914.4359591848616,1273.3090046303093,600.7965780590343,1004.4461189263618,0.0,779.4394225616562,298.6336683337951,322.2702188784775,319.5642809275084,425.0437859879345,438.66838188190576,886.3778439214436,178.52155805649167,317.89991456134834,94.4140503738126,330.5698209973992,408.95815640318693,204.07601213301294,446.7690383782008,305.05192345261077,90.50710560229108,138.2814901948387,172.44913234816002,135.19961452702853,102.99640714726269,48.59953878853033,69.83829969754991,42.72123309274116,131.2905324249227
WB 3rd St/Washington,0.0,0.0,0.0,459.67839953236773,223.28081806527908,338.57897957877583,547.191996607953,573.6469522562504,322.8570441185876,273.7468092689491,283.0542698442387,516.3255522360929,296.9864364573816,640.6610488663028,221.88309810937247,831.6495160658399,648.3580597103974,605.513483594703,842.4840387839351,392.62794806094655,661.1023596446289,754.0148240189206,0.0,189.8241632731872,204.31137749074088,202.62512005015566,269.70992103722995,278.2628977016594,562.2465084617004,113.18987804750921,201.30282826020934,59.730340607528255,208.66517593274986,258.1110443850905,128.7026549190316,281.5761675762551,192.3131952254731,57.07169247728889,87.22818081363421,108.83640935634877,85.3479451755182,65.03979341740941,30.69365273008173,44.11287589633437,26.991699450142978,82.96484289380007
WB 12th St/Washington,0.0,0.0,0.0,186.1309390673396,90.09132710131885,135.80392145758174,217.49608783555473,226.46857750370614,130.6208678116563,112.35533458331204,116.21706828398068,211.4656457957258,120.98689852241209,259.8080165640949,89.15991699923507,328.04752569086423,250.769890787949,224.17148974160781,310.72810957125,143.09406133501247,240.96408562230317,286.2570783712723,188.09248454757804,0.0,98.59292619367737,98.18030227745224,130.69274117299537,134.83722692434083,272.44608617246666,54.848048384824466,97.52196199434432,28.924983521250553,100.8535466945075,124.733891770208,62.13467421568422,135.8053358112364,92.79918749393121,27.550131812831314,42.1302724797199,52.60254846157544,41.26243124949294,31.455465769667544,14.846609854621299,21.34023233176819,13.060833073523467,40.15123514612521
EB 12th St/Jefferson,0.0,0.0,0.0,201.9946334932676,97.7352751282734,147.2490742209287,235.6568484939738,245.26208340152314,141.67636660384093,121.99958134046507,126.17668906691819,229.50815298880886,131.22011672074152,281.63429052893116,96.56597753240973,354.90640725719334,271.21968617029313,242.87961955536554,336.7150875184749,155.49882494543002,261.60934348547835,311.7045186058839,204.27628892073662,99.48353642673213,0.0,110.22360575440955,146.640866158989,151.31738348789378,305.74600361231336,61.567171114110224,109.54501004455899,32.50641406371859,113.46386596675775,140.3374994503198,69.92998934465714,152.88267248393768,104.45494810440569,31.00706809996065,47.40872257898925,59.17882256463554,46.4154373972008,35.37820345690852,16.696970852601982,23.99839683092283,14.685783552109223,45.142762674929564
EB 24th St/Jefferson,0.0,0.0,0.0,250.29440549169007,119.84484393536697,177.8567096399896,278.52836808611295,285.36605912896607,170.56056519637804,149.97042008453883,153.98810498067596,277.0969273590918,155.18780633561505,327.86688301453415,109.57838584751921,388.57342302592986,290.35338335106144,253.732723110353,351.5775927710906,161.59443182157796,272.0364371668308,323.9910547338592,212.3589444671235,103.84406701652645,115.53843465318602,0.0,263.8699388494584,275.6120047741921,556.9071073633286,112.14891802114214,199.4042611054992,59.10116058488504,205.15187377424274,253.6598658652057,126.07367192868256,274.9633373420476,188.14318635946586,55.91282324097719,85.62136082199135,107.07862556883047,84.05394325985736,64.12743094954136,30.276689822854713,43.53079378059171,26.655512680994686,81.96752268819395
WB 24th St/Washington,0.0,0.0,0.0,338.5480848765638,162.0585608084685,240.40367129765852,376.2155421711394,385.2250739459251,230.45906983250146,202.73286271811338,208.10564566367637,374.3400315803296,209.4834627956283,442.2841679552489,147.64423750994263,522.563644428693,389.919041052731,339.9647054736758,471.0383609566677,216.22305501452684,364.12943200537387,433.2751451944066,284.20355797783856,138.98377604214548,154.54757620818606,265.30487625481646,0.0,368.66370113622224,744.905210008015,149.95381030984447,266.3829923826289,78.90533066092746,273.4782899689418,338.12707778571337,167.98231562584752,366.23882678889856,250.6624763258871,74.50778069254049,114.1308620661287,142.78924689204067,112.10799846850105,85.5510844133737,40.39554856138392,58.08465701713927,35.57396677441785,109.40524235729106
38th St/Washington,0.0,0.0,0.0,426.27477728041896,201.14662780477647,292.96251349357556,447.46118595255535,450.75653294294403,275.60673636265915,245.71713237874877,249.3034418478978,442.93398669687303,242.75510178515793,505.58655226459575,165.7215480539611,575.4507790175287,425.6412325272079,368.4911828878988,510.53135020907257,234.16439237858367,394.34604052946304,469.3751156556436,307.7807939444742,150.51371511097938,167.39775439820204,290.87545090902984,386.9759742734321,0.0,1507.4291974933783,303.401252815352,537.8439444688154,158.9068672368464,544.4734429626282,673.1615154573991,333.1646393072539,724.1356423914648,497.2633963338164,148.1667129807493,227.68947247349627,285.88141351483847,224.81657223364954,171.85057420592972,81.19764209614821,116.82013115769091,71.62238573734605,220.4052784275184
44th St/Washington,0.0,0.0,0.0,975.428238700042,457.52072648095634,661.58201876312,1001.4037171154581,1002.9739743457523,616.8119413742414,551.8140956618868,557.4025014641427,986.2213624619956,536.9888183371553,1113.9535128561474,363.3326242995784,1255.6526137225599,926.8569078229496,801.0775929262106,1109.8496875598883,508.92820001874725,857.0818144853063,1020.1631814757002,668.9289693054202,327.12509493261587,363.8217166751542,632.2061624602424,841.0497000833882,1621.4514440724045,0.0,848.8491636208237,1501.8648220293821,442.92286511177525,1505.4929526117116,1862.109353421491,920.0406140620951,1997.4217810311916,1374.8909773078487,410.3551316407338,631.9559208183357,795.268981366588,626.042225618021,479.0346663565735,226.42682774083428,325.87134786223675,199.913307351866,615.4124446474312
50th St/Washington,0.0,0.0,0.0,190.74853478043792,88.9666763694463,127.82125543588839,192.00285565382475,191.4171308849162,118.19887200800821,105.99877322137635,106.68731158043363,188.16428801218512,101.97313638644617,210.97775247908115,68.60734395517856,236.53784449536693,174.4798115755121,150.81412096227382,208.94703294035492,95.86895421368668,161.42145031494496,192.23729552190173,125.99608624609095,61.615601593383495,68.54460129112226,119.11522576071202,158.40700393644622,305.3378340542964,794.1942728632112,0.0,370.5331767334274,109.10471299473919,367.4818760897706,455.00418911045006,224.5504436313353,487.22120610830234,336.34718434626996,100.58170572744716,155.25906618021713,195.81148545988694,154.28570540741148,118.15158723227648,55.862984432500966,80.41599276525099,49.35214449784492,151.9554727463421
Priest Dr/Washington St,0.0,0.0,0.0,363.60345533051685,168.53259251740693,240.5405571177171,358.76278505395464,356.3126571827059,220.67686011244066,198.25822287545188,198.94479833594508,350.03778907390574,189.12042932251757,390.75771426170365,126.9537567497746,437.9177206650882,323.41727799689284,280.3657387977069,388.4605409572125,178.6205169629556,300.5636468670333,358.4896775535082,234.65975020989038,114.72847172631236,127.71912052146354,221.79200610160495,294.6881225140861,566.8377929959294,1471.5205625425306,388.03094743035655,0.0,307.0649131688691,1017.6244000663299,1265.1211266357236,624.585335255768,1356.2095670466842,940.7753202782458,282.10340669603056,436.63069767863163,551.5984406881731,434.7664107314171,332.9427291425067,157.40272997183283,226.55523339853133,138.98821940256855,427.817958062075
Center Pkwy/Washington St,0.0,0.0,0.0,103.67186783049755,47.95846028618489,68.32505792602349,101.7506578139691,101.00626343803722,62.577490899470945,56.23563468401209,56.404973805062866,99.22236047779947,53.614064422253605,110.81908437391495,36.039026540078005,124.5480987595888,92.12401703372443,80.07422552318307,110.95399000919453,51.105063282564586,85.95081813225998,102.6244693712607,67.11379084161409,32.79970593674638,36.53090524827736,63.36296848895303,84.13768030009035,161.4259059545034,418.3036384939579,110.13131553935115,295.97719225640043,0.0,358.96064638425224,449.1829552689163,222.3104432185843,483.3953797714866,336.12481418439296,100.877844338892,156.16209744567723,197.10489796356117,155.2336402090362,118.75819134049304,56.11893252003346,80.73999289526172,49.49018206360345,152.2512547268344
Mill Ave/Third St,0.0,0.0,0.0,356.5519437696281,165.42291658841748,236.6162565009364,354.4940442588404,353.5194709336403,218.21534800105727,195.74818995460882,196.96096947719676,347.56431130438807,188.86303111015212,391.9425144399456,128.22961584849955,446.6953443398111,332.1292415415023,290.94377993872786,403.23772928180716,186.5580093231816,313.33329421947036,375.01428740534567,244.70174744542308,119.35986570584001,133.08198320563184,229.55423533505905,304.3528422096589,577.2681336515359,1483.927162902209,387.1449126596876,1023.7310582124886,374.6425964173341,0.0,2036.2846295781965,1006.3406058324103,2183.719295102487,1503.9429436911275,448.17467997836064,687.3929525802118,859.089460205483,673.6616502250731,513.0680194950255,242.0334243739728,347.70244976579045,212.52972840606435,652.7553247837785
