date,month,route,direction,directed_route,boardings,weekday_frequency,n_stops,od_total,rel_boardings_error,mean_trip_km
2020-05,2020-05,D Line,Southbound,D Line Southbound,396.0,7,27,396.00000000000006,1.4354398702224247e-16,2.873974320673587
2020-04,2020-04,D Line,Southbound,D Line Southbound,405.0,7,27,405.0000000000001,2.807082412879408e-16,2.8739743206735873
2020-03,2020-03,D Line,Southbound,D Line Southbound,986.0,7,27,986.0,0.0,2.8739743206735877
2020-02,2020-02,D Line,Southbound,D Line Southbound,2296.0,7,27,2296.0000000000005,1.9806069289480145e-16,2.873974320673588
2020-01,2020-01,D Line,Southbound,D Line Southbound,2327.0,7,27,2327.0,0.0,2.8739743206735873
2019-12,2019-12,D Line,Southbound,D Line Southbound,1968.0,7,27,1968.0,0.0,2.8739743206735877
2019-11,2019-11,D Line,Southbound,D Line Southbound,2172.0,7,27,2172.0000000000005,2.093680252700111e-16,2.8739743206735877
2019-10,2019-10,D Line,Southbound,D Line Southbound,2335.0,7,27,2335.0,0.0,2.8739743206735877
2019-09,2019-09,D Line,Southbound,D Line Southbound,2180.0,7,27,2180.000000000001,4.1719940448299463e-16,2.8739743206735873
2019-08,2019-08,D Line,Southbound,D Line Southbound,2096.0,7,27,2096.0,0.0,2.8739743206735873
2019-07,2019-07,D Line,Southbound,D Line Southbound,2095.0,7,27,2095.0,0.0,2.8739743206735873
2019-06,2019-06,D Line,Southbound,D Line Southbound,2191.0,7,27,2191.0,0.0,2.8739743206735877
2024-05,2024-05,E Line,Northbound,E Line Northbound,819.0,5,36,819.0,0.0,4.341123437656653
2024-04,2024-04,E Line,Northbound,E Line Northbound,764.0,5,36,763.9999999999999,1.488047614157278e-16,4.3411234376566545
2024-03,2024-03,E Line,Northbound,E Line Northbound,793.0,5,36,793.0000000000001,1.4336297316723333e-16,4.3411234376566545
2024-02,2024-02,E Line,Northbound,E Line Northbound,790.0,5,36,790.0,0.0,4.341123437656653
2024-01,2024-01,E Line,Northbound,E Line Northbound,760.0,5,36,760.0,0.0,4.341123437656654
2023-12,2023-12,E Line,Northbound,E Line Northbound,678.0,5,36,678.0000000000002,3.3535940330860185e-16,4.341123437656653
2023-11,2023-11,E Line,Northbound,E Line Northbound,726.0,5,36,726.0000000000001,1.5659344038790087e-16,4.341123437656654
2023-10,2023-10,E Line,Northbound,E Line Northbound,725.0,5,36,725.0,0.0,4.341123437656654
2023-09,2023-09,E Line,Northbound,E Line Northbound,708.0,5,36,708.0,0.0,4.341123437656654
2023-08,2023-08,E Line,Northbound,E Line Northbound,664.0,5,36,664.0000000000002,3.424302341012531e-16,4.341123437656654
2023-07,2023-07,E Line,Northbound,E Line Northbound,654.0,5,36,654.0,0.0,4.341123437656654
2023-06,2023-06,E Line,Northbound,E Line Northbound,686.0,5,36,686.0,0.0,4.341123437656653
2023-05,2023-05,E Line,Northbound,E Line Northbound,699.0,5,36,699.0,0.0,4.341123437656654
2023-04,2023-04,E Line,Northbound,E Line Northbound,663.0,5,36,663.0,0.0,4.341123437656654
2023-03,2023-03,E Line,Northbound,E Line Northbound,649.0,5,36,649.0000000000001,1.7517232314578742e-16,4.341123437656654
2023-02,2023-02,E Line,Northbound,E Line Northbound,632.0,5,36,632.0,0.0,4.341123437656654
2023-01,2023-01,E Line,Northbound,E Line Northbound,618.0,5,36,618.0000000000001,1.8395928433918452e-16,4.341123437656654
2022-12,2022-12,E Line,Northbound,E Line Northbound,555.0,5,36,555.0,0.0,4.341123437656654
2022-11,2022-11,E Line,Northbound,E Line Northbound,644.0,5,36,644.0,0.0,4.341123437656653
2022-10,2022-10,E Line,Northbound,E Line Northbound,697.0,5,36,697.0,0.0,4.341123437656654
2022-09,2022-09,E Line,Northbound,E Line Northbound,688.0,5,36,688.0,0.0,4.341123437656653
2022-08,2022-08,E Line,Northbound,E Line Northbound,622.0,5,36,622.0,0.0,4.341123437656653
2022-07,2022-07,E Line,Northbound,E Line Northbound,636.0,5,36,636.0,0.0,4.3411234376566545
2022-06,2022-06,E Line,Northbound,E Line Northbound,653.0,5,36,653.0,0.0,4.341123437656654
2022-05,2022-05,E Line,Northbound,E Line Northbound,681.0,5,36,681.0,0.0,4.341123437656653
2022-04,2022-04,E Line,Northbound,E Line Northbound,639.0,5,36,639.0,0.0,4.341123437656654
2022-03,2022-03,E Line,Northbound,E Line Northbound,661.0,5,36,661.0000000000001,1.7199219019911654e-16,4.341123437656654
2022-02,2022-02,E Line,Northbound,E Line Northbound,603.0,5,36,603.0,0.0,4.341123437656654
2022-01,2022-01,E Line,Northbound,E Line Northbound,609.0,5,36,609.0,0.0,4.341123437656654
2021-12,2021-12,E Line,Northbound,E Line Northbound,560.0,5,36,560.0,0.0,4.341123437656654
2021-11,2021-11,E Line,Northbound,E Line Northbound,636.0,5,36,636.0,0.0,4.3411234376566545
2021-10,2021-10,E Line,Northbound,E Line Northbound,654.0,5,36,654.0,0.0,4.341123437656654
2021-09,2021-09,E Line,Northbound,E Line Northbound,676.0,5,36,675.9999999999998,3.363515908923551e-16,4.3411234376566545
2021-08,2021-08,E Line,Northbound,E Line Northbound,563.0,5,36,563.0000000000002,4.038608800057408e-16,4.341123437656653
2021-07,2021-07,E Line,Northbound,E Line Northbound,559.0,5,36,559.0000000000001,2.0337538053956356e-16,4.341123437656654
2021-06,2021-06,E Line,Northbound,E Line Northbound,542.0,5,36,542.0000000000002,4.1950862627902593e-16,4.341123437656653
2021-05,2021-05,E Line,Northbound,E Line Northbound,509.0,5,36,509.0,0.0,4.341123437656654
2021-04,2021-04,E Line,Northbound,E Line Northbound,505.0,5,36,504.9999999999999,2.2512245093389313e-16,4.341123437656654
2021-03,2021-03,E Line,Northbound,E Line Northbound,508.0,5,36,508.0,0.0,4.341123437656653
2021-02,2021-02,E Line,Northbound,E Line Northbound,484.0,5,36,484.0,0.0,4.341123437656654
2021-01,2021-01,E Line,Northbound,E Line Northbound,484.0,5,36,484.0,0.0,4.341123437656654
2020-12,2020-12,E Line,Northbound,E Line Northbound,493.0,5,36,492.9999999999999,2.3060210491200006e-16,4.3411234376566545
2020-11,2020-11,E Line,Northbound,E Line Northbound,506.0,5,36,506.0,0.0,4.341123437656654
2020-10,2020-10,E Line,Northbound,E Line Northbound,481.0,5,36,480.99999999999994,1.1817758598920586e-16,4.341123437656654
2020-09,2020-09,E Line,Northbound,E Line Northbound,499.0,5,36,499.0,0.0,4.341123437656654
2020-08,2020-08,E Line,Northbound,E Line Northbound,529.0,5,36,529.0,0.0,4.341123437656654
2020-07,2020-07,E Line,Northbound,E Line Northbound,538.0,5,36,538.0,0.0,4.341123437656653
2020-06,2020-06,E Line,Northbound,E Line Northbound,532.0,5,36,532.0000000000001,2.1369706338649628e-16,4.341123437656654
2020-05,2020-05,E Line,Northbound,E Line Northbound,500.0,5,36,500.0,0.0,4.341123437656654
2020-04,2020-04,E Line,Northbound,E Line Northbound,490.0,5,36,489.99999999999994,1.1600697726695514e-16,4.3411234376566545
2020-03,2020-03,E Line,Northbound,E Line Northbound,691.0,5,36,691.0,0.0,4.341123437656654
2020-02,2020-02,E Line,Northbound,E Line Northbound,950.0,5,36,950.0000000000002,2.3934071099287585e-16,4.341123437656653
2020-01,2020-01,E Line,Northbound,E Line Northbound,886.0,5,36,886.0,0.0,4.341123437656653
2019-12,2019-12,E Line,Northbound,E Line Northbound,878.0,5,36,878.0,0.0,4.341123437656653
2019-11,2019-11,E Line,Northbound,E Line Northbound,996.0,5,36,996.0000000000002,2.282868227341687e-16,4.341123437656653
2019-10,2019-10,E Line,Northbound,E Line Northbound,969.0,5,36,969.0000000000001,1.1732387793768423e-16,4.341123437656653
2019-09,2019-09,E Line,Northbound,E Line Northbound,964.0,5,36,964.0,0.0,4.341123437656654
2019-08,2019-08,E Line,Northbound,E Line Northbound,834.0,5,36,834.0,0.0,4.341123437656653
2019-07,2019-07,E Line,Northbound,E Line Northbound,857.0,5,36,857.0,0.0,4.341123437656654
2019-06,2019-06,E Line,Northbound,E Line Northbound,929.0,5,36,928.9999999999999,1.2237549808570077e-16,4.341123437656654
2024-05,2024-05,E Line,Southbound,E Line Southbound,1548.0,8,36,1548.0,0.0,4.7859960142445805
2024-04,2024-04,E Line,Southbound,E Line Southbound,1459.0,8,36,1459.0000000000005,3.1168427065556145e-16,4.78599601424458
2024-03,2024-03,E Line,Southbound,E Line Southbound,1476.0,8,36,1476.0,0.0,4.7859960142445805
2024-02,2024-02,E Line,Southbound,E Line Southbound,1466.0,8,36,1466.0000000000005,3.1019601015447757e-16,4.7859960142445805
2024-01,2024-01,E Line,Southbound,E Line Southbound,1409.0,8,36,1409.0,0.0,4.7859960142445805
2023-12,2023-12,E Line,Southbound,E Line Southbound,1254.0,8,36,1254.0,0.0,4.7859960142445805
2023-11,2023-11,E Line,Southbound,E Line Southbound,1357.0,8,36,1357.0,0.0,4.785996014244581
2023-10,2023-10,E Line,Southbound,E Line Southbound,1413.0,8,36,1413.0,0.0,4.785996014244581
2023-09,2023-09,E Line,Southbound,E Line Southbound,1354.0,8,36,1354.0,0.0,4.785996014244581
2023-08,2023-08,E Line,Southbound,E Line Southbound,1408.0,8,36,1408.0,0.0,4.7859960142445805
2023-07,2023-07,E Line,Southbound,E Line Southbound,1349.0,8,36,1349.0,0.0,4.78599601424458
2023-06,2023-06,E Line,Southbound,E Line Southbound,1349.0,8,36,1349.0,0.0,4.78599601424458
2023-05,2023-05,E Line,Southbound,E Line Southbound,1347.0,8,36,1346.9999999999995,3.3760011201667713e-16,4.785996014244581
2023-04,2023-04,E Line,Southbound,E Line Southbound,1218.0,8,36,1218.0,0.0,4.785996014244581
2023-03,2023-03,E Line,Southbound,E Line Southbound,1238.0,8,36,1238.0,0.0,4.7859960142445805
2023-02,2023-02,E Line,Southbound,E Line Southbound,1196.0,8,36,1196.0,0.0,4.7859960142445805
2023-01,2023-01,E Line,Southbound,E Line Southbound,1159.0,8,36,1159.0000000000005,3.923618212997965e-16,4.78599601424458
2022-12,2022-12,E Line,Southbound,E Line Southbound,1042.0,8,36,1042.0,0.0,4.7859960142445805
2022-11,2022-11,E Line,Southbound,E Line Southbound,1194.0,8,36,1193.9999999999995,3.8086042787811066e-16,4.785996014244581
2022-10,2022-10,E Line,Southbound,E Line Southbound,1221.0,8,36,1221.0000000000002,1.8621922640723348e-16,4.7859960142445805
2022-09,2022-09,E Line,Southbound,E Line Southbound,1239.0,8,36,1238.9999999999995,3.670277246864117e-16,4.785996014244581
2022-08,2022-08,E Line,Southbound,E Line Southbound,1180.0,8,36,1180.0,0.0,4.7859960142445805
2022-07,2022-07,E Line,Southbound,E Line Southbound,1202.0,8,36,1202.0,0.0,4.785996014244581
2022-06,2022-06,E Line,Southbound,E Line Southbound,1214.0,8,36,1214.0000000000002,1.8729297812457336e-16,4.7859960142445805
2022-05,2022-05,E Line,Southbound,E Line Southbound,1150.0,8,36,1150.0,0.0,4.7859960142445805
2022-04,2022-04,E Line,Southbound,E Line Southbound,1114.0,8,36,1114.0,0.0,4.785996014244581
2022-03,2022-03,E Line,Southbound,E Line Southbound,1059.0,8,36,1059.0,0.0,4.7859960142445805
2022-02,2022-02,E Line,Southbound,E Line Southbound,1002.0,8,36,1002.0,0.0,4.7859960142445805
2022-01,2022-01,E Line,Southbound,E Line Southbound,925.0,8,36,925.0,0.0,4.7859960142445805
2021-12,2021-12,E Line,Southbound,E Line Southbound,902.0,8,36,902.0,0.0,4.785996014244581
2021-11,2021-11,E Line,Southbound,E Line Southbound,1065.0,8,36,1065.0,0.0,4.785996014244581
2021-10,2021-10,E Line,Southbound,E Line Southbound,1029.0,8,36,1029.0,0.0,4.7859960142445805
2021-09,2021-09,E Line,Southbound,E Line Southbound,999.0,8,36,999.0000000000001,1.13800638359976e-16,4.7859960142445805
2021-08,2021-08,E Line,Southbound,E Line Southbound,915.0,8,36,915.0,0.0,4.7859960142445805
2021-07,2021-07,E Line,Southbound,E Line Southbound,885.0,8,36,885.0,0.0,4.785996014244581
2021-06,2021-06,E Line,Southbound,E Line Southbound,823.0,8,36,823.0,0.0,4.7859960142445805
2021-05,2021-05,E Line,Southbound,E Line Southbound,732.0,8,36,732.0,0.0,4.7859960142445805
2021-04,2021-04,E Line,Southbound,E Line Southbound,721.0,8,36,721.0,0.0,4.78599601424458
2021-03,2021-03,E Line,Southbound,E Line Southbound,734.0,8,36,734.0,0.0,4.7859960142445805
2021-02,2021-02,E Line,Southbound,E Line Southbound,704.0,8,36,704.0,0.0,4.7859960142445805
2021-01,2021-01,E Line,Southbound,E Line Southbound,707.0,8,36,706.9999999999999,1.6080175066706653e-16,4.7859960142445805
2020-12,2020-12,E Line,Southbound,E Line Southbound,678.0,8,36,678.0000000000002,3.3535940330860185e-16,4.7859960142445805
2020-11,2020-11,E Line,Southbound,E Line Southbound,709.0,8,36,709.0000000000001,1.6034814911370385e-16,4.7859960142445805
2020-10,2020-10,E Line,Southbound,E Line Southbound,721.0,8,36,721.0,0.0,4.78599601424458
2020-09,2020-09,E Line,Southbound,E Line Southbound,752.0,8,36,752.0,0.0,4.7859960142445805
2020-08,2020-08,E Line,Southbound,E Line Southbound,724.0,8,36,724.0000000000002,3.1405203790501664e-16,4.7859960142445805
2020-07,2020-07,E Line,Southbound,E Line Southbound,707.0,8,36,706.9999999999999,1.6080175066706653e-16,4.7859960142445805
2020-06,2020-06,E Line,Southbound,E Line Southbound,677.0,8,36,677.0,0.0,4.785996014244581
2020-05,2020-05,E Line,Southbound,E Line Southbound,643.0,8,36,643.0,0.0,4.7859960142445805
2020-04,2020-04,E Line,Southbound,E Line Southbound,603.0,8,36,603.0,0.0,4.7859960142445805
2020-03,2020-03,E Line,Southbound,E Line Southbound,1325.0,8,36,1325.0000000000002,1.7160277391942041e-16,4.785996014244581
2020-02,2020-02,E Line,Southbound,E Line Southbound,2956.0,8,36,2956.000000000001,3.076775039827227e-16,4.78599601424458
2020-01,2020-01,E Line,Southbound,E Line Southbound,2891.0,8,36,2891.000000000001,3.145951925883529e-16,4.78599601424458
2019-12,2019-12,E Line,Southbound,E Line Southbound,2610.0,8,36,2610.0,0.0,4.7859960142445805
2019-11,2019-11,E Line,Southbound,E Line Southbound,2939.0,8,36,2939.0,0.0,4.7859960142445805
2019-10,2019-10,E Line,Southbound,E Line Southbound,3014.0,8,36,3014.0,0.0,4.78599601424458
2019-09,2019-09,E Line,Southbound,E Line Southbound,3012.0,8,36,3012.0,0.0,4.7859960142445805
2019-08,2019-08,E Line,Southbound,E Line Southbound,2822.0,8,36,2822.0000000000005,1.611436395770603e-16,4.7859960142445805
2019-07,2019-07,E Line,Southbound,E Line Southbound,2903.0,8,36,2903.0,0.0,4.7859960142445805
2019-06,2019-06,E Line,Southbound,E Line Southbound,3016.0,8,36,3016.0,0.0,4.7859960142445805
2024-05,2024-05,F Line,Eastbound,F Line Eastbound,464.0,5,32,463.99999999999994,1.2250736823450003e-16,2.8759083554798233
2024-04,2024-04,F Line,Eastbound,F Line Eastbound,451.0,5,32,451.0,0.0,2.8759083554798233
2024-03,2024-03,F Line,Eastbound,F Line Eastbound,422.0,5,32,422.00000000000006,1.3470004469385787e-16,2.8759083554798233
2024-02,2024-02,F Line,Eastbound,F Line Eastbound,421.0,5,32,420.9999999999999,2.700399945881616e-16,2.8759083554798237
2024-01,2024-01,F Line,Eastbound,F Line Eastbound,385.0,5,32,385.0,0.0,2.8759083554798237
2023-12,2023-12,F Line,Eastbound,F Line Eastbound,378.0,5,32,377.99999999999994,1.5037941497568257e-16,2.8759083554798237
2023-11,2023-11,F Line,Eastbound,F Line Eastbound,405.0,5,32,405.0,0.0,2.875908355479823
2023-10,2023-10,F Line,Eastbound,F Line Eastbound,396.0,5,32,396.0,0.0,2.8759083554798233
2023-09,2023-09,F Line,Eastbound,F Line Eastbound,356.0,5,32,356.0,0.0,2.8759083554798237
2023-08,2023-08,F Line,Eastbound,F Line Eastbound,382.0,5,32,382.0,0.0,2.875908355479823
2023-07,2023-07,F Line,Eastbound,F Line Eastbound,396.0,5,32,396.0,0.0,2.8759083554798233
2023-06,2023-06,F Line,Eastbound,F Line Eastbound,396.0,5,32,396.0,0.0,2.8759083554798233
2023-05,2023-05,F Line,Eastbound,F Line Eastbound,401.0,5,32,400.99999999999994,1.417541617476509e-16,2.8759083554798233
2023-04,2023-04,F Line,Eastbound,F Line Eastbound,388.0,5,32,388.0,0.0,2.8759083554798233
2023-03,2023-03,F Line,Eastbound,F Line Eastbound,385.0,5,32,385.0,0.0,2.8759083554798237
2023-02,2023-02,F Line,Eastbound,F Line Eastbound,400.0,5,32,400.0,0.0,2.8759083554798224
2023-01,2023-01,F Line,Eastbound,F Line Eastbound,375.0,5,32,375.0,0.0,2.8759083554798237
2022-12,2022-12,F Line,Eastbound,F Line Eastbound,329.0,5,32,329.00000000000006,1.72776349120997e-16,2.8759083554798233
2022-11,2022-11,F Line,Eastbound,F Line Eastbound,377.0,5,32,376.99999999999994,1.507782993655385e-16,2.8759083554798237
2022-10,2022-10,F Line,Eastbound,F Line Eastbound,389.0,5,32,388.99999999999994,1.4612704077328537e-16,2.8759083554798233
2022-09,2022-09,F Line,Eastbound,F Line Eastbound,407.0,5,32,407.0,0.0,2.8759083554798233
2022-08,2022-08,F Line,Eastbound,F Line Eastbound,349.0,5,32,349.0,0.0,2.875908355479823
2022-07,2022-07,F Line,Eastbound,F Line Eastbound,355.0,5,32,355.00000000000006,1.6012230665016343e-16,2.875908355479823
2022-06,2022-06,F Line,Eastbound,F Line Eastbound,378.0,5,32,377.99999999999994,1.5037941497568257e-16,2.8759083554798237
2022-05,2022-05,F Line,Eastbound,F Line Eastbound,363.0,5,32,362.99999999999994,1.5659344038790087e-16,2.8759083554798233
2022-04,2022-04,F Line,Eastbound,F Line Eastbound,357.0,5,32,357.0,0.0,2.875908355479823
2022-03,2022-03,F Line,Eastbound,F Line Eastbound,330.0,5,32,330.0,0.0,2.8759083554798233
2022-02,2022-02,F Line,Eastbound,F Line Eastbound,319.0,5,32,319.0,0.0,2.875908355479823
2022-01,2022-01,F Line,Eastbound,F Line Eastbound,307.0,5,32,307.0,0.0,2.8759083554798233
2021-12,2021-12,F Line,Eastbound,F Line Eastbound,286.0,5,32,286.0,0.0,2.8759083554798224
2021-11,2021-11,F Line,Eastbound,F Line Eastbound,315.0,5,32,315.0,0.0,2.8759083554798233
2021-10,2021-10,F Line,Eastbound,F Line Eastbound,322.0,5,32,322.0,0.0,2.8759083554798224
2021-09,2021-09,F Line,Eastbound,F Line Eastbound,331.0,5,32,331.0,0.0,2.8759083554798233
2021-08,2021-08,F Line,Eastbound,F Line Eastbound,297.0,5,32,297.0,0.0,2.8759083554798233
2021-07,2021-07,F Line,Eastbound,F Line Eastbound,301.0,5,32,301.00000000000006,1.8884856764388045e-16,2.8759083554798233
2021-06,2021-06,F Line,Eastbound,F Line Eastbound,296.0,5,32,296.00000000000006,1.9203857723245952e-16,2.8759083554798237
2021-05,2021-05,F Line,Eastbound,F Line Eastbound,279.0,5,32,279.0,0.0,2.8759083554798233
2021-04,2021-04,F Line,Eastbound,F Line Eastbound,268.0,5,32,268.0,0.0,2.8759083554798237
2021-03,2021-03,F Line,Eastbound,F Line Eastbound,266.0,5,32,266.0,0.0,2.875908355479823
2021-02,2021-02,F Line,Eastbound,F Line Eastbound,248.0,5,32,248.0,0.0,2.8759083554798233
2021-01,2021-01,F Line,Eastbound,F Line Eastbound,257.0,5,32,257.0,0.0,2.875908355479823
2020-12,2020-12,F Line,Eastbound,F Line Eastbound,250.0,5,32,250.00000000000003,1.1368683772161603e-16,2.8759083554798233
2020-11,2020-11,F Line,Eastbound,F Line Eastbound,270.0,5,32,270.0,0.0,2.875908355479823
2020-10,2020-10,F Line,Eastbound,F Line Eastbound,277.0,5,32,276.99999999999994,2.0521089841446938e-16,2.8759083554798233
2020-09,2020-09,F Line,Eastbound,F Line Eastbound,287.0,5,32,287.0,0.0,2.8759083554798233
2020-08,2020-08,F Line,Eastbound,F Line Eastbound,270.0,5,32,270.0,0.0,2.875908355479823
2020-07,2020-07,F Line,Eastbound,F Line Eastbound,258.0,5,32,258.0,0.0,2.8759083554798233
2020-06,2020-06,F Line,Eastbound,F Line Eastbound,240.0,5,32,240.0,0.0,2.875908355479823
2020-05,2020-05,F Line,Eastbound,F Line Eastbound,202.0,5,32,201.99999999999997,1.407015318336832e-16,2.8759083554798233
2020-04,2020-04,F Line,Eastbound,F Line Eastbound,204.0,5,32,204.0,0.0,2.875908355479823
2020-03,2020-03,F Line,Eastbound,F Line Eastbound,351.0,5,32,351.00000000000006,1.6194706228150432e-16,2.8759083554798233
2020-02,2020-02,F Line,Eastbound,F Line Eastbound,519.0,5,32,519.0,0.0,2.875908355479823
2020-01,2020-01,F Line,Eastbound,F Line Eastbound,533.0,5,32,533.0,0.0,2.8759083554798233
2019-12,2019-12,F Line,Eastbound,F Line Eastbound,491.0,5,32,491.0,0.0,2.8759083554798224
2019-11,2019-11,F Line,Eastbound,F Line Eastbound,540.0,5,32,540.0,0.0,2.875908355479823
2019-10,2019-10,F Line,Eastbound,F Line Eastbound,554.0,5,32,553.9999999999999,2.0521089841446938e-16,2.8759083554798233
2019-09,2019-09,F Line,Eastbound,F Line Eastbound,559.0,5,32,558.9999999999999,2.0337538053956356e-16,2.8759083554798237
2019-08,2019-08,F Line,Eastbound,F Line Eastbound,585.0,5,32,585.0,0.0,2.8759083554798233
2019-07,2019-07,F Line,Eastbound,F Line Eastbound,583.0,5,32,583.0,0.0,2.8759083554798237
2019-06,2019-06,F Line,Eastbound,F Line Eastbound,594.0,5,32,594.0,0.0,2.8759083554798233
2024-05,2024-05,F Line,Westbound,F Line Westbound,408.0,5,31,407.99999999999994,1.3932210505100003e-16,2.9744875130779467
2024-04,2024-04,F Line,Westbound,F Line Westbound,380.0,5,31,379.9999999999999,2.991758887410948e-16,2.9744875130779467
2024-03,2024-03,F Line,Westbound,F Line Westbound,369.0,5,31,368.99999999999994,1.5404720558484557e-16,2.9744875130779467
2024-02,2024-02,F Line,Westbound,F Line Westbound,360.0,5,31,360.0,0.0,2.9744875130779467
2024-01,2024-01,F Line,Westbound,F Line Westbound,334.0,5,31,334.0,0.0,2.9744875130779467
2023-12,2023-12,F Line,Westbound,F Line Westbound,329.0,5,31,329.0,0.0,2.9744875130779467
2023-11,2023-11,F Line,Westbound,F Line Westbound,337.0,5,31,337.0,0.0,2.9744875130779462
2023-10,2023-10,F Line,Westbound,F Line Westbound,328.0,5,31,327.9999999999999,3.4660621256590254e-16,2.974487513077947
2023-09,2023-09,F Line,Westbound,F Line Westbound,335.0,5,31,335.00000000000006,1.6968184734569557e-16,2.9744875130779467
2023-08,2023-08,F Line,Westbound,F Line Westbound,358.0,5,31,358.0,0.0,2.9744875130779467
2023-07,2023-07,F Line,Westbound,F Line Westbound,355.0,5,31,355.0,0.0,2.9744875130779467
2023-06,2023-06,F Line,Westbound,F Line Westbound,354.0,5,31,354.0,0.0,2.9744875130779462
2023-05,2023-05,F Line,Westbound,F Line Westbound,364.0,5,31,364.0000000000001,3.123264772571869e-16,2.9744875130779462
2023-04,2023-04,F Line,Westbound,F Line Westbound,326.0,5,31,326.0,0.0,2.9744875130779467
2023-03,2023-03,F Line,Westbound,F Line Westbound,341.0,5,31,341.00000000000006,1.666962429935719e-16,2.9744875130779462
2023-02,2023-02,F Line,Westbound,F Line Westbound,347.0,5,31,347.0,0.0,2.9744875130779467
2023-01,2023-01,F Line,Westbound,F Line Westbound,330.0,5,31,329.9999999999999,3.445055688533819e-16,2.9744875130779467
2022-12,2022-12,F Line,Westbound,F Line Westbound,288.0,5,31,288.0,0.0,2.9744875130779462
2022-11,2022-11,F Line,Westbound,F Line Westbound,337.0,5,31,337.0,0.0,2.9744875130779462
2022-10,2022-10,F Line,Westbound,F Line Westbound,317.0,5,31,317.0,0.0,2.9744875130779467
2022-09,2022-09,F Line,Westbound,F Line Westbound,294.0,5,31,294.00000000000006,1.9334496211159188e-16,2.9744875130779462
2022-08,2022-08,F Line,Westbound,F Line Westbound,290.0,5,31,290.0,0.0,2.9744875130779467
2022-07,2022-07,F Line,Westbound,F Line Westbound,315.0,5,31,315.0,0.0,2.9744875130779467
2022-06,2022-06,F Line,Westbound,F Line Westbound,322.0,5,31,322.0,0.0,2.9744875130779462
2022-05,2022-05,F Line,Westbound,F Line Westbound,316.0,5,31,316.00000000000006,1.7988423690129118e-16,2.9744875130779467
2022-04,2022-04,F Line,Westbound,F Line Westbound,309.0,5,31,309.0,0.0,2.974487513077946
2022-03,2022-03,F Line,Westbound,F Line Westbound,300.0,5,31,299.99999999999994,1.8947806286936006e-16,2.9744875130779462
2022-02,2022-02,F Line,Westbound,F Line Westbound,291.0,5,31,291.0,0.0,2.9744875130779462
2022-01,2022-01,F Line,Westbound,F Line Westbound,266.0,5,31,266.0,0.0,2.9744875130779462
2021-12,2021-12,F Line,Westbound,F Line Westbound,252.0,5,31,251.99999999999997,1.1278456123176193e-16,2.9744875130779462
2021-11,2021-11,F Line,Westbound,F Line Westbound,299.0,5,31,298.9999999999999,3.802235375304884e-16,2.9744875130779467
2021-10,2021-10,F Line,Westbound,F Line Westbound,306.0,5,31,306.0,0.0,2.9744875130779462
2021-09,2021-09,F Line,Westbound,F Line Westbound,297.0,5,31,297.0,0.0,2.9744875130779462
2021-08,2021-08,F Line,Westbound,F Line Westbound,271.0,5,31,271.0,0.0,2.9744875130779462
2021-07,2021-07,F Line,Westbound,F Line Westbound,271.0,5,31,271.0,0.0,2.9744875130779462
2021-06,2021-06,F Line,Westbound,F Line Westbound,278.0,5,31,278.00000000000006,2.0447272971513675e-16,2.9744875130779467
2021-05,2021-05,F Line,Westbound,F Line Westbound,267.0,5,31,267.0,0.0,2.9744875130779467
2021-04,2021-04,F Line,Westbound,F Line Westbound,257.0,5,31,257.0,0.0,2.9744875130779462
2021-03,2021-03,F Line,Westbound,F Line Westbound,256.0,5,31,256.00000000000006,2.220446049250313e-16,2.9744875130779462
2021-02,2021-02,F Line,Westbound,F Line Westbound,232.0,5,31,232.0,0.0,2.9744875130779462
2021-01,2021-01,F Line,Westbound,F Line Westbound,241.0,5,31,241.0,0.0,2.9744875130779467
2020-12,2020-12,F Line,Westbound,F Line Westbound,241.0,5,31,241.0,0.0,2.9744875130779467
2020-11,2020-11,F Line,Westbound,F Line Westbound,252.0,5,31,251.99999999999997,1.1278456123176193e-16,2.9744875130779462
2020-10,2020-10,F Line,Westbound,F Line Westbound,254.0,5,31,254.0,0.0,2.974487513077947
2020-09,2020-09,F Line,Westbound,F Line Westbound,267.0,5,31,267.0,0.0,2.9744875130779467
2020-08,2020-08,F Line,Westbound,F Line Westbound,262.0,5,31,262.0,0.0,2.9744875130779462
2020-07,2020-07,F Line,Westbound,F Line Westbound,252.0,5,31,251.99999999999997,1.1278456123176193e-16,2.9744875130779462
2020-06,2020-06,F Line,Westbound,F Line Westbound,239.0,5,31,238.99999999999994,2.3783857263936406e-16,2.9744875130779467
2020-05,2020-05,F Line,Westbound,F Line Westbound,227.0,5,31,226.99999999999997,1.252057684158767e-16,2.9744875130779467
2020-04,2020-04,F Line,Westbound,F Line Westbound,235.0,5,31,235.00000000000003,1.209434443846979e-16,2.9744875130779462
2020-03,2020-03,F Line,Westbound,F Line Westbound,354.0,5,31,354.0,0.0,2.9744875130779462
2020-02,2020-02,F Line,Westbound,F Line Westbound,489.0,5,31,489.0,0.0,2.9744875130779462
2020-01,2020-01,F Line,Westbound,F Line Westbound,483.0,5,31,482.9999999999999,2.353764756141119e-16,2.9744875130779467
2019-12,2019-12,F Line,Westbound,F Line Westbound,449.0,5,31,449.0,0.0,2.9744875130779467
2019-11,2019-11,F Line,Westbound,F Line Westbound,488.0,5,31,488.0,0.0,2.9744875130779467
