route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,short_trip_no
39,Local_Sunday_10_2307-PHNS_0000001,18965334,"Dreamy Draw PNR",1,,390008,6702
16,Local_Sunday_10_2307-PHNS_0000001,18965335,"Dobbins+Central",1,,160062,6228
50,Local_Sunday_10_2307-PHNS_0000001,18965336,"107th Ave+Camelback",1,,500094,6832
39,Local_Sunday_10_2307-PHNS_0000001,18965337,"Dreamy Draw PNR",1,,390008,6700
16,Local_Sunday_10_2307-PHNS_0000001,18965338,"Dobbins+Central",1,,160062,6227
16,Local_Sunday_10_2307-PHNS_0000001,18965339,"Dobbins+Central",1,,160062,6224
39,Local_Sunday_10_2307-PHNS_0000001,18965340,"Dreamy Draw PNR",1,,390008,6701
16,Local_Sunday_10_2307-PHNS_0000001,18965341,"Dobbins+Central",1,,160062,6247
39,Local_Sunday_10_2307-PHNS_0000001,18965342,"Dreamy Draw PNR",1,,390008,6696
16,Local_Sunday_10_2307-PHNS_0000001,18965343,"Dobbins+Central",1,,160062,6239
50,Local_Sunday_10_2307-PHNS_0000001,18965344,"107th Ave+Camelback",1,,500094,6834
39,Local_Sunday_10_2307-PHNS_0000001,18965345,"Dreamy Draw PNR",1,,390008,6693
50,Local_Sunday_10_2307-PHNS_0000001,18965346,"107th Ave+Camelback",1,,500094,6836
52,Local_Sunday_10_2307-PHNS_0000001,18965347,"19th Ave+Roeser",1,,520025,6919
