route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,short_trip_no
542,Express_Weekday_1_2307-VMTM_1111100,18994244,"Chandler PNR",1,,5420015,22957
531,Express_Weekday_1_2307-VMTM_1111100,18994245,"Downtown Gilbert",1,,5310019,22907
533,Express_Weekday_1_2307-VMTM_1111100,18994246,"Superstition Spgs",1,,5330018,22919
535,Express_Weekday_1_2307-VMTM_1111100,18994247,"Power Rd PNR",1,,5350017,22933
542,Express_Weekday_1_2307-VMTM_1111100,18994248,"Chandler PNR",1,,5420015,22951
531,Express_Weekday_1_2307-VMTM_1111100,18994249,"Downtown Gilbert",1,,5310019,22909
542,Express_Weekday_1_2307-VMTM_1111100,18994250,"Chandler PNR",1,,5420015,22954
535,Express_Weekday_1_2307-VMTM_1111100,18994251,"Power Rd PNR",1,,5350017,22929
542,Express_Weekday_1_2307-VMTM_1111100,18994252,"Chandler PNR",1,,5420015,22955
542,Express_Weekday_1_2307-VMTM_1111100,18994253,"Chandler PNR",1,,5420015,22953
514,Express_Weekday_1_2307-VMTM_1111100,18994254,"Mustang TC",1,,5140020,22879
542,Express_Weekday_1_2307-VMTM_1111100,18994255,"Chandler PNR",1,,5420015,22956
533,Express_Weekday_1_2307-VMTM_1111100,18994256,"Superstition Spgs",1,,5330018,22918
531,Express_Weekday_1_2307-VMTM_1111100,18994257,"Downtown Gilbert",1,,5310019,22906
535,Express_Weekday_1_2307-VMTM_1111100,18994258,"Power Rd PNR",1,,5350017,22930
533,Express_Weekday_1_2307-VMTM_1111100,18994259,"Superstition Spgs",1,,5330018,22923
542,Express_Weekday_1_2307-VMTM_1111100,18994260,"State Capitol",0,,5420016,22946
542,Express_Weekday_1_2307-VMTM_1111100,18994261,"State Capitol",0,,5420016,22942
542,Express_Weekday_1_2307-VMTM_1111100,18994262,"State Capitol",0,,5420016,22944
542,Express_Weekday_1_2307-VMTM_1111100,18994263,"State Capitol",0,,5420016,22943
542,Express_Weekday_1_2307-VMTM_1111100,18994264,"State Capitol",0,,5420016,22948
542,Express_Weekday_1_2307-VMTM_1111100,18994265,"State Capitol",0,,5420016,22945
514,Express_Weekday_1_2307-VMTM_1111100,18994266,"State Capitol",0,,5140018,22876
531,Express_Weekday_1_2307-VMTM_1111100,18994267,"State Capitol",0,,5310017,22905
531,Express_Weekday_1_2307-VMTM_1111100,18994268,"State Capitol",0,,5310017,22903
535,Express_Weekday_1_2307-VMTM_1111100,18994269,"State Capitol",0,,5350015,22928
535,Express_Weekday_1_2307-VMTM_1111100,18994270,"State Capitol",0,,5350015,22927
535,Express_Weekday_1_2307-VMTM_1111100,18994271,"State Capitol",0,,5350015,22925
533,Express_Weekday_1_2307-VMTM_1111100,18994272,"State Capitol",0,,5330016,22913
533,Express_Weekday_1_2307-VMTM_1111100,18994273,"State Capitol",0,,5330016,22914
522,Express_Weekday_1_2307-VMTM_1111100,18994274,"State Capitol",0,,5220010,94697
533,Express_Weekday_1_2307-VMTM_1111100,18994275,"State Capitol",0,,5330016,22916
522,Express_Weekday_1_2307-VMTM_1111100,18994276,"State Capitol",0,,5220010,94695
522,Express_Weekday_1_2307-VMTM_1111100,18994277,"State Capitol",0,,5220010,94696
522,Express_Weekday_1_2307-VMTM_1111100,18994278,"Tempe Sports Complex",1,,5220012,94698
521,Express_Weekday_1_2307-VMTM_1111100,18994279,"Tempe Library PNR",1,,5210012,94693
522,Express_Weekday_1_2307-VMTM_1111100,18994280,"Tempe Sports Complex",1,,5220012,94699
522,Express_Weekday_1_2307-VMTM_1111100,18994281,"Tempe Sports Complex",1,,5220012,94700
521,Express_Weekday_1_2307-VMTM_1111100,18994282,"State Capitol",0,,5210010,94556
521,Express_Weekday_1_2307-VMTM_1111100,18994283,"Tempe Library PNR",1,,5210012,94694
521,Express_Weekday_1_2307-VMTM_1111100,18994284,"State Capitol",0,,5210010,94557
515,Express_Weekday_1_2307-VMTM_1111100,18994285,"Gilbert McDowell PNR",0,,5150007,94701
515,Express_Weekday_1_2307-VMTM_1111100,18994286,"Gilbert McDowell PNR",0,,5150007,94702
521,Express_Weekday_1_2307-VMTM_1111100,18994287,"State Capitol",0,,5210010,94706
515,Express_Weekday_1_2307-VMTM_1111100,18994288,"Fountain Hills PNR",1,,5150008,94703
515,Express_Weekday_1_2307-VMTM_1111100,18994289,"Fountain Hills PNR",1,,5150008,94704
521,Express_Weekday_1_2307-VMTM_1111100,18994290,"State Capitol",0,,5210010,94705
521,Express_Weekday_1_2307-VMTM_1111100,18994291,"Tempe Library PNR",1,,5210012,94707
521,Express_Weekday_1_2307-VMTM_1111100,18994292,"Tempe Library PNR",1,,5210012,94708
522,Express_Weekday_1_2307-VMTM_1111100,18994293,"State Capitol",0,,5220010,94709
522,Express_Weekday_1_2307-VMTM_1111100,18994294,"Tempe Sports Complex",1,,5220012,94710
531,Express_Weekday_1_2307-VMTM_1111100,18994295,"State Capitol",0,,5310017,94711
571,Express_Weekday_1_2307-VMW_1111100,18934491,"Surprise PNR",1,,5710017,31901
571,Express_Weekday_1_2307-VMW_1111100,18934492,"Surprise PNR",1,,5710017,31900
573,Express_Weekday_1_2307-VMW_1111100,18934493,"State Capitol",0,,5730024,31904
573,Express_Weekday_1_2307-VMW_1111100,18934494,"State Capitol",0,,5730024,31903
573,Express_Weekday_1_2307-VMW_1111100,18934495,"Glendale PNR",1,,5730025,31908
573,Express_Weekday_1_2307-VMW_1111100,18934496,"Glendale PNR",1,,5730025,31907
575,Express_Weekday_1_2307-VMW_1111100,18934497,"State Capitol",0,,5750013,31912
575,Express_Weekday_1_2307-VMW_1111100,18934498,"State Capitol",0,,5750013,31911
575,Express_Weekday_1_2307-VMW_1111100,18934499,"Arrowhead Ctr",1,,5750009,31914
575,Express_Weekday_1_2307-VMW_1111100,18934500,"Arrowhead Ctr",1,,5750009,31913
571,Express_Weekday_1_2307-VMW_1111100,18934501,"State Capitol",0,,5710018,31895
571,Express_Weekday_1_2307-VMW_1111100,18934502,"State Capitol",0,,5710018,31894
562,Express_Weekday_1_2307-VMW_1111100,18934503,"State Capitol",0,,5620011,31878
562,Express_Weekday_1_2307-VMW_1111100,18934504,"Goodyear PNR",1,,5620018,31882
562,Express_Weekday_1_2307-VMW_1111100,18934505,"Goodyear PNR",1,,5620018,31883
562,Express_Weekday_1_2307-VMW_1111100,18934506,"State Capitol",0,,5620011,31879
563,Express_Weekday_1_2307-VMW_1111100,18934507,"State Capitol",0,,5630016,31886
563,Express_Weekday_1_2307-VMW_1111100,18934508,"State Capitol",0,,5630016,31887
563,Express_Weekday_1_2307-VMW_1111100,18934509,"State Capitol",0,,5630017,31888
563,Express_Weekday_1_2307-VMW_1111100,18934510,"Buckeye PNR",1,,5630029,31890
563,Express_Weekday_1_2307-VMW_1111100,18934511,"Buckeye PNR",1,,5630029,31892
563,Express_Weekday_1_2307-VMW_1111100,18934512,"Avondale PNR",1,,5630030,31893
562,Express_Weekday_1_2307-VMW_1111100,18934513,"State Capitol",0,,5620011,31880
562,Express_Weekday_1_2307-VMW_1111100,18934514,"Goodyear PNR",1,,5620018,31885
563,Express_Weekday_1_2307-VMW_1111100,18934515,"State Capitol",0,,5630017,31889
563,Express_Weekday_1_2307-VMW_1111100,18934516,"Avondale PNR",1,,5630030,31891
571,Express_Weekday_1_2307-VMW_1111100,18934517,"State Capitol",0,,5710018,31897
571,Express_Weekday_1_2307-VMW_1111100,18934518,"Surprise PNR",1,,5710017,31899
573,Express_Weekday_1_2307-VMW_1111100,18934519,"State Capitol",0,,5730024,31902
573,Express_Weekday_1_2307-VMW_1111100,18934520,"Glendale PNR",1,,5730025,31909
575,Express_Weekday_1_2307-VMW_1111100,18934521,"State Capitol",0,,5750013,31910
575,Express_Weekday_1_2307-VMW_1111100,18934522,"Arrowhead Ctr",1,,5750009,31915
542,Express_Weekday_1_2310-VMTM_1111100,19775060,"Chandler PNR",1,,5420015,22953
542,Express_Weekday_1_2310-VMTM_1111100,19775061,"Chandler PNR",1,,5420015,22954
542,Express_Weekday_1_2310-VMTM_1111100,19775062,"Chandler PNR",1,,5420015,22957
542,Express_Weekday_1_2310-VMTM_1111100,19775063,"State Capitol",0,,5420016,22948
542,Express_Weekday_1_2310-VMTM_1111100,19775064,"State Capitol",0,,5420016,22944
542,Express_Weekday_1_2310-VMTM_1111100,19775065,"Chandler PNR",1,,5420015,22951
542,Express_Weekday_1_2310-VMTM_1111100,19775066,"State Capitol",0,,5420016,22942
542,Express_Weekday_1_2310-VMTM_1111100,19775067,"Chandler PNR",1,,5420015,22955
542,Express_Weekday_1_2310-VMTM_1111100,19775068,"State Capitol",0,,5420016,22946
542,Express_Weekday_1_2310-VMTM_1111100,19775069,"Chandler PNR",1,,5420015,22956
542,Express_Weekday_1_2310-VMTM_1111100,19775070,"State Capitol",0,,5420016,22943
542,Express_Weekday_1_2310-VMTM_1111100,19775071,"State Capitol",0,,5420016,22945
535,Express_Weekday_1_2310-VMTM_1111100,19775072,"State Capitol",0,,5350015,22925
535,Express_Weekday_1_2310-VMTM_1111100,19775073,"State Capitol",0,,5350015,22928
535,Express_Weekday_1_2310-VMTM_1111100,19775074,"State Capitol",0,,5350015,22927
535,Express_Weekday_1_2310-VMTM_1111100,19775075,"Power Rd PNR",1,,5350017,22933
535,Express_Weekday_1_2310-VMTM_1111100,19775076,"Power Rd PNR",1,,5350017,22930
535,Express_Weekday_1_2310-VMTM_1111100,19775077,"Power Rd PNR",1,,5350017,22929
533,Express_Weekday_1_2310-VMTM_1111100,19775078,"Superstition Spgs",1,,5330018,22918
533,Express_Weekday_1_2310-VMTM_1111100,19775079,"State Capitol",0,,5330016,22914
533,Express_Weekday_1_2310-VMTM_1111100,19775080,"State Capitol",0,,5330016,22913
533,Express_Weekday_1_2310-VMTM_1111100,19775081,"Superstition Spgs",1,,5330018,22923
533,Express_Weekday_1_2310-VMTM_1111100,19775082,"State Capitol",0,,5330016,22916
533,Express_Weekday_1_2310-VMTM_1111100,19775083,"Superstition Spgs",1,,5330018,22919
531,Express_Weekday_1_2310-VMTM_1111100,19775084,"State Capitol",0,,5310017,94711
531,Express_Weekday_1_2310-VMTM_1111100,19775085,"State Capitol",0,,5310017,22903
531,Express_Weekday_1_2310-VMTM_1111100,19775086,"Downtown Gilbert",1,,5310019,22907
531,Express_Weekday_1_2310-VMTM_1111100,19775087,"Downtown Gilbert",1,,5310019,22909
531,Express_Weekday_1_2310-VMTM_1111100,19775088,"State Capitol",0,,5310017,22905
531,Express_Weekday_1_2310-VMTM_1111100,19775089,"Downtown Gilbert",1,,5310019,22906
522,Express_Weekday_1_2310-VMTM_1111100,19775090,"State Capitol",0,,5220010,94709
522,Express_Weekday_1_2310-VMTM_1111100,19775091,"Tempe Sports Complex",1,,5220012,94700
522,Express_Weekday_1_2310-VMTM_1111100,19775092,"Tempe Sports Complex",1,,5220012,94699
522,Express_Weekday_1_2310-VMTM_1111100,19775093,"State Capitol",0,,5220010,94695
522,Express_Weekday_1_2310-VMTM_1111100,19775094,"Tempe Sports Complex",1,,5220012,94710
522,Express_Weekday_1_2310-VMTM_1111100,19775095,"Tempe Sports Complex",1,,5220012,94698
522,Express_Weekday_1_2310-VMTM_1111100,19775096,"State Capitol",0,,5220010,94697
522,Express_Weekday_1_2310-VMTM_1111100,19775097,"State Capitol",0,,5220010,94696
521,Express_Weekday_1_2310-VMTM_1111100,19775098,"State Capitol",0,,5210010,94705
521,Express_Weekday_1_2310-VMTM_1111100,19775099,"Tempe Library PNR",1,,5210012,94694
521,Express_Weekday_1_2310-VMTM_1111100,19775100,"Tempe Library PNR",1,,5210012,94708
521,Express_Weekday_1_2310-VMTM_1111100,19775101,"State Capitol",0,,5210010,94557
521,Express_Weekday_1_2310-VMTM_1111100,19775102,"Tempe Library PNR",1,,5210012,94693
521,Express_Weekday_1_2310-VMTM_1111100,19775103,"State Capitol",0,,5210010,94706
521,Express_Weekday_1_2310-VMTM_1111100,19775104,"Tempe Library PNR",1,,5210012,94707
521,Express_Weekday_1_2310-VMTM_1111100,19775105,"State Capitol",0,,5210010,94556
515,Express_Weekday_1_2310-VMTM_1111100,19775106,"Gilbert McDowell PNR",0,,5150007,94702
515,Express_Weekday_1_2310-VMTM_1111100,19775107,"Fountain Hills PNR",1,,5150008,94703
515,Express_Weekday_1_2310-VMTM_1111100,19775108,"Fountain Hills PNR",1,,5150008,94704
515,Express_Weekday_1_2310-VMTM_1111100,19775109,"Gilbert McDowell PNR",0,,5150007,94701
514,Express_Weekday_1_2310-VMTM_1111100,19775110,"State Capitol",0,,5140018,22876
514,Express_Weekday_1_2310-VMTM_1111100,19775111,"Mustang TC",1,,5140020,22879
571,Express_Weekday_1_2310-VMW_1111100,19491220,"Surprise PNR",1,,5710017,31901
571,Express_Weekday_1_2310-VMW_1111100,19491221,"Surprise PNR",1,,5710017,31900
573,Express_Weekday_1_2310-VMW_1111100,19491222,"State Capitol",0,,5730024,31904
573,Express_Weekday_1_2310-VMW_1111100,19491223,"State Capitol",0,,5730024,31903
573,Express_Weekday_1_2310-VMW_1111100,19491224,"Glendale PNR",1,,5730025,31908
573,Express_Weekday_1_2310-VMW_1111100,19491225,"Glendale PNR",1,,5730025,31907
575,Express_Weekday_1_2310-VMW_1111100,19491226,"State Capitol",0,,5750013,31912
575,Express_Weekday_1_2310-VMW_1111100,19491227,"State Capitol",0,,5750013,31911
575,Express_Weekday_1_2310-VMW_1111100,19491228,"Arrowhead Ctr",1,,5750009,31914
575,Express_Weekday_1_2310-VMW_1111100,19491229,"Arrowhead Ctr",1,,5750009,31913
571,Express_Weekday_1_2310-VMW_1111100,19491230,"State Capitol",0,,5710018,31895
571,Express_Weekday_1_2310-VMW_1111100,19491231,"State Capitol",0,,5710018,31894
562,Express_Weekday_1_2310-VMW_1111100,19491232,"State Capitol",0,,5620011,31878
562,Express_Weekday_1_2310-VMW_1111100,19491233,"Goodyear PNR",1,,5620018,31882
562,Express_Weekday_1_2310-VMW_1111100,19491234,"Goodyear PNR",1,,5620018,31883
562,Express_Weekday_1_2310-VMW_1111100,19491235,"State Capitol",0,,5620011,31879
563,Express_Weekday_1_2310-VMW_1111100,19491236,"State Capitol",0,,5630016,31886
563,Express_Weekday_1_2310-VMW_1111100,19491237,"State Capitol",0,,5630016,31887
563,Express_Weekday_1_2310-VMW_1111100,19491238,"State Capitol",0,,5630017,31888
563,Express_Weekday_1_2310-VMW_1111100,19491239,"Buckeye PNR",1,,5630029,31890
563,Express_Weekday_1_2310-VMW_1111100,19491240,"Buckeye PNR",1,,5630029,31892
563,Express_Weekday_1_2310-VMW_1111100,19491241,"Avondale PNR",1,,5630030,31893
562,Express_Weekday_1_2310-VMW_1111100,19491242,"State Capitol",0,,5620011,31880
562,Express_Weekday_1_2310-VMW_1111100,19491243,"Goodyear PNR",1,,5620018,31885
563,Express_Weekday_1_2310-VMW_1111100,19491244,"State Capitol",0,,5630017,31889
563,Express_Weekday_1_2310-VMW_1111100,19491245,"Avondale PNR",1,,5630030,31891
571,Express_Weekday_1_2310-VMW_1111100,19491246,"State Capitol",0,,5710018,31897
571,Express_Weekday_1_2310-VMW_1111100,19491247,"Surprise PNR",1,,5710017,31899
573,Express_Weekday_1_2310-VMW_1111100,19491248,"State Capitol",0,,5730024,31902
573,Express_Weekday_1_2310-VMW_1111100,19491249,"Glendale PNR",1,,5730025,31909
575,Express_Weekday_1_2310-VMW_1111100,19491250,"State Capitol",0,,5750013,31910
575,Express_Weekday_1_2310-VMW_1111100,19491251,"Arrowhead Ctr",1,,5750009,31915
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002070,"Lot 59/Downtown Tempe",0,,FLSH0008,90254
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002071,"Lot 59/Downtown Tempe",0,,FLSH0008,90255
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002072,"Lot 59/Downtown Tempe",0,,FLSH0008,90256
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002073,"Lot 59/Downtown Tempe",0,,FLSH0008,90257
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002074,"Lot 59/Downtown Tempe",0,,FLSH0008,90258
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002075,"Lot 59/Downtown Tempe",0,,FLSH0008,90259
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002076,"Lot 59/Downtown Tempe",0,,FLSH0008,90260
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002077,"Lot 59/Downtown Tempe",0,,FLSH0008,90261
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002078,"Lot 59/Downtown Tempe",0,,FLSH0008,90262
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002079,"Lot 59/Downtown Tempe",0,,FLSH0008,90263
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002080,"Lot 59/Downtown Tempe",0,,FLSH0008,90264
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002081,"Lot 59/Downtown Tempe",0,,FLSH0008,90265
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002082,"Lot 59/Downtown Tempe",0,,FLSH0008,90266
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002083,"Lot 59/Downtown Tempe",0,,FLSH0008,90267
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002084,"Lot 59/Downtown Tempe",0,,FLSH0008,90268
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002085,"Lot 59/Downtown Tempe",0,,FLSH0008,90269
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002086,"Lot 59/Downtown Tempe",0,,FLSH0008,90270
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002087,"Lot 59/Downtown Tempe",0,,FLSH0008,90274
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002088,"Lot 59/Downtown Tempe",0,,FLSH0008,90271
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002089,"Lot 59/Downtown Tempe",0,,FLSH0008,90272
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002090,"Lot 59/Downtown Tempe",0,,FLSH0008,90273
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002091,"Lot 59/Downtown Tempe",0,,FLSH0008,90275
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002092,"Lot 59/Downtown Tempe",0,,FLSH0008,90276
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002093,"Lot 59/Downtown Tempe",0,,FLSH0008,90277
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002094,"Lot 59/Downtown Tempe",0,,FLSH0008,90278
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002095,"Lot 59/Downtown Tempe",0,,FLSH0008,90279
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002096,"Lot 59/Downtown Tempe",0,,FLSH0008,90280
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002097,"Lot 59/Downtown Tempe",0,,FLSH0008,90281
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002098,"Lot 59/Downtown Tempe",0,,FLSH0008,90282
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002099,"Lot 59/Downtown Tempe",0,,FLSH0008,90283
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002100,"Lot 59/Downtown Tempe",0,,FLSH0008,90284
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002101,"Lot 59/Downtown Tempe",0,,FLSH0008,90285
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002102,"Lot 59/Downtown Tempe",0,,FLSH0008,90286
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002103,"Lot 59/Downtown Tempe",0,,FLSH0008,90290
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002104,"Lot 59/Downtown Tempe",0,,FLSH0008,90287
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002105,"Lot 59/Downtown Tempe",0,,FLSH0008,90288
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002106,"Lot 59/Downtown Tempe",0,,FLSH0008,90289
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002107,"Lot 59/Downtown Tempe",0,,FLSH0008,90291
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002108,"Lot 59/Downtown Tempe",0,,FLSH0008,90292
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002109,"Lot 59/Downtown Tempe",0,,FLSH0008,90293
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002110,"Lot 59/Downtown Tempe",0,,FLSH0008,90294
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002111,"Lot 59/Downtown Tempe",0,,FLSH0008,90295
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002112,"Lot 59/Downtown Tempe",0,,FLSH0008,90296
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002113,"Lot 59/Downtown Tempe",0,,FLSH0008,90297
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002114,"Spence Av/Rural Rd",1,,FLSH0007,90298
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002115,"Spence Av/Rural Rd",1,,FLSH0007,90299
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002116,"Spence Av/Rural Rd",1,,FLSH0007,90300
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002117,"Spence Av/Rural Rd",1,,FLSH0007,90301
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002118,"Spence Av/Rural Rd",1,,FLSH0007,90304
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002119,"Spence Av/Rural Rd",1,,FLSH0007,90302
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002120,"Spence Av/Rural Rd",1,,FLSH0007,90306
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002121,"Spence Av/Rural Rd",1,,FLSH0007,90303
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002122,"Spence Av/Rural Rd",1,,FLSH0007,90305
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002123,"Spence Av/Rural Rd",1,,FLSH0007,90307
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002124,"Spence Av/Rural Rd",1,,FLSH0007,90311
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002125,"Spence Av/Rural Rd",1,,FLSH0007,90308
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002126,"Spence Av/Rural Rd",1,,FLSH0007,90309
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002127,"Spence Av/Rural Rd",1,,FLSH0007,90310
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002128,"Spence Av/Rural Rd",1,,FLSH0007,90312
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002129,"Spence Av/Rural Rd",1,,FLSH0007,90313
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002130,"Spence Av/Rural Rd",1,,FLSH0007,90314
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002131,"Spence Av/Rural Rd",1,,FLSH0007,90315
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002132,"Spence Av/Rural Rd",1,,FLSH0007,90316
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002133,"Spence Av/Rural Rd",1,,FLSH0007,90317
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002134,"Spence Av/Rural Rd",1,,FLSH0007,90318
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002135,"Spence Av/Rural Rd",1,,FLSH0007,90319
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002136,"Spence Av/Rural Rd",1,,FLSH0007,90320
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002137,"Spence Av/Rural Rd",1,,FLSH0007,90321
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002138,"Spence Av/Rural Rd",1,,FLSH0007,90322
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002139,"Spence Av/Rural Rd",1,,FLSH0007,90323
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002140,"Spence Av/Rural Rd",1,,FLSH0007,90327
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002141,"Spence Av/Rural Rd",1,,FLSH0007,90324
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002142,"Spence Av/Rural Rd",1,,FLSH0007,90325
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002143,"Spence Av/Rural Rd",1,,FLSH0007,90326
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002144,"Spence Av/Rural Rd",1,,FLSH0007,90328
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002145,"Spence Av/Rural Rd",1,,FLSH0007,90329
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002146,"Spence Av/Rural Rd",1,,FLSH0007,90330
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002147,"Spence Av/Rural Rd",1,,FLSH0007,90331
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002148,"Spence Av/Rural Rd",1,,FLSH0007,90332
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002149,"Spence Av/Rural Rd",1,,FLSH0007,90333
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002150,"Spence Av/Rural Rd",1,,FLSH0007,90334
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002151,"Spence Av/Rural Rd",1,,FLSH0007,90335
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002152,"Spence Av/Rural Rd",1,,FLSH0007,90336
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002153,"Spence Av/Rural Rd",1,,FLSH0007,90337
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002154,"Spence Av/Rural Rd",1,,FLSH0007,90338
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002155,"Spence Av/Rural Rd",1,,FLSH0007,90339
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002156,"Spence Av/Rural Rd",1,,FLSH0007,90341
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002157,"Spence Av/Rural Rd",1,,FLSH0007,90340
FLSH,FLASH-C_Weekday_1_2307-VMTM_1111100,19002158,"Spence Av/Rural Rd",1,,FLSH0007,90342
FLSH,FLASH-C_Weekday_1_2310-VMTM_1111100,19406303,"Lot 59/Downtown Tempe",0,,FLSH0008,90254
FLSH,FLASH-C_Weekday_1_2310-VMTM_1111100,19406304,"Lot 59/Downtown Tempe",0,,FLSH0008,90255
FLSH,FLASH-C_Weekday_1_2310-VMTM_1111100,19406305,"Lot 59/Downtown Tempe",0,,FLSH0008,90256
FLSH,FLASH-C_Weekday_1_2310-VMTM_1111100,19406306,"Lot 59/Downtown Tempe",0,,FLSH0008,90257
FLSH,FLASH-C_Weekday_1_2310-VMTM_1111100,19406307,"Lot 59/Downtown Tempe",0,,FLSH0008,90258
FLSH,FLASH-C_Weekday_1_2310-VMTM_1111100,19406308,"Lot 59/Downtown Tempe",0,,FLSH0008,90259
FLSH,FLASH-C_Weekday_1_2310-VMTM_1111100,19406309,"Lot 59/Downtown Tempe",0,,FLSH0008,90260
FLSH,FLASH-C_Weekday_1_2310-VMTM_1111100,19406310,"Lot 59/Downtown Tempe",0,,FLSH0008,90261
