name,node_id,x_coord,y_coord,node_type,geometry,agency_name,route_id,route_type,terminal_flag,physical_node_id,ctrl_type,agent_type,zone_id,directed_route_id,directed_service_id
RAIL.1.9502:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500045,-111.822235,33.414966,tram_service_node,POINT (-111.822235 33.414966),Valley Metro,RAIL,0,0,1000042,,,,RAIL.1,RAIL.1:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.1.9040:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500046,-112.073873,33.495649,tram_service_node,POINT (-112.073873 33.495649),Valley Metro,RAIL,0,0,1000043,,,,RAIL.1,RAIL.1:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.1.9035:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500047,-112.073868,33.501298,tram_service_node,POINT (-112.073868 33.501298),Valley Metro,RAIL,0,0,1000044,,,,RAIL.1,RAIL.1:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.1.9037:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500048,-112.075495,33.508666,tram_service_node,POINT (-112.075495 33.508666),Valley Metro,RAIL,0,0,1000045,,,,RAIL.1,RAIL.1:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.1.9034:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500049,-112.08343500000001,33.509187999999995,tram_service_node,POINT (-112.08343500000001 33.509187999999995),Valley Metro,RAIL,0,0,1000046,,,,RAIL.1,RAIL.1:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.1.9029:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500050,-112.098924,33.509437,tram_service_node,POINT (-112.098924 33.509437),Valley Metro,RAIL,0,0,1000047,,,,RAIL.1,RAIL.1:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.1.9044:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500051,-112.099822,33.520484999999994,tram_service_node,POINT (-112.099822 33.520484999999994),Valley Metro,RAIL,0,0,1000048,,,,RAIL.1,RAIL.1:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.1.6655:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500052,-112.09976300000001,33.537347999999994,tram_service_node,POINT (-112.09976300000001 33.537347999999994),Valley Metro,RAIL,0,0,1000049,,,,RAIL.1,RAIL.1:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.1.6657:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500053,-112.099712,33.55217,tram_service_node,POINT (-112.099712 33.55217),Valley Metro,RAIL,0,0,1000050,,,,RAIL.1,RAIL.1:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.1.6659:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500054,-112.100948,33.567283999999994,tram_service_node,POINT (-112.100948 33.567283999999994),Valley Metro,RAIL,0,0,1000051,,,,RAIL.1,RAIL.1:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.1.9498:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500055,-111.830755,33.415009999999995,tram_service_node,POINT (-111.830755 33.415009999999995),Valley Metro,RAIL,0,0,1000052,,,,RAIL.1,RAIL.1:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.1.9347:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500056,-111.839174,33.41502,tram_service_node,POINT (-111.839174 33.41502),Valley Metro,RAIL,0,0,1000053,,,,RAIL.1,RAIL.1:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.1.9125:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500057,-111.855664,33.41484,tram_service_node,POINT (-111.855664 33.41484),Valley Metro,RAIL,0,0,1000054,,,,RAIL.1,RAIL.1:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.1.9050:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500058,-111.871007,33.414755,tram_service_node,POINT (-111.871007 33.414755),Valley Metro,RAIL,0,0,1000055,,,,RAIL.1,RAIL.1:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.1.9046:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500059,-111.888214,33.414721,tram_service_node,POINT (-111.888214 33.414721),Valley Metro,RAIL,0,0,1000056,,,,RAIL.1,RAIL.1:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.1.9049:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500060,-111.90089900000001,33.414688999999996,tram_service_node,POINT (-111.90089900000001 33.414688999999996),Valley Metro,RAIL,0,1,1000057,,,,RAIL.1,RAIL.1:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.1.9763:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500061,-111.790841,33.415231,tram_service_node,POINT (-111.790841 33.415231),Valley Metro,RAIL,0,1,1000058,,,,RAIL.1,RAIL.1:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.1.6660:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500062,-112.100948,33.567283999999994,tram_service_node,POINT (-112.100948 33.567283999999994),Valley Metro,RAIL,0,0,1000059,,,,RAIL.1,RAIL.1:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.6660:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500063,-112.100948,33.567283999999994,tram_service_node,POINT (-112.100948 33.567283999999994),Valley Metro,RAIL,0,1,1000059,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.9018:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500064,-112.07389400000001,33.48676,tram_service_node,POINT (-112.07389400000001 33.48676),Valley Metro,RAIL,0,0,1000060,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.9024:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500065,-112.07386100000001,33.481133,tram_service_node,POINT (-112.07386100000001 33.481133),Valley Metro,RAIL,0,0,1000061,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.9011:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500066,-112.073899,33.473555,tram_service_node,POINT (-112.073899 33.473555),Valley Metro,RAIL,0,0,1000062,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.9015:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500067,-112.07391100000001,33.464603,tram_service_node,POINT (-112.07391100000001 33.464603),Valley Metro,RAIL,0,0,1000063,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.9021:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500068,-112.074111,33.45929099999999,tram_service_node,POINT (-112.074111 33.45929099999999),Valley Metro,RAIL,0,0,1000064,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.9026:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500069,-112.07513800000001,33.451761,tram_service_node,POINT (-112.07513800000001 33.451761),Valley Metro,RAIL,0,0,1000065,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.9013:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500070,-112.075334,33.447722999999996,tram_service_node,POINT (-112.075334 33.447722999999996),Valley Metro,RAIL,0,0,1000066,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.9004:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500071,-112.06939700000001,33.446174,tram_service_node,POINT (-112.06939700000001 33.446174),Valley Metro,RAIL,0,0,1000067,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.9000:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500072,-112.055764,33.447098999999994,tram_service_node,POINT (-112.055764 33.447098999999994),Valley Metro,RAIL,0,0,1000068,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.9002:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500073,-112.029362,33.447129,tram_service_node,POINT (-112.029362 33.447129),Valley Metro,RAIL,0,0,1000069,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.6658:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500074,-112.099712,33.55217,tram_service_node,POINT (-112.099712 33.55217),Valley Metro,RAIL,0,0,1000070,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.9003:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500075,-111.99997900000001,33.448001999999995,tram_service_node,POINT (-111.99997900000001 33.448001999999995),Valley Metro,RAIL,0,0,1000071,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.9005:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500076,-111.98808,33.448068,tram_service_node,POINT (-111.98808 33.448068),Valley Metro,RAIL,0,0,1000072,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.9765:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500077,-111.975331,33.446845999999994,tram_service_node,POINT (-111.975331 33.446845999999994),Valley Metro,RAIL,0,0,1000073,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.9020:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500078,-111.956207,33.441908,tram_service_node,POINT (-111.956207 33.441908),Valley Metro,RAIL,0,0,1000074,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.9008:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500079,-111.94670500000001,33.437946999999994,tram_service_node,POINT (-111.94670500000001 33.437946999999994),Valley Metro,RAIL,0,0,1000075,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.9016:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500080,-111.940797,33.427352,tram_service_node,POINT (-111.940797 33.427352),Valley Metro,RAIL,0,0,1000076,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.9027:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500081,-111.93606100000001,33.425968999999995,tram_service_node,POINT (-111.93606100000001 33.425968999999995),Valley Metro,RAIL,0,0,1000077,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.9025:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500082,-111.92707,33.420632,tram_service_node,POINT (-111.92707 33.420632),Valley Metro,RAIL,0,0,1000078,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.9010:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500083,-111.916999,33.414676,tram_service_node,POINT (-111.916999 33.414676),Valley Metro,RAIL,0,0,1000079,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.9014:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500084,-111.90836900000001,33.41464,tram_service_node,POINT (-111.90836900000001 33.41464),Valley Metro,RAIL,0,0,1000080,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.6656:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500085,-112.09976300000001,33.537347999999994,tram_service_node,POINT (-112.09976300000001 33.537347999999994),Valley Metro,RAIL,0,0,1000081,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.9022:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500086,-111.90089900000001,33.414688999999996,tram_service_node,POINT (-111.90089900000001 33.414688999999996),Valley Metro,RAIL,0,0,1000082,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.9019:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500087,-111.888214,33.414721,tram_service_node,POINT (-111.888214 33.414721),Valley Metro,RAIL,0,0,1000083,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.9023:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500088,-111.871007,33.414755,tram_service_node,POINT (-111.871007 33.414755),Valley Metro,RAIL,0,0,1000084,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.9126:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500089,-111.855664,33.41484,tram_service_node,POINT (-111.855664 33.41484),Valley Metro,RAIL,0,0,1000085,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.9353:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500090,-111.839174,33.41502,tram_service_node,POINT (-111.839174 33.41502),Valley Metro,RAIL,0,0,1000086,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.9499:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500091,-111.830755,33.415009999999995,tram_service_node,POINT (-111.830755 33.415009999999995),Valley Metro,RAIL,0,0,1000087,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.9508:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500092,-111.822235,33.414966,tram_service_node,POINT (-111.822235 33.414966),Valley Metro,RAIL,0,0,1000088,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.8328:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500093,-111.803199,33.415124999999996,tram_service_node,POINT (-111.803199 33.415124999999996),Valley Metro,RAIL,0,0,1000089,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.9762:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500094,-111.790841,33.415231,tram_service_node,POINT (-111.790841 33.415231),Valley Metro,RAIL,0,0,1000020,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.9017:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500095,-112.099822,33.520484999999994,tram_service_node,POINT (-112.099822 33.520484999999994),Valley Metro,RAIL,0,0,1000090,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.9001:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500096,-112.098923,33.509437,tram_service_node,POINT (-112.098923 33.509437),Valley Metro,RAIL,0,0,1000091,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.9006:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500097,-112.08343500000001,33.509187999999995,tram_service_node,POINT (-112.08343500000001 33.509187999999995),Valley Metro,RAIL,0,0,1000092,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.9009:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500098,-112.075292,33.508449999999996,tram_service_node,POINT (-112.075292 33.508449999999996),Valley Metro,RAIL,0,0,1000093,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.9007:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500099,-112.073868,33.501298,tram_service_node,POINT (-112.073868 33.501298),Valley Metro,RAIL,0,0,1000094,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.9012:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500100,-112.073873,33.495649,tram_service_node,POINT (-112.073873 33.495649),Valley Metro,RAIL,0,1,1000095,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.6659:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500101,-112.100948,33.567283999999994,tram_service_node,POINT (-112.100948 33.567283999999994),Valley Metro,RAIL,0,1,1000051,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
RAIL.2.9763:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9,1500102,-111.790841,33.415231,tram_service_node,POINT (-111.790841 33.415231),Valley Metro,RAIL,0,0,1000058,,,,RAIL.2,RAIL.2:1;10;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;4;5;6;7;8;9
