route_key,mode,o_zone_id,d_zone_id,o_x_coord,o_y_coord,d_x_coord,d_y_coord,total_distance_mile,total_distance_km,straight_line_distance_mile,straight_line_distance_km,distance_ratio,total_free_flow_travel_time,total_congestion_travel_time,volume,WKT_geometry
1_2_transit,transit,1,2,-122.272,37.8035,-122.42,37.7652,9.27491,14.9233,8.51251,13.6966,1.08956,19.8564,21.6631,10,"LINESTRING(-122.271589 37.803471,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.419755 37.765176)"
1_3_transit,transit,1,3,-122.272,37.8035,-122.269,37.8081,0.371284,0.597396,0.353597,0.568938,1.05002,1.85128,1.8513,4,"LINESTRING(-122.271589 37.803471,-122.271689 37.803371,-122.268822 37.807960,-122.268722 37.808060)"
1_4_transit,transit,1,4,-122.272,37.8035,-122.419,37.7524,10.1589,16.3457,8.76501,14.1029,1.15903,21.8574,23.6649,12,"LINESTRING(-122.271589 37.803471,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.418518 37.752422)"
1_6_transit,transit,1,6,-122.272,37.8035,-122.27,37.8531,3.49023,5.61578,3.4284,5.51629,1.01803,9.85318,9.85349,5,"LINESTRING(-122.271589 37.803471,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.269850 37.852969,-122.269750 37.853069)"
1_7_transit,transit,1,7,-122.272,37.8035,-122.448,37.7218,12.819,20.6257,11.1451,17.9325,1.15018,26.8595,28.6677,4,"LINESTRING(-122.271589 37.803471,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.433657 37.733169,-122.447610 37.721658,-122.447510 37.721758)"
1_8_transit,transit,1,8,-122.272,37.8035,-122.126,37.6969,10.8861,17.5158,10.8199,17.4092,1.00612,19.8555,19.8718,3,"LINESTRING(-122.271589 37.803471,-122.271689 37.803371,-122.265332 37.797257,-122.224167 37.774773,-122.196798 37.753504,-122.160813 37.721706,-122.126531 37.696838,-122.126431 37.696938)"
1_9_transit,transit,1,9,-122.272,37.8035,-121.875,37.3685,37.8501,60.9009,37.0887,59.6757,1.02053,57.8633,57.8901,1,"LINESTRING(-122.271589 37.803471,-122.271689 37.803371,-122.265332 37.797257,-122.224167 37.774773,-122.196798 37.753504,-122.160813 37.721706,-122.126531 37.696838,-122.087041 37.669631,-122.057258 37.634263,-122.017330 37.590665,-121.976705 37.557413,-121.939458 37.502207,-121.890903 37.409736,-121.874761 37.368395,-121.874661 37.368495)"
1_11_transit,transit,1,11,-122.272,37.8035,-122.414,37.7794,8.23755,13.2542,7.94453,12.7827,1.03688,17.8553,19.6607,44,"LINESTRING(-122.271589 37.803471,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.413879 37.779450)"
1_13_transit,transit,1,13,-122.272,37.8035,-122.197,37.7536,5.39415,8.67919,5.34776,8.60455,1.00867,10.8534,10.866,6,"LINESTRING(-122.271589 37.803471,-122.271689 37.803371,-122.265332 37.797257,-122.224167 37.774773,-122.196798 37.753504,-122.196698 37.753604)"
1_14_transit,transit,1,14,-122.272,37.8035,-122.029,37.9738,19.3338,31.1081,17.6993,28.4781,1.09235,31.8579,31.858,2,"LINESTRING(-122.271589 37.803471,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.251371 37.844695,-122.183817 37.878403,-122.124744 37.893120,-122.067479 37.905712,-122.056115 37.928363,-122.029226 37.973673,-122.029126 37.973773)"
1_15_transit,transit,1,15,-122.272,37.8035,-122.469,37.7063,14.4065,23.18,12.703,20.4391,1.1341,30.8605,32.6689,4,"LINESTRING(-122.271589 37.803471,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.433657 37.733169,-122.447610 37.721658,-122.469094 37.706204,-122.468994 37.706304)"
1_16_transit,transit,1,16,-122.272,37.8035,-122.268,37.8701,4.67191,7.5171,4.60883,7.41561,1.01369,11.8541,11.8545,17,"LINESTRING(-122.271589 37.803471,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.269850 37.852969,-122.268178 37.870017,-122.268078 37.870117)"
1_17_transit,transit,1,17,-122.272,37.8035,-122.317,37.9252,9.54557,15.3588,8.76623,14.1049,1.0889,19.857,19.8574,8,"LINESTRING(-122.271589 37.803471,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.269850 37.852969,-122.268178 37.870017,-122.283608 37.873932,-122.298995 37.902533,-122.316968 37.925105,-122.316868 37.925205)"
1_19_transit,transit,1,19,-122.272,37.8035,-122.397,37.7928,6.93693,11.1615,6.891,11.0876,1.00667,12.8523,14.5776,79,"LINESTRING(-122.271589 37.803471,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.397080 37.792789)"
1_20_transit,transit,1,20,-122.272,37.8035,-121.977,37.5575,23.6084,37.9859,23.4308,37.7001,1.00758,37.8598,37.8865,3,"LINESTRING(-122.271589 37.803471,-122.271689 37.803371,-122.265332 37.797257,-122.224167 37.774773,-122.196798 37.753504,-122.160813 37.721706,-122.126531 37.696838,-122.087041 37.669631,-122.057258 37.634263,-122.017330 37.590665,-121.976705 37.557413,-121.976605 37.557513)"
1_21_transit,transit,1,21,-122.272,37.8035,-122.224,37.7749,3.29743,5.30556,3.26154,5.24781,1.011,7.85235,7.86166,1,"LINESTRING(-122.271589 37.803471,-122.271689 37.803371,-122.265332 37.797257,-122.224167 37.774773,-122.224067 37.774873)"
1_22_transit,transit,1,22,-122.272,37.8035,-122.434,37.7333,11.7169,18.8525,10.089,16.2331,1.16136,24.8584,26.6665,8,"LINESTRING(-122.271589 37.803471,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.433657 37.733169,-122.433557 37.733269)"
1_23_transit,transit,1,23,-122.272,37.8035,-122.087,37.6697,13.7497,22.1232,13.6817,22.0138,1.00497,23.8566,23.876,3,"LINESTRING(-122.271589 37.803471,-122.271689 37.803371,-122.265332 37.797257,-122.224167 37.774773,-122.196798 37.753504,-122.160813 37.721706,-122.126531 37.696838,-122.087041 37.669631,-122.086941 37.669731)"
1_24_transit,transit,1,24,-122.272,37.8035,-122.125,37.8932,10.9513,17.6207,10.1356,16.3081,1.08048,18.8551,18.8551,2,"LINESTRING(-122.271589 37.803471,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.251371 37.844695,-122.183817 37.878403,-122.124744 37.893120,-122.124644 37.893220)"
1_26_transit,transit,1,26,-122.272,37.8035,-122.267,37.8288,1.80808,2.90919,1.76764,2.84413,1.02288,5.85223,5.85227,8,"LINESTRING(-122.271589 37.803471,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.267163 37.828814)"
1_27_transit,transit,1,27,-122.272,37.8035,-122.387,37.6002,23.2856,37.4665,15.3933,24.7679,1.5127,50.8657,59.146,2,"LINESTRING(-122.271589 37.803471,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.433657 37.733169,-122.447610 37.721658,-122.469094 37.706204,-122.466267 37.684542,-122.444354 37.664337,-122.416484 37.637620,-122.391995 37.615923,-122.386940 37.600099,-122.386840 37.600199)"
1_28_transit,transit,1,28,-122.272,37.8035,-121.891,37.4098,34.8588,56.0878,34.266,55.1341,1.0173,52.8622,52.8891,2,"LINESTRING(-122.271589 37.803471,-122.271689 37.803371,-122.265332 37.797257,-122.224167 37.774773,-122.196798 37.753504,-122.160813 37.721706,-122.126531 37.696838,-122.087041 37.669631,-122.057258 37.634263,-122.017330 37.590665,-121.976705 37.557413,-121.939458 37.502207,-121.890903 37.409736,-121.890803 37.409836)"
1_29_transit,transit,1,29,-122.272,37.8035,-122.402,37.7892,7.28785,11.7262,7.16861,11.5343,1.01663,13.8533,15.6276,58,"LINESTRING(-122.271589 37.803471,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.401642 37.789213)"
1_30_transit,transit,1,30,-122.272,37.8035,-122.284,37.874,5.55607,8.93972,4.91854,7.91393,1.12962,13.8551,13.8555,4,"LINESTRING(-122.271589 37.803471,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.269850 37.852969,-122.268178 37.870017,-122.283608 37.873932,-122.283508 37.874032)"
1_31_transit,transit,1,31,-122.272,37.8035,-122.025,38.0034,21.3968,34.4274,19.2928,31.0422,1.10905,34.8588,34.8589,2,"LINESTRING(-122.271589 37.803471,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.251371 37.844695,-122.183817 37.878403,-122.124744 37.893120,-122.067479 37.905712,-122.056115 37.928363,-122.029226 37.973673,-122.024661 38.003307,-122.024561 38.003407)"
1_33_transit,transit,1,33,-122.272,37.8035,-122.184,37.8785,7.5726,12.1843,7.06158,11.3621,1.07237,13.8541,13.8542,3,"LINESTRING(-122.271589 37.803471,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.251371 37.844695,-122.183817 37.878403,-122.183717 37.878503)"
1_35_transit,transit,1,35,-122.272,37.8035,-122.056,37.9285,15.8766,25.5455,14.5895,23.4744,1.08823,25.857,25.8571,5,"LINESTRING(-122.271589 37.803471,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.251371 37.844695,-122.183817 37.878403,-122.124744 37.893120,-122.067479 37.905712,-122.056115 37.928363,-122.056015 37.928463)"
1_37_transit,transit,1,37,-122.272,37.8035,-122.299,37.9026,7.70341,12.3948,7.01159,11.2816,1.09867,16.8561,16.8564,3,"LINESTRING(-122.271589 37.803471,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.269850 37.852969,-122.268178 37.870017,-122.283608 37.873932,-122.298995 37.902533,-122.298895 37.902633)"
1_38_transit,transit,1,38,-122.272,37.8035,-122.407,37.7846,7.73295,12.4423,7.52773,12.1121,1.02726,15.8543,17.6513,46,"LINESTRING(-122.271589 37.803471,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.407387 37.784645)"
1_39_transit,transit,1,39,-122.272,37.8035,-122.353,37.9368,11.6719,18.7802,10.2264,16.4542,1.14136,24.858,24.8584,2,"LINESTRING(-122.271589 37.803471,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.269850 37.852969,-122.268178 37.870017,-122.283608 37.873932,-122.298995 37.902533,-122.316968 37.925105,-122.353104 37.936695,-122.353004 37.936795)"
1_40_transit,transit,1,40,-122.272,37.8035,-122.251,37.8448,3.21238,5.16871,3.06302,4.9284,1.04876,8.8532,8.85323,3,"LINESTRING(-122.271589 37.803471,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.251371 37.844695,-122.251271 37.844795)"
1_41_transit,transit,1,41,-122.272,37.8035,-122.161,37.7218,8.34318,13.4242,8.27755,13.3186,1.00793,15.8545,15.8689,7,"LINESTRING(-122.271589 37.803471,-122.271689 37.803371,-122.265332 37.797257,-122.224167 37.774773,-122.196798 37.753504,-122.160813 37.721706,-122.160713 37.721806)"
1_43_transit,transit,1,43,-122.272,37.8035,-122.392,37.616,22.1575,35.6515,14.5254,23.3714,1.52543,46.8647,48.6732,11,"LINESTRING(-122.271589 37.803471,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.433657 37.733169,-122.447610 37.721658,-122.469094 37.706204,-122.466267 37.684542,-122.444354 37.664337,-122.416484 37.637620,-122.391995 37.615923,-122.391895 37.616023)"
1_44_transit,transit,1,44,-122.272,37.8035,-122.057,37.6344,16.6873,26.8499,16.5492,26.6276,1.00835,27.8577,27.88,3,"LINESTRING(-122.271589 37.803471,-122.271689 37.803371,-122.265332 37.797257,-122.224167 37.774773,-122.196798 37.753504,-122.160813 37.721706,-122.126531 37.696838,-122.087041 37.669631,-122.057258 37.634263,-122.057158 37.634363)"
1_45_transit,transit,1,45,-122.272,37.8035,-122.444,37.6644,17.7517,28.5624,13.4649,21.6651,1.31836,38.8626,40.6711,2,"LINESTRING(-122.271589 37.803471,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.433657 37.733169,-122.447610 37.721658,-122.469094 37.706204,-122.466267 37.684542,-122.444354 37.664337,-122.444254 37.664437)"
1_46_transit,transit,1,46,-122.272,37.8035,-122.017,37.5908,20.4097,32.8392,20.2329,32.5548,1.00874,32.8588,32.8843,1,"LINESTRING(-122.271589 37.803471,-122.271689 37.803371,-122.265332 37.797257,-122.224167 37.774773,-122.196798 37.753504,-122.160813 37.721706,-122.126531 37.696838,-122.087041 37.669631,-122.057258 37.634263,-122.017330 37.590665,-122.017230 37.590765)"
1_47_transit,transit,1,47,-122.272,37.8035,-121.939,37.5023,27.9354,44.948,27.6279,44.4533,1.01113,43.861,43.8878,1,"LINESTRING(-122.271589 37.803471,-122.271689 37.803371,-122.265332 37.797257,-122.224167 37.774773,-122.196798 37.753504,-122.160813 37.721706,-122.126531 37.696838,-122.087041 37.669631,-122.057258 37.634263,-122.017330 37.590665,-121.976705 37.557413,-121.939458 37.502207,-121.939358 37.502307)"
1_48_transit,transit,1,48,-122.272,37.8035,-122.067,37.9058,14.1931,22.8367,13.1952,21.2311,1.07562,23.8561,23.8562,5,"LINESTRING(-122.271589 37.803471,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.251371 37.844695,-122.183817 37.878403,-122.124744 37.893120,-122.067479 37.905712,-122.067379 37.905812)"
1_50_transit,transit,1,50,-122.272,37.8035,-122.295,37.8049,1.3077,2.10409,1.28982,2.07532,1.01386,5.85129,6.32749,5,"LINESTRING(-122.271589 37.803471,-122.271689 37.803371,-122.295244 37.804823,-122.295144 37.804923)"
2_1_transit,transit,2,1,-122.42,37.7652,-122.272,37.8035,9.27491,14.9233,8.51251,13.6966,1.08956,18.8564,19.1497,5,"LINESTRING(-122.419755 37.765176,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.271589 37.803471)"
2_3_transit,transit,2,3,-122.42,37.7652,-122.269,37.8081,9.62858,15.4924,8.76327,14.1001,1.09874,19.8574,20.1522,10,"LINESTRING(-122.419755 37.765176,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.268822 37.807960,-122.268722 37.808060)"
2_4_transit,transit,2,4,-122.42,37.7652,-122.419,37.7524,0.901611,1.45069,0.883813,1.42206,1.02014,2.85149,2.85224,3,"LINESTRING(-122.419755 37.765176,-122.419855 37.765076,-122.418618 37.752322,-122.418518 37.752422)"
2_6_transit,transit,2,6,-122.42,37.7652,-122.27,37.8531,12.7475,20.5108,10.1947,16.4033,1.25041,27.8593,28.1583,1,"LINESTRING(-122.419755 37.765176,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.269850 37.852969,-122.269750 37.853069)"
2_7_transit,transit,2,7,-122.42,37.7652,-122.448,37.7218,3.56167,5.73073,3.36142,5.40853,1.05957,7.85356,7.85501,14,"LINESTRING(-122.419755 37.765176,-122.419855 37.765076,-122.418618 37.752322,-122.433657 37.733169,-122.447610 37.721658,-122.447510 37.721758)"
2_9_transit,transit,2,9,-122.42,37.7652,-121.875,37.3685,46.9855,75.5997,40.5267,65.2074,1.15937,73.8683,73.9537,1,"LINESTRING(-122.419755 37.765176,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.265332 37.797257,-122.224167 37.774773,-122.196798 37.753504,-122.160813 37.721706,-122.126531 37.696838,-122.087041 37.669631,-122.057258 37.634263,-122.017330 37.590665,-121.976705 37.557413,-121.939458 37.502207,-121.890903 37.409736,-121.874761 37.368395,-121.874661 37.368495)"
2_11_transit,transit,2,11,-122.42,37.7652,-122.414,37.7794,1.05498,1.69746,1.03715,1.66877,1.01719,2.85143,2.90468,7,"LINESTRING(-122.419755 37.765176,-122.419855 37.765076,-122.413979 37.779350,-122.413879 37.779450)"
2_12_transit,transit,2,12,-122.42,37.7652,-122.466,37.6846,6.65415,10.7065,6.11525,9.83944,1.08812,16.8556,16.8573,4,"LINESTRING(-122.419755 37.765176,-122.419855 37.765076,-122.418618 37.752322,-122.433657 37.733169,-122.447610 37.721658,-122.469094 37.706204,-122.466267 37.684542,-122.466167 37.684642)"
2_13_transit,transit,2,13,-122.42,37.7652,-122.197,37.7536,14.5295,23.378,12.2107,19.647,1.1899,28.8585,28.9275,6,"LINESTRING(-122.419755 37.765176,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.265332 37.797257,-122.224167 37.774773,-122.196798 37.753504,-122.196698 37.753604)"
2_14_transit,transit,2,14,-122.42,37.7652,-122.029,37.9738,28.5911,46.003,25.7233,41.3888,1.11149,49.864,49.8836,1,"LINESTRING(-122.419755 37.765176,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.251371 37.844695,-122.183817 37.878403,-122.124744 37.893120,-122.067479 37.905712,-122.056115 37.928363,-122.029226 37.973673,-122.029126 37.973773)"
2_15_transit,transit,2,15,-122.42,37.7652,-122.469,37.7063,5.14916,8.28501,4.87701,7.84711,1.0558,11.8546,11.8562,11,"LINESTRING(-122.419755 37.765176,-122.419855 37.765076,-122.418618 37.752322,-122.433657 37.733169,-122.447610 37.721658,-122.469094 37.706204,-122.468994 37.706304)"
2_16_transit,transit,2,16,-122.42,37.7652,-122.268,37.8701,13.9292,22.4121,11.0051,17.7073,1.2657,29.8602,30.1598,7,"LINESTRING(-122.419755 37.765176,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.269850 37.852969,-122.268178 37.870017,-122.268078 37.870117)"
2_17_transit,transit,2,17,-122.42,37.7652,-122.317,37.9252,18.8029,30.2538,12.4005,19.9524,1.5163,37.8631,38.1628,1,"LINESTRING(-122.419755 37.765176,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.269850 37.852969,-122.268178 37.870017,-122.283608 37.873932,-122.298995 37.902533,-122.316968 37.925105,-122.316868 37.925205)"
2_18_transit,transit,2,18,-122.42,37.7652,-121.899,37.7017,32.5069,52.3035,28.7792,46.3058,1.12953,53.8636,53.8817,4,"LINESTRING(-122.419755 37.765176,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.265332 37.797257,-122.224167 37.774773,-122.196798 37.753504,-122.160813 37.721706,-122.126531 37.696838,-122.075715 37.690676,-121.928401 37.699660,-121.899342 37.701592,-121.899242 37.701692)"
2_19_transit,transit,2,19,-122.42,37.7652,-122.397,37.7928,2.3556,3.79016,2.27452,3.6597,1.03565,7.8544,8.12398,51,"LINESTRING(-122.419755 37.765176,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.397080 37.792789)"
2_20_transit,transit,2,20,-122.42,37.7652,-121.977,37.5575,32.7438,52.6848,28.1675,45.3215,1.16247,54.8649,54.9497,1,"LINESTRING(-122.419755 37.765176,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.265332 37.797257,-122.224167 37.774773,-122.196798 37.753504,-122.160813 37.721706,-122.126531 37.696838,-122.087041 37.669631,-122.057258 37.634263,-122.017330 37.590665,-121.976705 37.557413,-121.976605 37.557513)"
2_21_transit,transit,2,21,-122.42,37.7652,-122.224,37.7749,12.4328,20.0044,10.7089,17.2306,1.16098,24.8574,24.925,3,"LINESTRING(-122.419755 37.765176,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.265332 37.797257,-122.224167 37.774773,-122.224067 37.774873)"
2_22_transit,transit,2,22,-122.42,37.7652,-122.434,37.7333,2.45964,3.95755,2.32997,3.74893,1.05565,5.85253,5.85379,10,"LINESTRING(-122.419755 37.765176,-122.419855 37.765076,-122.418618 37.752322,-122.433657 37.733169,-122.433557 37.733269)"
2_23_transit,transit,2,23,-122.42,37.7652,-122.087,37.6697,22.8851,36.8221,19.3488,31.1322,1.18276,40.8617,40.9395,2,"LINESTRING(-122.419755 37.765176,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.265332 37.797257,-122.224167 37.774773,-122.196798 37.753504,-122.160813 37.721706,-122.126531 37.696838,-122.087041 37.669631,-122.086941 37.669731)"
2_24_transit,transit,2,24,-122.42,37.7652,-122.125,37.8932,20.2086,32.5156,18.3752,29.5657,1.09977,37.8612,37.8657,1,"LINESTRING(-122.419755 37.765176,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.251371 37.844695,-122.183817 37.878403,-122.124744 37.893120,-122.124644 37.893220)"
2_26_transit,transit,2,26,-122.42,37.7652,-122.267,37.8288,11.0654,17.8042,9.42024,15.1572,1.17464,23.8583,24.1557,7,"LINESTRING(-122.419755 37.765176,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.267163 37.828814)"
2_27_transit,transit,2,27,-122.42,37.7652,-122.387,37.6002,14.0283,22.5715,11.5402,18.5681,1.21561,31.8598,31.8667,6,"LINESTRING(-122.419755 37.765176,-122.419855 37.765076,-122.418618 37.752322,-122.433657 37.733169,-122.447610 37.721658,-122.469094 37.706204,-122.466267 37.684542,-122.444354 37.664337,-122.416484 37.637620,-122.391995 37.615923,-122.386940 37.600099,-122.386840 37.600199)"
2_28_transit,transit,2,28,-122.42,37.7652,-121.891,37.4098,43.9942,70.7867,37.9675,61.0896,1.15873,69.8672,69.9526,1,"LINESTRING(-122.419755 37.765176,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.265332 37.797257,-122.224167 37.774773,-122.196798 37.753504,-122.160813 37.721706,-122.126531 37.696838,-122.087041 37.669631,-122.057258 37.634263,-122.017330 37.590665,-121.976705 37.557413,-121.939458 37.502207,-121.890903 37.409736,-121.890803 37.409836)"
2_29_transit,transit,2,29,-122.42,37.7652,-122.402,37.7892,2.00468,3.22552,1.93308,3.11032,1.03704,5.85341,6.10736,53,"LINESTRING(-122.419755 37.765176,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.401642 37.789213)"
2_31_transit,transit,2,31,-122.42,37.7652,-122.025,38.0034,30.6541,49.3224,27.118,43.6329,1.1304,53.8649,53.8845,1,"LINESTRING(-122.419755 37.765176,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.251371 37.844695,-122.183817 37.878403,-122.124744 37.893120,-122.067479 37.905712,-122.056115 37.928363,-122.029226 37.973673,-122.024661 38.003307,-122.024561 38.003407)"
2_33_transit,transit,2,33,-122.42,37.7652,-122.184,37.8785,16.8299,27.0793,15.0757,24.2568,1.11636,32.8602,32.8647,1,"LINESTRING(-122.419755 37.765176,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.251371 37.844695,-122.183817 37.878403,-122.183717 37.878503)"
2_38_transit,transit,2,38,-122.42,37.7652,-122.407,37.7846,1.55958,2.50937,1.50525,2.42195,1.03609,4.85242,4.91043,18,"LINESTRING(-122.419755 37.765176,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.407387 37.784645)"
2_39_transit,transit,2,39,-122.42,37.7652,-122.353,37.9368,20.9292,33.6751,12.4045,19.9588,1.68723,42.8641,43.1638,1,"LINESTRING(-122.419755 37.765176,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.269850 37.852969,-122.268178 37.870017,-122.283608 37.873932,-122.298995 37.902533,-122.316968 37.925105,-122.353104 37.936695,-122.353004 37.936795)"
2_40_transit,transit,2,40,-122.42,37.7652,-122.251,37.8448,12.4697,20.0637,10.7174,17.2443,1.1635,27.8593,27.8638,1,"LINESTRING(-122.419755 37.765176,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.251371 37.844695,-122.251271 37.844795)"
2_41_transit,transit,2,41,-122.42,37.7652,-122.161,37.7218,17.4786,28.123,14.467,23.2774,1.20817,32.8596,32.9308,1,"LINESTRING(-122.419755 37.765176,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.265332 37.797257,-122.224167 37.774773,-122.196798 37.753504,-122.160813 37.721706,-122.160713 37.721806)"
2_42_transit,transit,2,42,-122.42,37.7652,-122.416,37.6377,10.889,17.5205,8.80838,14.1727,1.23621,22.8577,22.8595,7,"LINESTRING(-122.419755 37.765176,-122.419855 37.765076,-122.418618 37.752322,-122.433657 37.733169,-122.447610 37.721658,-122.469094 37.706204,-122.466267 37.684542,-122.444354 37.664337,-122.416484 37.637620,-122.416384 37.637720)"
2_43_transit,transit,2,43,-122.42,37.7652,-122.392,37.616,12.9002,20.7565,10.4176,16.7619,1.23832,27.8588,27.8606,9,"LINESTRING(-122.419755 37.765176,-122.419855 37.765076,-122.418618 37.752322,-122.433657 37.733169,-122.447610 37.721658,-122.469094 37.706204,-122.466267 37.684542,-122.444354 37.664337,-122.416484 37.637620,-122.391995 37.615923,-122.391895 37.616023)"
