route_key,mode,o_zone_id,d_zone_id,o_x_coord,o_y_coord,d_x_coord,d_y_coord,total_distance_mile,total_distance_km,straight_line_distance_mile,straight_line_distance_km,distance_ratio,total_free_flow_travel_time,total_congestion_travel_time,volume,WKT_geometry
11_16_transit,transit,11,16,-122.414,37.7794,-122.268,37.8701,12.8918,20.743,10.1274,16.295,1.27297,27.8592,28.0598,7,"LINESTRING(-122.413879 37.779450,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.269850 37.852969,-122.268178 37.870017,-122.268078 37.870117)"
11_17_transit,transit,11,17,-122.414,37.7794,-122.317,37.9252,17.7655,28.5847,11.3768,18.3053,1.56155,35.8621,36.0628,4,"LINESTRING(-122.413879 37.779450,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.269850 37.852969,-122.268178 37.870017,-122.283608 37.873932,-122.298995 37.902533,-122.316968 37.925105,-122.316868 37.925205)"
11_18_transit,transit,11,18,-122.414,37.7794,-121.899,37.7017,31.4695,50.6344,28.6278,46.0622,1.09926,50.8626,50.8716,3,"LINESTRING(-122.413879 37.779450,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.265332 37.797257,-122.224167 37.774773,-122.196798 37.753504,-122.160813 37.721706,-122.126531 37.696838,-122.075715 37.690676,-121.928401 37.699660,-121.899342 37.701592,-121.899242 37.701692)"
11_19_transit,transit,11,19,-122.414,37.7794,-122.397,37.7928,1.31824,2.12104,1.30035,2.09226,1.01376,4.85337,4.86379,9,"LINESTRING(-122.413879 37.779450,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.397080 37.792789)"
11_20_transit,transit,11,20,-122.414,37.7794,-121.977,37.5575,31.7064,51.0157,28.4094,45.7107,1.11606,52.8639,52.8954,1,"LINESTRING(-122.413879 37.779450,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.265332 37.797257,-122.224167 37.774773,-122.196798 37.753504,-122.160813 37.721706,-122.126531 37.696838,-122.087041 37.669631,-122.057258 37.634263,-122.017330 37.590665,-121.976705 37.557413,-121.976605 37.557513)"
11_21_transit,transit,11,21,-122.414,37.7794,-122.224,37.7749,11.3955,18.3353,10.3708,16.6866,1.0988,22.8564,22.8708,4,"LINESTRING(-122.413879 37.779450,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.265332 37.797257,-122.224167 37.774773,-122.224067 37.774873)"
11_22_transit,transit,11,22,-122.414,37.7794,-122.434,37.7333,3.49699,5.62666,3.36704,5.41757,1.0386,7.8535,7.85617,10,"LINESTRING(-122.413879 37.779450,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.433657 37.733169,-122.433557 37.733269)"
11_23_transit,transit,11,23,-122.414,37.7794,-122.087,37.6697,21.8477,35.1529,19.4091,31.2293,1.12564,38.8606,38.8852,2,"LINESTRING(-122.413879 37.779450,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.265332 37.797257,-122.224167 37.774773,-122.196798 37.753504,-122.160813 37.721706,-122.126531 37.696838,-122.087041 37.669631,-122.086941 37.669731)"
11_24_transit,transit,11,24,-122.414,37.7794,-122.125,37.8932,19.1712,30.8465,17.6323,28.3703,1.08728,34.8601,34.8613,2,"LINESTRING(-122.413879 37.779450,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.251371 37.844695,-122.183817 37.878403,-122.124744 37.893120,-122.124644 37.893220)"
11_25_transit,transit,11,25,-122.414,37.7794,-122.265,37.7974,8.66247,13.9379,8.21042,13.2106,1.05506,18.8554,18.8687,2,"LINESTRING(-122.413879 37.779450,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.265332 37.797257,-122.265232 37.797357)"
11_26_transit,transit,11,26,-122.414,37.7794,-122.267,37.8288,10.028,16.1351,8.7055,14.0071,1.15192,21.8573,22.0557,11,"LINESTRING(-122.413879 37.779450,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.267163 37.828814)"
11_27_transit,transit,11,27,-122.414,37.7794,-122.387,37.6002,15.0656,24.2406,12.4731,20.0692,1.20785,33.8608,33.8734,10,"LINESTRING(-122.413879 37.779450,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.433657 37.733169,-122.447610 37.721658,-122.469094 37.706204,-122.466267 37.684542,-122.444354 37.664337,-122.416484 37.637620,-122.391995 37.615923,-122.386940 37.600099,-122.386840 37.600199)"
11_28_transit,transit,11,28,-122.414,37.7794,-121.891,37.4098,42.9568,69.1175,38.3698,61.737,1.11955,67.8662,67.8983,3,"LINESTRING(-122.413879 37.779450,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.265332 37.797257,-122.224167 37.774773,-122.196798 37.753504,-122.160813 37.721706,-122.126531 37.696838,-122.087041 37.669631,-122.057258 37.634263,-122.017330 37.590665,-121.976705 37.557413,-121.939458 37.502207,-121.890903 37.409736,-121.890803 37.409836)"
11_29_transit,transit,11,29,-122.414,37.7794,-122.402,37.7892,0.967316,1.55641,0.949504,1.52775,1.01876,3.85238,4.00734,7,"LINESTRING(-122.413879 37.779450,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.401642 37.789213)"
11_30_transit,transit,11,30,-122.414,37.7794,-122.284,37.874,13.776,22.1656,9.66078,15.5442,1.42597,29.8602,30.0608,1,"LINESTRING(-122.413879 37.779450,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.269850 37.852969,-122.268178 37.870017,-122.283608 37.873932,-122.283508 37.874032)"
11_33_transit,transit,11,33,-122.414,37.7794,-122.184,37.8785,15.7925,25.4102,14.3043,23.0156,1.10404,29.8592,29.8603,1,"LINESTRING(-122.413879 37.779450,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.251371 37.844695,-122.183817 37.878403,-122.183717 37.878503)"
11_35_transit,transit,11,35,-122.414,37.7794,-122.056,37.9285,24.0965,38.7713,22.0718,35.5135,1.09173,41.8621,41.8741,1,"LINESTRING(-122.413879 37.779450,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.251371 37.844695,-122.183817 37.878403,-122.124744 37.893120,-122.067479 37.905712,-122.056115 37.928363,-122.056015 37.928463)"
11_36_transit,transit,11,36,-122.414,37.7794,-121.944,38.0189,34.1197,54.8986,30.4869,49.0535,1.11916,56.8649,56.8769,1,"LINESTRING(-122.413879 37.779450,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.251371 37.844695,-122.183817 37.878403,-122.124744 37.893120,-122.067479 37.905712,-122.056115 37.928363,-122.029226 37.973673,-122.024661 38.003307,-121.944348 38.018850,-121.944248 38.018950)"
11_37_transit,transit,11,37,-122.414,37.7794,-122.299,37.9026,15.9233,25.6207,10.5738,17.0132,1.50593,33.8611,34.0618,2,"LINESTRING(-122.413879 37.779450,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.269850 37.852969,-122.268178 37.870017,-122.283608 37.873932,-122.298995 37.902533,-122.298895 37.902633)"
11_38_transit,transit,11,38,-122.414,37.7794,-122.407,37.7846,0.522223,0.840256,0.504503,0.811745,1.03512,1.85139,1.85454,3,"LINESTRING(-122.413879 37.779450,-122.413979 37.779350,-122.407487 37.784545,-122.407387 37.784645)"
11_40_transit,transit,11,40,-122.414,37.7794,-122.251,37.8448,11.4323,18.3946,9.95844,16.0231,1.148,24.8583,24.8594,1,"LINESTRING(-122.413879 37.779450,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.251371 37.844695,-122.251271 37.844795)"
11_41_transit,transit,11,41,-122.414,37.7794,-122.161,37.7218,16.4412,26.4539,14.3929,23.1582,1.14231,29.8585,29.8662,2,"LINESTRING(-122.413879 37.779450,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.265332 37.797257,-122.224167 37.774773,-122.196798 37.753504,-122.160813 37.721706,-122.160713 37.721806)"
11_42_transit,transit,11,42,-122.414,37.7794,-122.416,37.6377,11.9264,19.1896,9.79366,15.758,1.21777,24.8587,24.8619,3,"LINESTRING(-122.413879 37.779450,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.433657 37.733169,-122.447610 37.721658,-122.469094 37.706204,-122.466267 37.684542,-122.444354 37.664337,-122.416484 37.637620,-122.416384 37.637720)"
11_43_transit,transit,11,43,-122.414,37.7794,-122.392,37.616,13.9376,22.4256,11.3556,18.2712,1.22737,29.8598,29.863,15,"LINESTRING(-122.413879 37.779450,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.433657 37.733169,-122.447610 37.721658,-122.469094 37.706204,-122.466267 37.684542,-122.444354 37.664337,-122.416484 37.637620,-122.391995 37.615923,-122.391895 37.616023)"
11_44_transit,transit,11,44,-122.414,37.7794,-122.057,37.6344,24.7853,39.8796,21.9256,35.2783,1.13043,42.8617,42.8887,1,"LINESTRING(-122.413879 37.779450,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.265332 37.797257,-122.224167 37.774773,-122.196798 37.753504,-122.160813 37.721706,-122.126531 37.696838,-122.087041 37.669631,-122.057258 37.634263,-122.057158 37.634363)"
11_45_transit,transit,11,45,-122.414,37.7794,-122.444,37.6644,9.53173,15.3365,8.11826,13.0623,1.17411,21.8577,21.8608,8,"LINESTRING(-122.413879 37.779450,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.433657 37.733169,-122.447610 37.721658,-122.469094 37.706204,-122.466267 37.684542,-122.444354 37.664337,-122.444254 37.664437)"
11_46_transit,transit,11,46,-122.414,37.7794,-122.017,37.5908,28.5077,45.8689,25.3054,40.7164,1.12655,47.8628,47.8932,3,"LINESTRING(-122.413879 37.779450,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.265332 37.797257,-122.224167 37.774773,-122.196798 37.753504,-122.160813 37.721706,-122.126531 37.696838,-122.087041 37.669631,-122.057258 37.634263,-122.017330 37.590665,-122.017230 37.590765)"
11_47_transit,transit,11,47,-122.414,37.7794,-121.939,37.5023,36.0334,57.9778,32.2601,51.9065,1.11697,58.865,58.897,2,"LINESTRING(-122.413879 37.779450,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.265332 37.797257,-122.224167 37.774773,-122.196798 37.753504,-122.160813 37.721706,-122.126531 37.696838,-122.087041 37.669631,-122.057258 37.634263,-122.017330 37.590665,-121.976705 37.557413,-121.939458 37.502207,-121.939358 37.502307)"
11_48_transit,transit,11,48,-122.414,37.7794,-122.067,37.9058,22.413,36.0626,20.8248,33.5072,1.07626,38.8611,38.8732,4,"LINESTRING(-122.413879 37.779450,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.251371 37.844695,-122.183817 37.878403,-122.124744 37.893120,-122.067479 37.905712,-122.067379 37.905812)"
11_49_transit,transit,11,49,-122.414,37.7794,-121.928,37.6998,29.875,48.0688,27.0971,43.5992,1.10252,47.8616,47.8706,2,"LINESTRING(-122.413879 37.779450,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.265332 37.797257,-122.224167 37.774773,-122.196798 37.753504,-122.160813 37.721706,-122.126531 37.696838,-122.075715 37.690676,-121.928401 37.699660,-121.928301 37.699760)"
11_50_transit,transit,11,50,-122.414,37.7794,-122.295,37.8049,6.94747,11.1785,6.71769,10.8088,1.0342,11.8543,11.8659,11,"LINESTRING(-122.413879 37.779450,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.295144 37.804923)"
12_1_transit,transit,12,1,-122.466,37.6846,-122.272,37.8035,15.9114,25.6015,13.4324,21.6127,1.18456,32.8616,32.8911,9,"LINESTRING(-122.466167 37.684642,-122.466267 37.684542,-122.469094 37.706204,-122.447610 37.721658,-122.433657 37.733169,-122.418618 37.752322,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.271589 37.803471)"
12_2_transit,transit,12,2,-122.466,37.6846,-122.42,37.7652,6.65415,10.7065,6.11525,9.83944,1.08812,14.8556,14.8765,18,"LINESTRING(-122.466167 37.684642,-122.466267 37.684542,-122.469094 37.706204,-122.447610 37.721658,-122.433657 37.733169,-122.418618 37.752322,-122.419855 37.765076,-122.419755 37.765176)"
12_3_transit,transit,12,3,-122.466,37.6846,-122.269,37.8081,16.2651,26.1706,13.7508,22.125,1.18285,34.8625,34.888,7,"LINESTRING(-122.466167 37.684642,-122.466267 37.684542,-122.469094 37.706204,-122.447610 37.721658,-122.433657 37.733169,-122.418618 37.752322,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.268822 37.807960,-122.268722 37.808060)"
12_4_transit,transit,12,4,-122.466,37.6846,-122.419,37.7524,5.77015,9.28418,5.35859,8.62198,1.0768,12.8547,12.8728,7,"LINESTRING(-122.466167 37.684642,-122.466267 37.684542,-122.469094 37.706204,-122.447610 37.721658,-122.433657 37.733169,-122.418618 37.752322,-122.418518 37.752422)"
12_7_transit,transit,12,7,-122.466,37.6846,-122.448,37.7218,3.11009,5.00414,2.75987,4.44063,1.1269,7.85273,7.85428,3,"LINESTRING(-122.466167 37.684642,-122.466267 37.684542,-122.469094 37.706204,-122.447610 37.721658,-122.447510 37.721758)"
12_11_transit,transit,12,11,-122.466,37.6846,-122.414,37.7794,7.6915,12.3756,7.14671,11.4991,1.07623,17.8566,17.8809,34,"LINESTRING(-122.466167 37.684642,-122.466267 37.684542,-122.469094 37.706204,-122.447610 37.721658,-122.433657 37.733169,-122.418618 37.752322,-122.419855 37.765076,-122.413979 37.779350,-122.413879 37.779450)"
12_15_transit,transit,12,15,-122.466,37.6846,-122.469,37.7063,1.52261,2.44987,1.50468,2.42102,1.01192,3.85177,3.85236,7,"LINESTRING(-122.466167 37.684642,-122.466267 37.684542,-122.469094 37.706204,-122.468994 37.706304)"
12_16_transit,transit,12,16,-122.466,37.6846,-122.268,37.8701,20.5657,33.0903,16.7708,26.9842,1.22628,44.8654,45.2435,5,"LINESTRING(-122.466167 37.684642,-122.466267 37.684542,-122.469094 37.706204,-122.447610 37.721658,-122.433657 37.733169,-122.418618 37.752322,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.269850 37.852969,-122.268178 37.870017,-122.268078 37.870117)"
12_19_transit,transit,12,19,-122.466,37.6846,-122.397,37.7928,8.99212,14.4683,8.37172,13.4701,1.07411,21.8596,21.8876,34,"LINESTRING(-122.466167 37.684642,-122.466267 37.684542,-122.469094 37.706204,-122.447610 37.721658,-122.433657 37.733169,-122.418618 37.752322,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.397080 37.792789)"
12_22_transit,transit,12,22,-122.466,37.6846,-122.434,37.7333,4.21213,6.77732,3.80341,6.11969,1.10746,9.85371,9.85712,4,"LINESTRING(-122.466167 37.684642,-122.466267 37.684542,-122.469094 37.706204,-122.447610 37.721658,-122.433657 37.733169,-122.433557 37.733269)"
12_26_transit,transit,12,26,-122.466,37.6846,-122.267,37.8288,17.7019,28.4824,14.7448,23.7243,1.20055,38.8635,38.8889,1,"LINESTRING(-122.466167 37.684642,-122.466267 37.684542,-122.469094 37.706204,-122.447610 37.721658,-122.433657 37.733169,-122.418618 37.752322,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.267163 37.828814)"
12_27_transit,transit,12,27,-122.466,37.6846,-122.387,37.6002,7.39177,11.8934,7.27172,11.7002,1.01651,15.855,15.857,9,"LINESTRING(-122.466167 37.684642,-122.466267 37.684542,-122.444354 37.664337,-122.416484 37.637620,-122.391995 37.615923,-122.386940 37.600099,-122.386840 37.600199)"
12_29_transit,transit,12,29,-122.466,37.6846,-122.402,37.7892,8.6412,13.9037,8.03959,12.9357,1.07483,20.8586,20.8838,54,"LINESTRING(-122.466167 37.684642,-122.466267 37.684542,-122.469094 37.706204,-122.447610 37.721658,-122.433657 37.733169,-122.418618 37.752322,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.401642 37.789213)"
12_33_transit,transit,12,33,-122.466,37.6846,-122.184,37.8785,23.4664,37.7575,20.4285,32.8694,1.14871,46.8654,46.8908,1,"LINESTRING(-122.466167 37.684642,-122.466267 37.684542,-122.469094 37.706204,-122.447610 37.721658,-122.433657 37.733169,-122.418618 37.752322,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.251371 37.844695,-122.183817 37.878403,-122.183717 37.878503)"
12_35_transit,transit,12,35,-122.466,37.6846,-122.056,37.9285,31.7704,51.1186,28.0202,45.0844,1.13384,58.8683,58.898,2,"LINESTRING(-122.466167 37.684642,-122.466267 37.684542,-122.469094 37.706204,-122.447610 37.721658,-122.433657 37.733169,-122.418618 37.752322,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.251371 37.844695,-122.183817 37.878403,-122.124744 37.893120,-122.067479 37.905712,-122.056115 37.928363,-122.056015 37.928463)"
12_38_transit,transit,12,38,-122.466,37.6846,-122.407,37.7846,8.19611,13.1875,7.61967,12.26,1.07565,18.8576,18.8824,32,"LINESTRING(-122.466167 37.684642,-122.466267 37.684542,-122.469094 37.706204,-122.447610 37.721658,-122.433657 37.733169,-122.418618 37.752322,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.407387 37.784645)"
12_39_transit,transit,12,39,-122.466,37.6846,-122.353,37.9368,27.5658,44.3533,18.485,29.7423,1.49125,57.8693,58.2475,1,"LINESTRING(-122.466167 37.684642,-122.466267 37.684542,-122.469094 37.706204,-122.447610 37.721658,-122.433657 37.733169,-122.418618 37.752322,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.269850 37.852969,-122.268178 37.870017,-122.283608 37.873932,-122.298995 37.902533,-122.316968 37.925105,-122.353104 37.936695,-122.353004 37.936795)"
12_42_transit,transit,12,42,-122.466,37.6846,-122.416,37.6377,4.25253,6.84232,4.23386,6.81227,1.00441,6.85292,6.85299,5,"LINESTRING(-122.466167 37.684642,-122.466267 37.684542,-122.444354 37.664337,-122.416484 37.637620,-122.416384 37.637720)"
12_43_transit,transit,12,43,-122.466,37.6846,-122.392,37.616,6.26373,10.0783,6.24398,10.0466,1.00316,11.854,11.8541,16,"LINESTRING(-122.466167 37.684642,-122.466267 37.684542,-122.444354 37.664337,-122.416484 37.637620,-122.391995 37.615923,-122.391895 37.616023)"
12_45_transit,transit,12,45,-122.466,37.6846,-122.444,37.6644,1.85785,2.98928,1.83985,2.96031,1.00978,3.85186,3.8519,1,"LINESTRING(-122.466167 37.684642,-122.466267 37.684542,-122.444354 37.664337,-122.444254 37.664437)"
12_48_transit,transit,12,48,-122.466,37.6846,-122.067,37.9058,30.0869,48.4099,26.6007,42.8005,1.13106,55.8673,55.897,1,"LINESTRING(-122.466167 37.684642,-122.466267 37.684542,-122.469094 37.706204,-122.447610 37.721658,-122.433657 37.733169,-122.418618 37.752322,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.251371 37.844695,-122.183817 37.878403,-122.124744 37.893120,-122.067479 37.905712,-122.067379 37.905812)"
13_1_transit,transit,13,1,-122.197,37.7536,-122.272,37.8035,5.39415,8.67919,5.34776,8.60455,1.00867,11.8534,11.8568,4,"LINESTRING(-122.196698 37.753604,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.271689 37.803371,-122.271589 37.803471)"
13_2_transit,transit,13,2,-122.197,37.7536,-122.42,37.7652,14.5295,23.378,12.2107,19.647,1.1899,28.8585,31.9039,7,"LINESTRING(-122.196698 37.753604,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.419755 37.765176)"
13_3_transit,transit,13,3,-122.197,37.7536,-122.269,37.8081,5.74782,9.24824,5.44306,8.75789,1.05599,12.8544,12.8578,4,"LINESTRING(-122.196698 37.753604,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.271689 37.803371,-122.268822 37.807960,-122.268722 37.808060)"
13_4_transit,transit,13,4,-122.197,37.7536,-122.419,37.7524,15.4135,24.8004,12.1182,19.4983,1.27193,30.8595,33.905,4,"LINESTRING(-122.196698 37.753604,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.418518 37.752422)"
13_6_transit,transit,13,6,-122.197,37.7536,-122.27,37.8531,8.86676,14.2666,7.94578,12.7848,1.11591,20.8563,20.86,1,"LINESTRING(-122.196698 37.753604,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.269850 37.852969,-122.269750 37.853069)"
13_7_transit,transit,13,7,-122.197,37.7536,-122.448,37.7218,18.0736,29.0804,13.8802,22.3332,1.30212,35.8616,38.9071,4,"LINESTRING(-122.196698 37.753604,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.433657 37.733169,-122.447610 37.721658,-122.447510 37.721758)"
13_8_transit,transit,13,8,-122.197,37.7536,-122.126,37.6969,5.50959,8.86492,5.48415,8.824,1.00464,7.85264,7.85802,6,"LINESTRING(-122.196698 37.753604,-122.196798 37.753504,-122.160813 37.721706,-122.126531 37.696838,-122.126431 37.696938)"
13_9_transit,transit,13,9,-122.197,37.7536,-121.875,37.3685,32.4736,52.25,31.9239,51.3655,1.01722,45.8604,45.8767,3,"LINESTRING(-122.196698 37.753604,-122.196798 37.753504,-122.160813 37.721706,-122.126531 37.696838,-122.087041 37.669631,-122.057258 37.634263,-122.017330 37.590665,-121.976705 37.557413,-121.939458 37.502207,-121.890903 37.409736,-121.874761 37.368395,-121.874661 37.368495)"
13_10_transit,transit,13,10,-122.197,37.7536,-122.076,37.6908,8.32088,13.3883,7.91428,12.7341,1.05138,13.8537,13.855,3,"LINESTRING(-122.196698 37.753604,-122.196798 37.753504,-122.160813 37.721706,-122.126531 37.696838,-122.075715 37.690676,-122.075615 37.690776)"
13_11_transit,transit,13,11,-122.197,37.7536,-122.414,37.7794,13.4922,21.7089,11.996,19.3016,1.12472,25.8575,29.5387,19,"LINESTRING(-122.196698 37.753604,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.413879 37.779450)"
13_15_transit,transit,13,15,-122.197,37.7536,-122.469,37.7063,19.6611,31.6347,15.2348,24.5127,1.29054,39.8626,42.9082,4,"LINESTRING(-122.196698 37.753604,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.433657 37.733169,-122.447610 37.721658,-122.469094 37.706204,-122.468994 37.706304)"
13_16_transit,transit,13,16,-122.197,37.7536,-122.268,37.8701,10.0484,16.1679,8.94371,14.3904,1.12352,22.8573,22.861,4,"LINESTRING(-122.196698 37.753604,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.269850 37.852969,-122.268178 37.870017,-122.268078 37.870117)"
13_17_transit,transit,13,17,-122.197,37.7536,-122.317,37.9252,14.9221,24.0097,13.549,21.8004,1.10134,30.8601,30.8639,5,"LINESTRING(-122.196698 37.753604,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.269850 37.852969,-122.268178 37.870017,-122.283608 37.873932,-122.298995 37.902533,-122.316968 37.925105,-122.316868 37.925205)"
13_18_transit,transit,13,18,-122.197,37.7536,-121.899,37.7017,17.9949,28.9539,16.6465,26.7843,1.081,25.8556,25.8576,5,"LINESTRING(-122.196698 37.753604,-122.196798 37.753504,-122.160813 37.721706,-122.126531 37.696838,-122.075715 37.690676,-121.928401 37.699660,-121.899342 37.701592,-121.899242 37.701692)"
13_19_transit,transit,13,19,-122.197,37.7536,-122.397,37.7928,12.1915,19.6162,11.2738,18.1395,1.08141,20.8544,24.4653,28,"LINESTRING(-122.196698 37.753604,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.397080 37.792789)"
13_20_transit,transit,13,20,-122.197,37.7536,-121.977,37.5575,18.2319,29.3351,18.125,29.1631,1.0059,26.8569,26.8727,1,"LINESTRING(-122.196698 37.753604,-122.196798 37.753504,-122.160813 37.721706,-122.126531 37.696838,-122.087041 37.669631,-122.057258 37.634263,-122.017330 37.590665,-121.976705 37.557413,-121.976605 37.557513)"
