path_id,service_route_id,o_zone_id,d_zone_id,unique_route_id,agent_type,demand_period,toll,travel_time,distance,link_sequence,node_sequence,geometry,prob,node_ids,link_ids,distance_mile,total_distance_km,total_free_flow_travel_time,total_travel_time,route_key,seed_od_volume,target_od_volume,final_est_od_volume,volume
0,6,1,2,4,transit,AM,0,16.0777,14920.1,11;1028;1074;1050;1057;1063;1040;1029,1;383;406;394;398;401;389;384;2,,0.182617,1;383;406;394;398;401;389;384;2,11;1028;1074;1050;1057;1063;1040;1029,9.27291,14.9201,16.0776,16.0777,2758_7352,10,0,10,1.82617
1,1,1,2,2,transit,AM,0,16.0777,14920.1,2;384;525;440;464;492;416;389,1;52;124;80;92;106;68;55;2,,0.143564,1;52;124;80;92;106;68;55;2,2;384;525;440;464;492;416;389,9.27291,14.9201,16.0776,16.0777,580_3112,10,0,10,1.43564
2,2,1,2,3,transit,AM,0,16.0777,14920.1,3;386;527;442;466;494;418;391,1;53;125;81;93;107;69;56;2,,0.0558212,1;53;125;81;93;107;69;56;2,3;386;527;442;466;494;418;391,9.27291,14.9201,16.0776,16.0777,587_3127,10,0,10,0.558212
3,0,1,2,1,transit,AM,0,16.0777,14920.1,1;382;523;438;462;490;414;387,1;51;123;79;91;105;67;54;2,,0.617998,1;51;123;79;91;105;67;54;2,1;382;523;438;462;490;414;387,9.27291,14.9201,16.0776,16.0777,573_3097,10,0,10,6.17998
4,8,1,3,3,transit,AM,0,0.817496,597.268,6;606;617,1;166;172;3,,0,1;166;172;3,6;606;617,0.371205,0.597268,0.817496,0.817496,342_1229,4,0,4,0
5,1,1,3,2,transit,AM,0,0.817496,597.268,5;604;615,1;165;171;3,,0.869169,1;165;171;3,5;604;615,0.371205,0.597268,0.817496,0.817496,340_1224,4,0,4,3.47668
6,0,1,3,1,transit,AM,0,0.817496,597.268,4;602;613,1;164;170;3,,0.130831,1;164;170;3,4;602;613,0.371205,0.597268,0.817496,0.817496,338_1219,4,0,4,0.523324
7,6,1,4,4,transit,AM,0,17.5928,16342.2,11;1028;1074;1050;1057;1063;1040;1030;1033,1;383;406;394;398;401;389;384;386;4,,0.182617,1;383;406;394;398;401;389;384;386;4,11;1028;1074;1050;1057;1063;1040;1030;1033,10.1567,16.3422,17.5927,17.5928,3146_8386,12,0,12,2.19141
8,2,1,4,3,transit,AM,0,17.5928,16342.2,3;386;527;442;466;494;418;392;403,1;53;125;81;93;107;69;56;62;4,,0.0558212,1;53;125;81;93;107;69;56;62;4,3;386;527;442;466;494;418;392;403,10.1567,16.3422,17.5927,17.5928,651_3531,12,0,12,0.669855
9,1,1,4,2,transit,AM,0,17.5928,16342.2,2;384;525;440;464;492;416;390;401,1;52;124;80;92;106;68;55;61;4,,0.143564,1;52;124;80;92;106;68;55;61;4,2;384;525;440;464;492;416;390;401,10.1567,16.3422,17.5927,17.5928,643_3514,12,0,12,1.72276
10,0,1,4,1,transit,AM,0,17.5928,16342.2,1;382;523;438;462;490;414;388;399,1;51;123;79;91;105;67;54;60;4,,0.617998,1;51;123;79;91;105;67;54;60;4,1;382;523;438;462;490;414;388;399,10.1567,16.3422,17.5927,17.5928,635_3497,12,0,12,7.41598
11,2,1,6,3,transit,AM,0,6.16309,5614.57,8;754;760;820;765,1;242;245;275;248;6,,0.800639,1;242;245;275;248;6,8;754;760;820;765,3.48948,5.61457,6.16309,6.16309,1017_3107,5,0,5,4.00319
12,1,1,6,2,transit,AM,0,6.1631,5614.57,9;756;762;822;767,1;243;246;276;249;6,,0.0685305,1;243;246;276;249;6,9;756;762;822;767,3.48948,5.61457,6.16309,6.1631,1021_3116,5,0,5,0.342653
13,0,1,6,1,transit,AM,0,6.16315,5614.57,7;752;758;818;763,1;241;244;274;247;6,,0.130831,1;241;244;274;247;6,7;752;758;818;763,3.48948,5.61457,6.16309,6.16315,1013_3098,5,0,5,0.654155
14,6,1,7,4,transit,AM,0,22.1519,20621.3,11;1028;1074;1050;1057;1063;1040;1030;1034;1052;1037,1;383;406;394;398;401;389;384;386;395;388;7,,0.182617,1;383;406;394;398;401;389;384;386;395;388;7,11;1028;1074;1050;1057;1063;1040;1030;1034;1052;1037,12.8162,20.6213,22.1518,22.1519,3932_10476,4,0,4,0.730469
15,2,1,7,3,transit,AM,0,22.1519,20621.3,3;386;527;442;466;494;418;392;404;448;411,1;53;125;81;93;107;69;56;62;84;66;7,,0.0558212,1;53;125;81;93;107;69;56;62;84;66;7,3;386;527;442;466;494;418;392;404;448;411,12.8162,20.6213,22.1518,22.1519,804_4391,4,0,4,0.223285
16,1,1,7,2,transit,AM,0,22.1519,20621.3,2;384;525;440;464;492;416;390;402;446;409,1;52;124;80;92;106;68;55;61;83;65;7,,0.143564,1;52;124;80;92;106;68;55;61;83;65;7,2;384;525;440;464;492;416;390;402;446;409,12.8162,20.6213,22.1518,22.1519,794_4370,4,0,4,0.574255
17,0,1,7,1,transit,AM,0,22.1519,20621.3,1;382;523;438;462;490;414;388;400;444;407,1;51;123;79;91;105;67;54;60;82;64;7,,0.617998,1;51;123;79;91;105;67;54;60;82;64;7,1;382;523;438;462;490;414;388;400;444;407,12.8162,20.6213,22.1518,22.1519,784_4349,4,0,4,2.47199
18,0,1,8,1,transit,AM,0,18.8391,17512,10;859;880;876;868;892;864,1;296;307;305;301;313;299;8,,1,1;296;307;305;301;313;299;8,10;859;880;876;868;892;864,10.8838,17.512,18.8391,18.8391,1830_5249,3,0,3,3
19,0,1,9,1,transit,AM,0,65.0534,60887.8,10;859;880;876;868;892;865;878;894;896;874;898;884;866,1;296;307;305;301;313;299;306;314;315;304;316;309;300;9,,1,1;296;307;305;301;313;299;306;314;315;304;316;309;300;9,10;859;880;876;868;892;865;878;894;896;874;898;884;866,37.842,60.8878,65.0534,65.0534,3995_11440,1,0,1,1
20,6,1,11,4,transit,AM,0,14.2997,13251.4,11;1028;1074;1050;1057;1063;1039,1;383;406;394;398;401;389;11,,0.182617,1;383;406;394;398;401;389;11,11;1028;1074;1050;1057;1063;1039,8.23578,13.2514,14.2996,14.2997,2383_6322,44,0,44,8.03516
21,2,1,11,3,transit,AM,0,14.2997,13251.4,3;386;527;442;466;494;417,1;53;125;81;93;107;69;11,,0.0558212,1;53;125;81;93;107;69;11,3;386;527;442;466;494;417,8.23578,13.2514,14.2996,14.2997,540_2735,44,0,44,2.45613
22,1,1,11,2,transit,AM,0,14.2997,13251.4,2;384;525;440;464;492;415,1;52;124;80;92;106;68;11,,0.143564,1;52;124;80;92;106;68;11,2;384;525;440;464;492;415,8.23578,13.2514,14.2996,14.2997,534_2722,44,0,44,6.3168
23,0,1,11,1,transit,AM,0,14.2997,13251.4,1;382;523;438;462;490;413,1;51;123;79;91;105;67;11,,0.617998,1;51;123;79;91;105;67;11,1;382;523;438;462;490;413,8.23578,13.2514,14.2996,14.2997,528_2709,44,0,44,27.1919
24,0,1,13,1,transit,AM,0,9.4263,8677.32,10;859;880;876;867,1;296;307;305;301;13,,1,1;296;307;305;301;13,10;859;880;876;867,5.39299,8.67732,9.4263,9.4263,1223_3492,6,0,6,6
25,1,1,14,2,transit,AM,0,33.3176,31101.4,5;604;616;676;721;694;670;739;704;645,1;165;171;202;225;211;199;234;216;187;14,,0.869169,1;165;171;202;225;211;199;234;216;187;14,5;604;616;676;721;694;670;739;704;645,19.3296,31.1014,33.3176,33.3176,1825_6074,2,0,2,1.73834
26,0,1,14,1,transit,AM,0,33.3176,31101.4,4;602;614;674;719;692;668;737;702;643,1;164;170;201;224;210;198;233;215;186;14,,0.130831,1;164;170;201;224;210;198;233;215;186;14,4;602;614;674;719;692;668;737;702;643,19.3296,31.1014,33.3176,33.3176,1816_6055,2,0,2,0.261662
27,6,1,15,4,transit,AM,0,24.8727,23175,11;1028;1074;1050;1057;1063;1040;1030;1034;1052;1038;1043,1;383;406;394;398;401;389;384;386;395;388;391;15,,0.182617,1;383;406;394;398;401;389;384;386;395;388;391;15,11;1028;1074;1050;1057;1063;1040;1030;1034;1052;1038;1043,14.4034,23.175,24.8727,24.8727,4331_11520,4,0,4,0.730469
28,2,1,15,3,transit,AM,0,24.8727,23175,3;386;527;442;466;494;418;392;404;448;412;435,1;53;125;81;93;107;69;56;62;84;66;78;15,,0.0558212,1;53;125;81;93;107;69;56;62;84;66;78;15,3;386;527;442;466;494;418;392;404;448;412;435,14.4034,23.175,24.8727,24.8727,890_4827,4,0,4,0.223285
29,1,1,15,2,transit,AM,0,24.8727,23175,2;384;525;440;464;492;416;390;402;446;410;433,1;52;124;80;92;106;68;55;61;83;65;77;15,,0.143564,1;52;124;80;92;106;68;55;61;83;65;77;15,2;384;525;440;464;492;416;390;402;446;410;433,14.4034,23.175,24.8727,24.8727,879_4804,4,0,4,0.574255
30,0,1,15,1,transit,AM,0,24.8727,23175,1;382;523;438;462;490;414;388;400;444;408;431,1;51;123;79;91;105;67;54;60;82;64;76;15,,0.617998,1;51;123;79;91;105;67;54;60;82;64;76;15,1;382;523;438;462;490;414;388;400;444;408;431,14.4034,23.175,24.8727,24.8727,868_4781,4,0,4,2.47199
31,2,1,16,3,transit,AM,0,8.18839,7515.49,8;754;760;820;766;785,1;242;245;275;248;258;16,,0.800639,1;242;245;275;248;258;16,8;754;760;820;766;785,4.67091,7.51549,8.18839,8.18839,1285_3893,17,0,17,13.6109
32,1,1,16,2,transit,AM,0,8.1884,7515.49,9;756;762;822;768;787,1;243;246;276;249;259;16,,0.0685305,1;243;246;276;249;259;16,9;756;762;822;768;787,4.67091,7.51549,8.18839,8.1884,1290_3904,17,0,17,1.16502
33,0,1,16,1,transit,AM,0,8.18846,7515.49,7;752;758;818;764;783,1;241;244;274;247;257;16,,0.130831,1;241;244;274;247;257;16,7;752;758;818;764;783,4.67091,7.51549,8.18839,8.18846,1280_3882,17,0,17,2.22413
34,2,1,17,3,transit,AM,0,16.5414,15355.5,8;754;760;820;766;786;828;834;791,1;242;245;275;248;258;279;282;261;17,,0.800639,1;242;245;275;248;258;279;282;261;17,8;754;760;820;766;786;828;834;791,9.54353,15.3555,16.5414,16.5414,2108_6347,8,0,8,6.40511
35,1,1,17,2,transit,AM,0,16.5414,15355.5,9;756;762;822;768;788;830;836;793,1;243;246;276;249;259;280;283;262;17,,0.0685305,1;243;246;276;249;259;280;283;262;17,9;756;762;822;768;788;830;836;793,9.54353,15.3555,16.5414,16.5414,2116_6364,8,0,8,0.548244
36,0,1,17,1,transit,AM,0,16.5415,15355.5,7;752;758;818;764;784;826;832;789,1;241;244;274;247;257;278;281;260;17,,0.130831,1;241;244;274;247;257;278;281;260;17,7;752;758;818;764;784;826;832;789,9.54353,15.3555,16.5414,16.5415,2100_6330,8,0,8,1.04665
37,2,1,19,3,transit,AM,0,12.0705,11159.1,3;386;527;441,1;53;125;81;19,,0.0558212,1;53;125;81;19,3;386;527;441,6.93544,11.1591,12.0705,12.0705,279_1357,79,0,79,4.40988
38,6,1,19,4,transit,AM,0,12.0705,11159.1,11;1028;1074;1049,1;383;406;394;19,,0.182617,1;383;406;394;19,11;1028;1074;1049,6.93544,11.1591,12.0705,12.0705,1203_3162,79,0,79,14.4268
39,1,1,19,2,transit,AM,0,12.0705,11159.1,2;384;525;439,1;52;124;80;19,,0.143564,1;52;124;80;19,2;384;525;439,6.93544,11.1591,12.0705,12.0705,276_1350,79,0,79,11.3415
40,0,1,19,1,transit,AM,0,12.0705,11159.1,1;382;523;437,1;51;123;79;19,,0.617998,1;51;123;79;19,1;382;523;437,6.93544,11.1591,12.0705,12.0705,273_1343,79,0,79,48.8218
41,0,1,20,1,transit,AM,0,40.6442,37977.8,10;859;880;876;868;892;865;878;894;896;873,1;296;307;305;301;313;299;306;314;315;304;20,,1,1;296;307;305;301;313;299;306;314;315;304;20,10;859;880;876;868;892;865;878;894;896;873,23.6034,37.9778,40.6442,40.6442,3081_8791,3,0,3,3
42,0,1,21,1,transit,AM,0,5.83268,5304.42,10;859;880;875,1;296;307;305;21,,1,1;296;307;305;21,10;859;880;875,3.29672,5.30442,5.83268,5.83268,930_2624,1,0,1,1
43,6,1,22,4,transit,AM,0,20.2631,18848.5,11;1028;1074;1050;1057;1063;1040;1030;1034;1051,1;383;406;394;398;401;389;384;386;395;22,,0.182617,1;383;406;394;398;401;389;384;386;395;22,11;1028;1074;1050;1057;1063;1040;1030;1034;1051,11.7144,18.8485,20.263,20.2631,3559_9438,8,0,8,1.46094
44,2,1,22,3,transit,AM,0,20.2631,18848.5,3;386;527;442;466;494;418;392;404;447,1;53;125;81;93;107;69;56;62;84;22,,0.0558212,1;53;125;81;93;107;69;56;62;84;22,3;386;527;442;466;494;418;392;404;447,11.7144,18.8485,20.263,20.2631,753_3979,8,0,8,0.44657
45,1,1,22,2,transit,AM,0,20.2631,18848.5,2;384;525;440;464;492;416;390;402;445,1;52;124;80;92;106;68;55;61;83;22,,0.143564,1;52;124;80;92;106;68;55;61;83;22,2;384;525;440;464;492;416;390;402;445,11.7144,18.8485,20.263,20.2631,744_3960,8,0,8,1.14851
46,0,1,22,1,transit,AM,0,20.2631,18848.5,1;382;523;438;462;490;414;388;400;443,1;51;123;79;91;105;67;54;60;82;22,,0.617998,1;51;123;79;91;105;67;54;60;82;22,1;382;523;438;462;490;414;388;400;443,11.7144,18.8485,20.263,20.2631,735_3941,8,0,8,4.94398
47,0,1,23,1,transit,AM,0,23.747,22118.5,10;859;880;876;868;892;865;877,1;296;307;305;301;313;299;306;23,,1,1;296;307;305;301;313;299;306;23,10;859;880;876;868;892;865;877,13.7467,22.1185,23.747,23.747,2151_6127,3,0,3,3
48,1,1,24,2,transit,AM,0,18.9507,17616.9,5;604;616;676;721;694;669,1;165;171;202;225;211;199;24,,0.869169,1;165;171;202;225;211;199;24,5;604;616;676;721;694;669,10.949,17.6169,18.9507,18.9507,1198_3985,2,0,2,1.73834
49,0,1,24,1,transit,AM,0,18.9507,17616.9,4;602;614;674;719;692;667,1;164;170;201;224;210;198;24,,0.130831,1;164;170;201;224;210;198;24,4;602;614;674;719;692;667,10.949,17.6169,18.9507,18.9507,1192_3972,2,0,2,0.261662
50,8,1,26,3,transit,AM,0,3.28003,2908.57,6;606;618;677,1;166;172;203;26,,0,1;166;172;203;26,6;606;618;677,1.80769,2.90857,3.28003,3.28003,568_1907,8,0,8,0
51,1,1,26,2,transit,AM,0,3.28003,2908.57,5;604;616;675,1;165;171;202;26,,0.869169,1;165;171;202;26,5;604;616;675,1.80769,2.90857,3.28003,3.28003,565_1900,8,0,8,6.95335
52,0,1,26,1,transit,AM,0,3.28003,2908.57,4;602;614;673,1;164;170;201;26,,0.130831,1;164;170;201;26,4;602;614;673,1.80769,2.90857,3.28003,3.28003,562_1893,8,0,8,1.04665
53,0,1,27,1,transit,AM,0,40.0909,37458.5,11;1028;1074;1050;1057;1063;1040;1030;1034;1052;1038;1044;1042;1072;1067;1069;1055,1;383;406;394;398;401;389;384;386;395;388;391;390;405;403;404;397;27,,1,1;383;406;394;398;401;389;384;386;395;388;391;390;405;403;404;397;27,11;1028;1074;1050;1057;1063;1040;1030;1034;1052;1038;1044;1042;1072;1067;1069;1055,23.2806,37.4585,40.0908,40.0909,6342_16826,2,0,2,2
54,0,1,28,1,transit,AM,0,59.9265,56075.8,10;859;880;876;868;892;865;878;894;896;874;898;883,1;296;307;305;301;313;299;306;314;315;304;316;309;28,,1,1;296;307;305;301;313;299;306;314;315;304;316;309;28,10;859;880;876;868;892;865;878;894;896;874;898;883,34.8513,56.0758,59.9265,59.9265,3714_10573,2,0,2,2
55,6,1,29,4,transit,AM,0,12.672,11723.6,11;1028;1074;1050;1056,1;383;406;394;398;29,,0.182617,1;383;406;394;398;29,11;1028;1074;1050;1056,7.28628,11.7236,12.6719,12.672,1611_4219,58,0,58,10.5918
56,2,1,29,3,transit,AM,0,12.672,11723.6,3;386;527;442;465,1;53;125;81;93;29,,0.0558212,1;53;125;81;93;29,3;386;527;442;465,7.28628,11.7236,12.6719,12.672,382_1823,58,0,58,3.23763
57,1,1,29,2,transit,AM,0,12.672,11723.6,2;384;525;440;463,1;52;124;80;92;29,,0.143564,1;52;124;80;92;29,2;384;525;440;463,7.28628,11.7236,12.6719,12.672,378_1814,58,0,58,8.32669
58,0,1,29,1,transit,AM,0,12.672,11723.6,1;382;523;438;461,1;51;123;79;91;29,,0.617998,1;51;123;79;91;29,1;382;523;438;461,7.28628,11.7236,12.6719,12.672,374_1805,58,0,58,35.8439
59,2,1,30,3,transit,AM,0,9.70377,8937.8,8;754;760;820;766;786;827,1;242;245;275;248;258;279;30,,0.800639,1;242;245;275;248;258;279;30,8;754;760;820;766;786;827,5.55488,8.9378,9.70377,9.70377,1578_4721,4,0,4,3.20255
60,1,1,30,2,transit,AM,0,9.70378,8937.8,9;756;762;822;768;788;829,1;243;246;276;249;259;280;30,,0.0685305,1;243;246;276;249;259;280;30,9;756;762;822;768;788;829,5.55488,8.9378,9.70377,9.70378,1584_4734,4,0,4,0.274122
61,0,1,30,1,transit,AM,0,9.70384,8937.8,7;752;758;818;764;784;825,1;241;244;274;247;257;278;30,,0.130831,1;241;244;274;247;257;278;30,7;752;758;818;764;784;825,5.55488,8.9378,9.70377,9.70384,1572_4708,4,0,4,0.523324
62,1,1,31,2,transit,AM,0,36.8534,34420,5;604;616;676;721;694;670;739;704;646;687,1;165;171;202;225;211;199;234;216;187;208;31,,0.869169,1;165;171;202;225;211;199;234;216;187;208;31,5;604;616;676;721;694;670;739;704;646;687,21.3922,34.42,36.8534,36.8534,2050_6762,2,0,2,1.73834
63,0,1,31,1,transit,AM,0,36.8534,34420,4;602;614;674;719;692;668;737;702;644;685,1;164;170;201;224;210;198;233;215;186;207;31,,0.130831,1;164;170;201;224;210;198;233;215;186;207;31,4;602;614;674;719;692;668;737;702;644;685,21.3922,34.42,36.8534,36.8534,2040_6741,2,0,2,0.261662
64,8,1,33,3,transit,AM,0,13.1599,12181.7,6;606;618;678;723;695,1;166;172;203;226;212;33,,0,1;166;172;203;226;212;33,6;606;618;678;723;695,7.57097,12.1817,13.1599,13.1599,1013_3326,3,0,3,0
65,1,1,33,2,transit,AM,0,13.1599,12181.7,5;604;616;676;721;693,1;165;171;202;225;211;33,,0.869169,1;165;171;202;225;211;33,5;604;616;676;721;693,7.57097,12.1817,13.1599,13.1599,1008_3315,3,0,3,2.60751
66,0,1,33,1,transit,AM,0,13.1599,12181.7,4;602;614;674;719;691,1;164;170;201;224;210;33,,0.130831,1;164;170;201;224;210;33,4;602;614;674;719;691,7.57097,12.1817,13.1599,13.1599,1003_3304,3,0,3,0.392493
67,1,1,35,2,transit,AM,0,27.3923,25540,5;604;616;676;721;694;670;739;703,1;165;171;202;225;211;199;234;216;35,,0.869169,1;165;171;202;225;211;199;234;216;35,5;604;616;676;721;694;670;739;703,15.8732,25.54,27.3923,27.3923,1659_5428,5,0,5,4.34585
68,0,1,35,1,transit,AM,0,27.3923,25540,4;602;614;674;719;692;668;737;701,1;164;170;201;224;210;198;233;215;35,,0.130831,1;164;170;201;224;210;198;233;215;35,4;602;614;674;719;692;668;737;701,15.8732,25.54,27.3923,27.3923,1651_5411,5,0,5,0.654155
69,2,1,37,3,transit,AM,0,13.3841,12392.1,8;754;760;820;766;786;828;833,1;242;245;275;248;258;279;282;37,,0.800639,1;242;245;275;248;258;279;282;37,8;754;760;820;766;786;828;833,7.70176,12.3921,13.3841,13.3841,1867_5555,3,0,3,2.40192
70,1,1,37,2,transit,AM,0,13.3841,12392.1,9;756;762;822;768;788;830;835,1;243;246;276;249;259;280;283;37,,0.0685305,1;243;246;276;249;259;280;283;37,9;756;762;822;768;788;830;835,7.70176,12.3921,13.3841,13.3841,1874_5570,3,0,3,0.205592
71,0,1,37,1,transit,AM,0,13.3842,12392.1,7;752;758;818;764;784;826;831,1;241;244;274;247;257;278;281;37,,0.130831,1;241;244;274;247;257;278;281;37,7;752;758;818;764;784;826;831,7.70176,12.3921,13.3841,13.3842,1860_5540,3,0,3,0.392493
72,6,1,38,4,transit,AM,0,13.4349,12439.6,11;1028;1074;1050;1057;1062,1;383;406;394;398;401;38,,0.182617,1;383;406;394;398;401;38,11;1028;1074;1050;1057;1062,7.73128,12.4396,13.4348,13.4349,2021_5282,46,0,46,8.40039
73,2,1,38,3,transit,AM,0,13.4348,12439.6,3;386;527;442;466;493,1;53;125;81;93;107;38,,0.0558212,1;53;125;81;93;107;38,3;386;527;442;466;493,7.73128,12.4396,13.4348,13.4348,498_2317,46,0,46,2.56778
74,1,1,38,2,transit,AM,0,13.4348,12439.6,2;384;525;440;464;491,1;52;124;80;92;106;38,,0.143564,1;52;124;80;92;106;38,2;384;525;440;464;491,7.73128,12.4396,13.4348,13.4348,493_2306,46,0,46,6.60393
75,0,1,38,1,transit,AM,0,13.4349,12439.6,1;382;523;438;462;489,1;51;123;79;91;105;38,,0.617998,1;51;123;79;91;105;38,1;382;523;438;462;489,7.73128,12.4396,13.4348,13.4349,488_2295,46,0,46,28.4279
76,2,1,39,3,transit,AM,0,20.1858,18776.1,8;754;760;820;766;786;828;834;792;838,1;242;245;275;248;258;279;282;261;285;39,,0.800639,1;242;245;275;248;258;279;282;261;285;39,8;754;760;820;766;786;828;834;792;838,11.6694,18.7761,20.1858,20.1858,2415_7186,2,0,2,1.60128
77,1,1,39,2,transit,AM,0,20.1858,18776.1,9;756;762;822;768;788;830;836;794;839,1;243;246;276;249;259;280;283;262;286;39,,0.0685305,1;243;246;276;249;259;280;283;262;286;39,9;756;762;822;768;788;830;836;794;839,11.6694,18.7761,20.1858,20.1858,2424_7204,2,0,2,0.137061
78,0,1,39,1,transit,AM,0,20.1859,18776.1,7;752;758;818;764;784;826;832;790;837,1;241;244;274;247;257;278;281;260;284;39,,0.130831,1;241;244;274;247;257;278;281;260;284;39,7;752;758;818;764;784;826;832;790;837,11.6694,18.7761,20.1858,20.1859,2406_7168,2,0,2,0.261662
79,8,1,40,3,transit,AM,0,5.68688,5167.61,6;606;618;678;722,1;166;172;203;226;40,,0,1;166;172;203;226;40,6;606;618;678;722,3.21169,5.16761,5.68688,5.68688,808_2630,3,0,3,0
80,1,1,40,2,transit,AM,0,5.68688,5167.61,5;604;616;676;720,1;165;171;202;225;40,,0.869169,1;165;171;202;225;40,5;604;616;676;720,3.21169,5.16761,5.68688,5.68688,804_2621,3,0,3,2.60751
81,0,1,40,1,transit,AM,0,5.68688,5167.61,4;602;614;674;718,1;164;170;201;224;40,,0.130831,1;164;170;201;224;40,4;602;614;674;718,3.21169,5.16761,5.68688,5.68688,800_2612,3,0,3,0.392493
82,0,1,41,1,transit,AM,0,14.4807,13421.3,10;859;880;876;868;891,1;296;307;305;301;313;41,,1,1;296;307;305;301;313;41,10;859;880;876;868;891,8.34138,13.4213,14.4807,14.4807,1564_4384,7,0,7,7
83,6,1,43,4,transit,AM,0,38.1575,35643.8,11;1028;1074;1050;1057;1063;1040;1030;1034;1052;1038;1044;1042;1072;1067;1068,1;383;406;394;398;401;389;384;386;395;388;391;390;405;403;404;43,,0.182617,1;383;406;394;398;401;389;384;386;395;388;391;390;405;403;404;43,11;1028;1074;1050;1057;1063;1040;1030;1034;1052;1038;1044;1042;1072;1067;1068,22.1528,35.6438,38.1574,38.1575,5961_15770,11,0,11,2.00879
84,2,1,43,3,transit,AM,0,38.1575,35643.8,3;386;527;442;466;494;418;392;404;448;412;436;424;515;506;509,1;53;125;81;93;107;69;56;62;84;66;78;72;119;113;116;43,,0.0558212,1;53;125;81;93;107;69;56;62;84;66;78;72;119;113;116;43,3;386;527;442;466;494;418;392;404;448;412;436;424;515;506;509,22.1528,35.6438,38.1574,38.1575,1338_6782,11,0,11,0.614033
85,1,1,43,2,transit,AM,0,38.1575,35643.8,2;384;525;440;464;492;416;390;402;446;410;434;422;513;504;508,1;52;124;80;92;106;68;55;61;83;65;77;71;118;112;115;43,,0.143564,1;52;124;80;92;106;68;55;61;83;65;77;71;118;112;115;43,2;384;525;440;464;492;416;390;402;446;410;434;422;513;504;508,22.1528,35.6438,38.1574,38.1575,1323_6752,11,0,11,1.5792
86,0,1,43,1,transit,AM,0,38.1575,35643.8,1;382;523;438;462;490;414;388;400;444;408;432;420;511;502;507,1;51;123;79;91;105;67;54;60;82;64;76;70;117;111;114;43,,0.617998,1;51;123;79;91;105;67;54;60;82;64;76;70;117;111;114;43,1;382;523;438;462;490;414;388;400;444;408;432;420;511;502;507,22.1528,35.6438,38.1574,38.1575,1308_6722,11,0,11,6.79798
87,0,1,44,1,transit,AM,0,28.7819,26844.1,10;859;880;876;868;892;865;878;893,1;296;307;305;301;313;299;306;314;44,,1,1;296;307;305;301;313;299;306;314;44,10;859;880;876;868;892;865;878;893,16.6837,26.8441,28.7819,28.7819,2486_7021,3,0,3,3
88,6,1,45,4,transit,AM,0,30.6062,28556.3,11;1028;1074;1050;1057;1063;1040;1030;1034;1052;1038;1044;1042;1071,1;383;406;394;398;401;389;384;386;395;388;391;390;405;45,,0.182617,1;383;406;394;398;401;389;384;386;395;388;391;390;405;45,11;1028;1074;1050;1057;1063;1040;1030;1034;1052;1038;1044;1042;1071,17.7478,28.5563,30.6061,30.6062,5156_13634,2,0,2,0.365234
89,2,1,45,3,transit,AM,0,30.6062,28556.3,3;386;527;442;466;494;418;392;404;448;412;436;424;514,1;53;125;81;93;107;69;56;62;84;66;78;72;119;45,,0.0558212,1;53;125;81;93;107;69;56;62;84;66;78;72;119;45,3;386;527;442;466;494;418;392;404;448;412;436;424;514,17.7478,28.5563,30.6061,30.6062,1111_5766,2,0,2,0.111642
90,1,1,45,2,transit,AM,0,30.6062,28556.3,2;384;525;440;464;492;416;390;402;446;410;434;422;512,1;52;124;80;92;106;68;55;61;83;65;77;71;118;45,,0.143564,1;52;124;80;92;106;68;55;61;83;65;77;71;118;45,2;384;525;440;464;492;416;390;402;446;410;434;422;512,17.7478,28.5563,30.6061,30.6062,1098_5739,2,0,2,0.287127
91,0,1,45,1,transit,AM,0,30.6062,28556.3,1;382;523;438;462;490;414;388;400;444;408;432;420;510,1;51;123;79;91;105;67;54;60;82;64;76;70;117;45,,0.617998,1;51;123;79;91;105;67;54;60;82;64;76;70;117;45,1;382;523;438;462;490;414;388;400;444;408;432;420;510,17.7478,28.5563,30.6061,30.6062,1085_5712,2,0,2,1.236
92,0,1,46,1,transit,AM,0,35.1617,32832.1,10;859;880;876;868;892;865;878;894;895,1;296;307;305;301;313;299;306;314;315;46,,1,1;296;307;305;301;313;299;306;314;315;46,10;859;880;876;868;892;865;878;894;895,20.4053,32.8321,35.1617,35.1617,2803_7917,1,0,1,1
93,0,1,47,1,transit,AM,0,48.0603,44938.4,10;859;880;876;868;892;865;878;894;896;874;897,1;296;307;305;301;313;299;306;314;315;304;316;47,,1,1;296;307;305;301;313;299;306;314;315;304;316;47,10;859;880;876;868;892;865;878;894;896;874;897,27.9294,44.9384,48.0603,48.0603,3424_9689,1,0,1,1
94,1,1,48,2,transit,AM,0,24.5069,22831.8,5;604;616;676;721;694;670;738,1;165;171;202;225;211;199;234;48,,0.869169,1;165;171;202;225;211;199;234;48,5;604;616;676;721;694;670;738,14.19,22.8318,24.5069,24.5069,1456_4724,5,0,5,4.34585
95,0,1,48,1,transit,AM,0,24.5069,22831.8,4;602;614;674;719;692;668;736,1;164;170;201;224;210;198;233;48,,0.130831,1;164;170;201;224;210;198;233;48,4;602;614;674;719;692;668;736,14.19,22.8318,24.5069,24.5069,1449_4709,5,0,5,0.654155
96,7,1,50,4,transit,AM,0,2.42245,2103.63,11;1028;1073,1;383;406;50,,0.15625,1;383;406;50,11;1028;1073,1.30742,2.10363,2.42243,2.42245,840_2112,5,0,5,0.78125
