route_key,mode,o_zone_id,d_zone_id,volume,total_distance_mile,total_distance_km,straight_line_distance_mile,straight_line_distance_km,distance_ratio,total_free_flow_travel_time,total_congestion_travel_time,google_maps_http_link,WKT_geometry
7_27_transit,transit,7,27,17,10.4842,16.8691,9.03083,14.5306,1.16094,24.8569,24.8607,"https://www.google.com/maps/dir/37.721758,-122.447510/37.600199,-122.386840/","LINESTRING(-122.447510 37.721758,-122.447610 37.721658,-122.469094 37.706204,-122.466267 37.684542,-122.444354 37.664337,-122.416484 37.637620,-122.391995 37.615923,-122.386940 37.600099,-122.386840 37.600199)"
7_29_transit,transit,7,29,116,5.54873,8.92791,5.29159,8.51417,1.04859,12.8565,13.1879,"https://www.google.com/maps/dir/37.721758,-122.447510/37.789213,-122.401642/","LINESTRING(-122.447510 37.721758,-122.447610 37.721658,-122.433657 37.733169,-122.418618 37.752322,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.401642 37.789213)"
7_38_transit,transit,7,38,120,5.10364,8.21175,4.86667,7.83048,1.04869,11.8555,11.901,"https://www.google.com/maps/dir/37.721758,-122.447510/37.784645,-122.407387/","LINESTRING(-122.447510 37.721758,-122.447610 37.721658,-122.433657 37.733169,-122.418618 37.752322,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.407387 37.784645)"
8_1_transit,transit,8,1,24,10.8861,17.5158,10.8199,17.4092,1.00612,18.8555,18.8608,"https://www.google.com/maps/dir/37.696938,-122.126431/37.803471,-122.271589/","LINESTRING(-122.126431 37.696938,-122.126531 37.696838,-122.160813 37.721706,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.271689 37.803371,-122.271589 37.803471)"
8_2_transit,transit,8,2,18,20.0215,32.2146,16.708,26.8832,1.19832,35.8606,39.0764,"https://www.google.com/maps/dir/37.696938,-122.126431/37.765176,-122.419755/","LINESTRING(-122.126431 37.696938,-122.126531 37.696838,-122.160813 37.721706,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.419755 37.765176)"
8_3_transit,transit,8,3,13,11.2398,18.0848,10.9259,17.5798,1.02873,19.8565,19.8619,"https://www.google.com/maps/dir/37.696938,-122.126431/37.808060,-122.268722/","LINESTRING(-122.126431 37.696938,-122.126531 37.696838,-122.160813 37.721706,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.271689 37.803371,-122.268822 37.807960,-122.268722 37.808060)"
8_11_transit,transit,8,11,35,18.9841,30.5455,16.709,26.8848,1.13616,33.8596,37.0745,"https://www.google.com/maps/dir/37.696938,-122.126431/37.779450,-122.413879/","LINESTRING(-122.126431 37.696938,-122.126531 37.696838,-122.160813 37.721706,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.413879 37.779450)"
8_19_transit,transit,8,19,77,17.6835,28.4528,16.2024,26.0697,1.09141,28.8566,31.9739,"https://www.google.com/maps/dir/37.696938,-122.126431/37.792789,-122.397080/","LINESTRING(-122.126431 37.696938,-122.126531 37.696838,-122.160813 37.721706,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.397080 37.792789)"
8_20_transit,transit,8,20,11,12.7399,20.4986,12.6501,20.354,1.0071,18.8551,18.8655,"https://www.google.com/maps/dir/37.696938,-122.126431/37.557513,-121.976605/","LINESTRING(-122.126431 37.696938,-122.126531 37.696838,-122.087041 37.669631,-122.057258 37.634263,-122.017330 37.590665,-121.976705 37.557413,-121.976605 37.557513)"
8_21_transit,transit,8,21,13,7.6063,12.2385,7.5802,12.1965,1.00344,11.8536,11.8567,"https://www.google.com/maps/dir/37.696938,-122.126431/37.774873,-122.224067/","LINESTRING(-122.126431 37.696938,-122.126531 37.696838,-122.160813 37.721706,-122.196798 37.753504,-122.224167 37.774773,-122.224067 37.774873)"
8_29_transit,transit,8,29,66,18.0344,29.0174,16.3325,26.2791,1.1042,29.8576,33.0456,"https://www.google.com/maps/dir/37.696938,-122.126431/37.789213,-122.401642/","LINESTRING(-122.126431 37.696938,-122.126531 37.696838,-122.160813 37.721706,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.401642 37.789213)"
8_38_transit,transit,8,38,33,18.4795,29.7336,16.5039,26.5548,1.1197,31.8586,35.0691,"https://www.google.com/maps/dir/37.696938,-122.126431/37.784645,-122.407387/","LINESTRING(-122.126431 37.696938,-122.126531 37.696838,-122.160813 37.721706,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.407387 37.784645)"
8_46_transit,transit,8,46,11,9.54118,15.3518,9.46094,15.2227,1.00848,13.854,13.8633,"https://www.google.com/maps/dir/37.696938,-122.126431/37.590765,-122.017230/","LINESTRING(-122.126431 37.696938,-122.126531 37.696838,-122.087041 37.669631,-122.057258 37.634263,-122.017330 37.590665,-122.017230 37.590765)"
9_3_transit,transit,9,3,17,38.2038,61.4699,37.2546,59.9426,1.02548,55.8642,55.8781,"https://www.google.com/maps/dir/37.368495,-121.874661/37.808060,-122.268722/","LINESTRING(-121.874661 37.368495,-121.874761 37.368395,-121.890903 37.409736,-121.939458 37.502207,-121.976705 37.557413,-122.017330 37.590665,-122.057258 37.634263,-122.087041 37.669631,-122.126531 37.696838,-122.160813 37.721706,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.271689 37.803371,-122.268822 37.807960,-122.268722 37.808060)"
9_19_transit,transit,9,19,26,44.6475,71.8379,40.9601,65.9048,1.09003,64.8643,68.107,"https://www.google.com/maps/dir/37.368495,-121.874661/37.792789,-122.397080/","LINESTRING(-121.874661 37.368495,-121.874761 37.368395,-121.890903 37.409736,-121.939458 37.502207,-121.976705 37.557413,-122.017330 37.590665,-122.057258 37.634263,-122.087041 37.669631,-122.126531 37.696838,-122.160813 37.721706,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.397080 37.792789)"
9_29_transit,transit,9,29,16,44.9985,72.4025,40.9597,65.9042,1.0986,65.8653,69.151,"https://www.google.com/maps/dir/37.368495,-121.874661/37.789213,-122.401642/","LINESTRING(-121.874661 37.368495,-121.874761 37.368395,-121.890903 37.409736,-121.939458 37.502207,-121.976705 37.557413,-122.017330 37.590665,-122.057258 37.634263,-122.087041 37.669631,-122.126531 37.696838,-122.160813 37.721706,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.401642 37.789213)"
10_11_transit,transit,10,11,35,21.7954,35.0688,19.4727,31.3316,1.11928,37.8606,42.3467,"https://www.google.com/maps/dir/37.690776,-122.075615/37.779450,-122.413879/","LINESTRING(-122.075615 37.690776,-122.075715 37.690676,-122.126531 37.696838,-122.160813 37.721706,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.413879 37.779450)"
10_19_transit,transit,10,19,34,20.4948,32.9761,18.9257,30.4515,1.08291,32.8576,37.2733,"https://www.google.com/maps/dir/37.690776,-122.075615/37.792789,-122.397080/","LINESTRING(-122.075615 37.690776,-122.075715 37.690676,-122.126531 37.696838,-122.160813 37.721706,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.397080 37.792789)"
10_29_transit,transit,10,29,42,20.8457,33.5408,19.0681,30.6806,1.09322,34.8586,39.3301,"https://www.google.com/maps/dir/37.690776,-122.075615/37.789213,-122.401642/","LINESTRING(-122.075615 37.690776,-122.075715 37.690676,-122.126531 37.696838,-122.160813 37.721706,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.401642 37.789213)"
10_38_transit,transit,10,38,18,21.2908,34.2569,19.2536,30.9791,1.10581,36.8596,41.3428,"https://www.google.com/maps/dir/37.690776,-122.075615/37.784645,-122.407387/","LINESTRING(-122.075615 37.690776,-122.075715 37.690676,-122.126531 37.696838,-122.160813 37.721706,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.407387 37.784645)"
11_1_transit,transit,11,1,13,8.23755,13.2542,7.94453,12.7827,1.03688,15.8553,15.8673,"https://www.google.com/maps/dir/37.779450,-122.413879/37.803471,-122.271589/","LINESTRING(-122.413879 37.779450,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.271589 37.803471)"
11_3_transit,transit,11,3,20,8.59122,13.8233,8.16833,13.1428,1.05177,17.8563,18.0522,"https://www.google.com/maps/dir/37.779450,-122.413879/37.808060,-122.268722/","LINESTRING(-122.413879 37.779450,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.268822 37.807960,-122.268722 37.808060)"
11_4_transit,transit,11,4,24,1.93897,3.1198,1.88459,3.0323,1.02886,4.85246,4.85461,"https://www.google.com/maps/dir/37.779450,-122.413879/37.752422,-122.418518/","LINESTRING(-122.413879 37.779450,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.418518 37.752422)"
11_7_transit,transit,11,7,18,4.59903,7.39984,4.38923,7.06227,1.0478,9.85453,9.85738,"https://www.google.com/maps/dir/37.779450,-122.413879/37.721758,-122.447510/","LINESTRING(-122.413879 37.779450,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.433657 37.733169,-122.447610 37.721658,-122.447510 37.721758)"
11_26_transit,transit,11,26,11,10.028,16.1351,8.7055,14.0071,1.15192,21.8573,22.0557,"https://www.google.com/maps/dir/37.779450,-122.413879/37.828814,-122.267163/","LINESTRING(-122.413879 37.779450,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.267163 37.828814)"
11_43_transit,transit,11,43,15,13.9376,22.4256,11.3556,18.2712,1.22737,29.8598,29.863,"https://www.google.com/maps/dir/37.779450,-122.413879/37.616023,-122.391895/","LINESTRING(-122.413879 37.779450,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.433657 37.733169,-122.447610 37.721658,-122.469094 37.706204,-122.466267 37.684542,-122.444354 37.664337,-122.416484 37.637620,-122.391995 37.615923,-122.391895 37.616023)"
11_50_transit,transit,11,50,11,6.94747,11.1785,6.71769,10.8088,1.0342,11.8543,11.8659,"https://www.google.com/maps/dir/37.779450,-122.413879/37.804923,-122.295144/","LINESTRING(-122.413879 37.779450,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.295144 37.804923)"
12_2_transit,transit,12,2,18,6.65415,10.7065,6.11525,9.83944,1.08812,14.8556,14.8765,"https://www.google.com/maps/dir/37.684642,-122.466167/37.765176,-122.419755/","LINESTRING(-122.466167 37.684642,-122.466267 37.684542,-122.469094 37.706204,-122.447610 37.721658,-122.433657 37.733169,-122.418618 37.752322,-122.419855 37.765076,-122.419755 37.765176)"
12_11_transit,transit,12,11,34,7.6915,12.3756,7.14671,11.4991,1.07623,17.8566,17.8809,"https://www.google.com/maps/dir/37.684642,-122.466167/37.779450,-122.413879/","LINESTRING(-122.466167 37.684642,-122.466267 37.684542,-122.469094 37.706204,-122.447610 37.721658,-122.433657 37.733169,-122.418618 37.752322,-122.419855 37.765076,-122.413979 37.779350,-122.413879 37.779450)"
12_19_transit,transit,12,19,34,8.99212,14.4683,8.37172,13.4701,1.07411,21.8596,21.8876,"https://www.google.com/maps/dir/37.684642,-122.466167/37.792789,-122.397080/","LINESTRING(-122.466167 37.684642,-122.466267 37.684542,-122.469094 37.706204,-122.447610 37.721658,-122.433657 37.733169,-122.418618 37.752322,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.397080 37.792789)"
12_29_transit,transit,12,29,54,8.6412,13.9037,8.03959,12.9357,1.07483,20.8586,20.8838,"https://www.google.com/maps/dir/37.684642,-122.466167/37.789213,-122.401642/","LINESTRING(-122.466167 37.684642,-122.466267 37.684542,-122.469094 37.706204,-122.447610 37.721658,-122.433657 37.733169,-122.418618 37.752322,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.401642 37.789213)"
12_38_transit,transit,12,38,32,8.19611,13.1875,7.61967,12.26,1.07565,18.8576,18.8824,"https://www.google.com/maps/dir/37.684642,-122.466167/37.784645,-122.407387/","LINESTRING(-122.466167 37.684642,-122.466267 37.684542,-122.469094 37.706204,-122.447610 37.721658,-122.433657 37.733169,-122.418618 37.752322,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.407387 37.784645)"
12_43_transit,transit,12,43,16,6.26373,10.0783,6.24398,10.0466,1.00316,11.854,11.8541,"https://www.google.com/maps/dir/37.684642,-122.466167/37.616023,-122.391895/","LINESTRING(-122.466167 37.684642,-122.466267 37.684542,-122.444354 37.664337,-122.416484 37.637620,-122.391995 37.615923,-122.391895 37.616023)"
13_11_transit,transit,13,11,19,13.4922,21.7089,11.996,19.3016,1.12472,25.8575,29.5387,"https://www.google.com/maps/dir/37.753604,-122.196698/37.779450,-122.413879/","LINESTRING(-122.196698 37.753604,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.413879 37.779450)"
13_19_transit,transit,13,19,28,12.1915,19.6162,11.2738,18.1395,1.08141,20.8544,24.4653,"https://www.google.com/maps/dir/37.753604,-122.196698/37.792789,-122.397080/","LINESTRING(-122.196698 37.753604,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.397080 37.792789)"
13_29_transit,transit,13,29,30,12.5425,20.1808,11.4605,18.4399,1.09441,22.8554,25.8731,"https://www.google.com/maps/dir/37.753604,-122.196698/37.789213,-122.401642/","LINESTRING(-122.196698 37.753604,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.401642 37.789213)"
13_38_transit,transit,13,38,22,12.9876,20.897,11.7055,18.8342,1.10952,24.8564,27.8966,"https://www.google.com/maps/dir/37.753604,-122.196698/37.784645,-122.407387/","LINESTRING(-122.196698 37.753604,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.407387 37.784645)"
14_1_transit,transit,14,1,28,19.3338,31.1081,17.6993,28.4781,1.09235,31.8579,33.1053,"https://www.google.com/maps/dir/37.973773,-122.029126/37.803471,-122.271589/","LINESTRING(-122.029126 37.973773,-122.029226 37.973673,-122.056115 37.928363,-122.067479 37.905712,-122.124744 37.893120,-122.183817 37.878403,-122.251371 37.844695,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.271589 37.803471)"
14_2_transit,transit,14,2,13,28.5911,46.003,25.7233,41.3888,1.11149,50.864,53.9505,"https://www.google.com/maps/dir/37.973773,-122.029126/37.765176,-122.419755/","LINESTRING(-122.029126 37.973773,-122.029226 37.973673,-122.056115 37.928363,-122.067479 37.905712,-122.124744 37.893120,-122.183817 37.878403,-122.251371 37.844695,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.419755 37.765176)"
14_3_transit,transit,14,3,40,18.9801,30.539,17.3719,27.9513,1.09258,30.8569,32.0171,"https://www.google.com/maps/dir/37.973773,-122.029126/37.808060,-122.268722/","LINESTRING(-122.029126 37.973773,-122.029226 37.973673,-122.056115 37.928363,-122.067479 37.905712,-122.124744 37.893120,-122.183817 37.878403,-122.251371 37.844695,-122.267263 37.828714,-122.268822 37.807960,-122.268722 37.808060)"
14_4_transit,transit,14,4,15,29.4751,47.4254,26.1739,42.1138,1.12612,52.865,55.9519,"https://www.google.com/maps/dir/37.973773,-122.029126/37.752422,-122.418518/","LINESTRING(-122.029126 37.973773,-122.029226 37.973673,-122.056115 37.928363,-122.067479 37.905712,-122.124744 37.893120,-122.183817 37.878403,-122.251371 37.844695,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.418518 37.752422)"
14_11_transit,transit,14,11,55,27.5537,44.3339,24.9117,40.0829,1.10606,48.863,51.9486,"https://www.google.com/maps/dir/37.973773,-122.029126/37.779450,-122.413879/","LINESTRING(-122.029126 37.973773,-122.029226 37.973673,-122.056115 37.928363,-122.067479 37.905712,-122.124744 37.893120,-122.183817 37.878403,-122.251371 37.844695,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.413879 37.779450)"
14_19_transit,transit,14,19,79,26.2531,42.2412,23.6433,38.0421,1.11038,43.8599,46.8762,"https://www.google.com/maps/dir/37.973773,-122.029126/37.792789,-122.397080/","LINESTRING(-122.029126 37.973773,-122.029226 37.973673,-122.056115 37.928363,-122.067479 37.905712,-122.124744 37.893120,-122.183817 37.878403,-122.251371 37.844695,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.397080 37.792789)"
14_24_transit,transit,14,24,13,8.40008,13.5157,7.62058,12.2615,1.10229,13.8527,14.1531,"https://www.google.com/maps/dir/37.973773,-122.029126/37.893220,-122.124644/","LINESTRING(-122.029126 37.973773,-122.029226 37.973673,-122.056115 37.928363,-122.067479 37.905712,-122.124744 37.893120,-122.124644 37.893220)"
14_26_transit,transit,14,26,20,17.5433,28.2272,16.3933,26.3768,1.07015,26.8559,27.7177,"https://www.google.com/maps/dir/37.973773,-122.029126/37.828814,-122.267163/","LINESTRING(-122.029126 37.973773,-122.029226 37.973673,-122.056115 37.928363,-122.067479 37.905712,-122.124744 37.893120,-122.183817 37.878403,-122.251371 37.844695,-122.267263 37.828714,-122.267163 37.828814)"
14_29_transit,transit,14,29,61,26.604,42.8059,23.9857,38.593,1.10916,44.8609,47.9222,"https://www.google.com/maps/dir/37.973773,-122.029126/37.789213,-122.401642/","LINESTRING(-122.029126 37.973773,-122.029226 37.973673,-122.056115 37.928363,-122.067479 37.905712,-122.124744 37.893120,-122.183817 37.878403,-122.251371 37.844695,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.401642 37.789213)"
14_38_transit,transit,14,38,25,27.0491,43.522,24.4196,39.2912,1.10768,46.862,49.9412,"https://www.google.com/maps/dir/37.973773,-122.029126/37.784645,-122.407387/","LINESTRING(-122.029126 37.973773,-122.029226 37.973673,-122.056115 37.928363,-122.067479 37.905712,-122.124744 37.893120,-122.183817 37.878403,-122.251371 37.844695,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.407387 37.784645)"
14_40_transit,transit,14,40,12,16.139,25.9677,15.0356,24.1923,1.07339,23.8548,24.5379,"https://www.google.com/maps/dir/37.973773,-122.029126/37.844795,-122.251271/","LINESTRING(-122.029126 37.973773,-122.029226 37.973673,-122.056115 37.928363,-122.067479 37.905712,-122.124744 37.893120,-122.183817 37.878403,-122.251371 37.844695,-122.251271 37.844795)"
14_48_transit,transit,14,48,23,5.15829,8.2997,5.13757,8.26635,1.00403,8.85169,9.02371,"https://www.google.com/maps/dir/37.973773,-122.029126/37.905812,-122.067379/","LINESTRING(-122.029126 37.973773,-122.029226 37.973673,-122.056115 37.928363,-122.067479 37.905712,-122.067379 37.905812)"
15_1_transit,transit,15,1,21,14.4065,23.18,12.703,20.4391,1.1341,29.8605,29.8895,"https://www.google.com/maps/dir/37.706304,-122.468994/37.803471,-122.271589/","LINESTRING(-122.468994 37.706304,-122.469094 37.706204,-122.447610 37.721658,-122.433657 37.733169,-122.418618 37.752322,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.271589 37.803471)"
15_2_transit,transit,15,2,31,5.14916,8.28501,4.87701,7.84711,1.0558,10.8546,10.8924,"https://www.google.com/maps/dir/37.706304,-122.468994/37.765176,-122.419755/","LINESTRING(-122.468994 37.706304,-122.469094 37.706204,-122.447610 37.721658,-122.433657 37.733169,-122.418618 37.752322,-122.419855 37.765076,-122.419755 37.765176)"
15_4_transit,transit,15,4,21,4.26517,6.86266,4.21453,6.78118,1.01202,8.85362,8.88115,"https://www.google.com/maps/dir/37.706304,-122.468994/37.752422,-122.418518/","LINESTRING(-122.468994 37.706304,-122.469094 37.706204,-122.447610 37.721658,-122.433657 37.733169,-122.418618 37.752322,-122.418518 37.752422)"
15_7_transit,transit,15,7,13,1.60511,2.58263,1.58717,2.55375,1.01131,3.85169,3.85624,"https://www.google.com/maps/dir/37.706304,-122.468994/37.721758,-122.447510/","LINESTRING(-122.468994 37.706304,-122.469094 37.706204,-122.447610 37.721658,-122.447510 37.721758)"
15_11_transit,transit,15,11,129,6.18652,9.95411,5.88308,9.46587,1.05158,12.8556,13.0402,"https://www.google.com/maps/dir/37.706304,-122.468994/37.779450,-122.413879/","LINESTRING(-122.468994 37.706304,-122.469094 37.706204,-122.447610 37.721658,-122.433657 37.733169,-122.418618 37.752322,-122.419855 37.765076,-122.413979 37.779350,-122.413879 37.779450)"
15_19_transit,transit,15,19,118,7.48714,12.0468,7.15147,11.5067,1.04694,17.8585,18.0542,"https://www.google.com/maps/dir/37.706304,-122.468994/37.792789,-122.397080/","LINESTRING(-122.468994 37.706304,-122.469094 37.706204,-122.447610 37.721658,-122.433657 37.733169,-122.418618 37.752322,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.397080 37.792789)"
15_27_transit,transit,15,27,15,8.89675,14.3149,8.59906,13.8359,1.03462,20.856,20.8589,"https://www.google.com/maps/dir/37.706304,-122.468994/37.600199,-122.386840/","LINESTRING(-122.468994 37.706304,-122.469094 37.706204,-122.466267 37.684542,-122.444354 37.664337,-122.416484 37.637620,-122.391995 37.615923,-122.386940 37.600099,-122.386840 37.600199)"
15_29_transit,transit,15,29,142,7.13622,11.4822,6.80853,10.9549,1.04813,16.8575,16.9084,"https://www.google.com/maps/dir/37.706304,-122.468994/37.789213,-122.401642/","LINESTRING(-122.468994 37.706304,-122.469094 37.706204,-122.447610 37.721658,-122.433657 37.733169,-122.418618 37.752322,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.401642 37.789213)"
15_38_transit,transit,15,38,94,6.69113,10.766,6.37408,10.2559,1.04974,14.8565,14.9066,"https://www.google.com/maps/dir/37.706304,-122.468994/37.784645,-122.407387/","LINESTRING(-122.468994 37.706304,-122.469094 37.706204,-122.447610 37.721658,-122.433657 37.733169,-122.418618 37.752322,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.407387 37.784645)"
15_43_transit,transit,15,43,23,7.76871,12.4999,7.52963,12.1152,1.03175,16.8549,16.8551,"https://www.google.com/maps/dir/37.706304,-122.468994/37.616023,-122.391895/","LINESTRING(-122.468994 37.706304,-122.469094 37.706204,-122.466267 37.684542,-122.444354 37.664337,-122.416484 37.637620,-122.391995 37.615923,-122.391895 37.616023)"
16_11_transit,transit,16,11,18,12.8918,20.743,10.1274,16.295,1.27297,28.8592,45.2023,"https://www.google.com/maps/dir/37.870117,-122.268078/37.779450,-122.413879/","LINESTRING(-122.268078 37.870117,-122.268178 37.870017,-122.269850 37.852969,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.413879 37.779450)"
16_19_transit,transit,16,19,22,11.5912,18.6503,8.83778,14.22,1.31155,23.8562,39.7788,"https://www.google.com/maps/dir/37.870117,-122.268078/37.792789,-122.397080/","LINESTRING(-122.268078 37.870117,-122.268178 37.870017,-122.269850 37.852969,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.397080 37.792789)"
16_29_transit,transit,16,29,27,11.9421,19.2149,9.18572,14.7798,1.30008,24.8572,41.0208,"https://www.google.com/maps/dir/37.870117,-122.268078/37.789213,-122.401642/","LINESTRING(-122.268078 37.870117,-122.268178 37.870017,-122.269850 37.852969,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.401642 37.789213)"
16_38_transit,transit,16,38,11,12.3872,19.9311,9.62695,15.4898,1.28672,26.8582,43.1542,"https://www.google.com/maps/dir/37.870117,-122.268078/37.784645,-122.407387/","LINESTRING(-122.268078 37.870117,-122.268178 37.870017,-122.269850 37.852969,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.407387 37.784645)"
17_1_transit,transit,17,1,43,9.54557,15.3588,8.76623,14.1049,1.0889,20.857,30.3813,"https://www.google.com/maps/dir/37.925205,-122.316868/37.803471,-122.271589/","LINESTRING(-122.316868 37.925205,-122.316968 37.925105,-122.298995 37.902533,-122.283608 37.873932,-122.268178 37.870017,-122.269850 37.852969,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.271589 37.803471)"
17_2_transit,transit,17,2,29,18.8029,30.2538,12.4005,19.9524,1.5163,39.8631,57.6608,"https://www.google.com/maps/dir/37.925205,-122.316868/37.765176,-122.419755/","LINESTRING(-122.316868 37.925205,-122.316968 37.925105,-122.298995 37.902533,-122.283608 37.873932,-122.268178 37.870017,-122.269850 37.852969,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.419755 37.765176)"
17_3_transit,transit,17,3,33,9.1919,14.7898,8.50941,13.6916,1.08021,18.856,26.8924,"https://www.google.com/maps/dir/37.925205,-122.316868/37.808060,-122.268722/","LINESTRING(-122.316868 37.925205,-122.316968 37.925105,-122.298995 37.902533,-122.283608 37.873932,-122.268178 37.870017,-122.269850 37.852969,-122.267263 37.828714,-122.268822 37.807960,-122.268722 37.808060)"
