route_key,mode,o_zone_id,d_zone_id,volume,total_distance_mile,total_distance_km,straight_line_distance_mile,straight_line_distance_km,distance_ratio,total_free_flow_travel_time,total_congestion_travel_time,google_maps_http_link,WKT_geometry
17_4_transit,transit,17,4,19,19.6869,31.6762,13.1639,21.1807,1.49552,41.8641,59.6638,"https://www.google.com/maps/dir/37.925205,-122.316868/37.752422,-122.418518/","LINESTRING(-122.316868 37.925205,-122.316968 37.925105,-122.298995 37.902533,-122.283608 37.873932,-122.268178 37.870017,-122.269850 37.852969,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.418518 37.752422)"
17_6_transit,transit,17,6,19,6.07296,9.77139,5.60743,9.02236,1.08302,11.8539,11.9484,"https://www.google.com/maps/dir/37.925205,-122.316868/37.853069,-122.269750/","LINESTRING(-122.316868 37.925205,-122.316968 37.925105,-122.298995 37.902533,-122.283608 37.873932,-122.268178 37.870017,-122.269850 37.852969,-122.269750 37.853069)"
17_11_transit,transit,17,11,70,17.7655,28.5847,11.3768,18.3053,1.56155,37.8621,55.6541,"https://www.google.com/maps/dir/37.925205,-122.316868/37.779450,-122.413879/","LINESTRING(-122.316868 37.925205,-122.316968 37.925105,-122.298995 37.902533,-122.283608 37.873932,-122.268178 37.870017,-122.269850 37.852969,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.413879 37.779450)"
17_15_transit,transit,17,15,11,23.9344,38.5105,17.2542,27.762,1.38716,50.8672,68.6689,"https://www.google.com/maps/dir/37.925205,-122.316868/37.706304,-122.468994/","LINESTRING(-122.316868 37.925205,-122.316968 37.925105,-122.298995 37.902533,-122.283608 37.873932,-122.268178 37.870017,-122.269850 37.852969,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.433657 37.733169,-122.447610 37.721658,-122.469094 37.706204,-122.468994 37.706304)"
17_16_transit,transit,17,16,63,4.89127,7.87006,4.64371,7.47173,1.05331,9.85287,9.93861,"https://www.google.com/maps/dir/37.925205,-122.316868/37.870117,-122.268078/","LINESTRING(-122.316868 37.925205,-122.316968 37.925105,-122.298995 37.902533,-122.283608 37.873932,-122.268178 37.870017,-122.268078 37.870117)"
17_19_transit,transit,17,19,65,16.4649,26.492,10.1417,16.318,1.62349,32.859,50.2305,"https://www.google.com/maps/dir/37.925205,-122.316868/37.792789,-122.397080/","LINESTRING(-122.316868 37.925205,-122.316968 37.925105,-122.298995 37.902533,-122.283608 37.873932,-122.268178 37.870017,-122.269850 37.852969,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.397080 37.792789)"
17_26_transit,transit,17,26,20,7.75511,12.478,7.1906,11.5697,1.07851,14.855,14.9595,"https://www.google.com/maps/dir/37.925205,-122.316868/37.828814,-122.267163/","LINESTRING(-122.316868 37.925205,-122.316968 37.925105,-122.298995 37.902533,-122.283608 37.873932,-122.268178 37.870017,-122.269850 37.852969,-122.267263 37.828714,-122.267163 37.828814)"
17_29_transit,transit,17,29,71,16.8158,27.0566,10.4727,16.8505,1.60569,33.8601,51.4726,"https://www.google.com/maps/dir/37.925205,-122.316868/37.789213,-122.401642/","LINESTRING(-122.316868 37.925205,-122.316968 37.925105,-122.298995 37.902533,-122.283608 37.873932,-122.268178 37.870017,-122.269850 37.852969,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.401642 37.789213)"
17_38_transit,transit,17,38,45,17.2609,27.7728,10.8952,17.5304,1.58426,35.8611,53.6059,"https://www.google.com/maps/dir/37.925205,-122.316868/37.784645,-122.407387/","LINESTRING(-122.316868 37.925205,-122.316968 37.925105,-122.298995 37.902533,-122.283608 37.873932,-122.268178 37.870017,-122.269850 37.852969,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.407387 37.784645)"
18_11_transit,transit,18,11,55,31.4695,50.6344,28.6278,46.0622,1.09926,50.8626,55.5427,"https://www.google.com/maps/dir/37.701692,-121.899242/37.779450,-122.413879/","LINESTRING(-121.899242 37.701692,-121.899342 37.701592,-121.928401 37.699660,-122.075715 37.690676,-122.126531 37.696838,-122.160813 37.721706,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.413879 37.779450)"
18_19_transit,transit,18,19,112,30.1689,48.5417,27.9177,44.9195,1.08064,45.8595,50.4693,"https://www.google.com/maps/dir/37.701692,-121.899242/37.792789,-122.397080/","LINESTRING(-121.899242 37.701692,-121.899342 37.701592,-121.928401 37.699660,-122.075715 37.690676,-122.126531 37.696838,-122.160813 37.721706,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.397080 37.792789)"
18_29_transit,transit,18,29,75,30.5198,49.1064,28.107,45.2241,1.08584,47.8605,52.5262,"https://www.google.com/maps/dir/37.701692,-121.899242/37.789213,-122.401642/","LINESTRING(-121.899242 37.701692,-121.899342 37.701592,-121.928401 37.699660,-122.075715 37.690676,-122.126531 37.696838,-122.160813 37.721706,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.401642 37.789213)"
18_38_transit,transit,18,38,33,30.9649,49.8225,28.3489,45.6134,1.09228,49.8616,54.5388,"https://www.google.com/maps/dir/37.701692,-121.899242/37.784645,-122.407387/","LINESTRING(-121.899242 37.701692,-121.899342 37.701592,-121.928401 37.699660,-122.075715 37.690676,-122.126531 37.696838,-122.160813 37.721706,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.407387 37.784645)"
19_1_transit,transit,19,1,33,6.93693,11.1615,6.891,11.0876,1.00667,11.8523,11.8538,"https://www.google.com/maps/dir/37.792789,-122.397080/37.803471,-122.271589/","LINESTRING(-122.397080 37.792789,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.271589 37.803471)"
19_3_transit,transit,19,3,28,7.2906,11.7306,7.08666,11.4024,1.02878,12.8533,12.8535,"https://www.google.com/maps/dir/37.792789,-122.397080/37.808060,-122.268722/","LINESTRING(-122.397080 37.792789,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.268822 37.807960,-122.268722 37.808060)"
19_4_transit,transit,19,4,13,3.23959,5.2125,3.02491,4.86708,1.07097,9.85543,9.9377,"https://www.google.com/maps/dir/37.792789,-122.397080/37.752422,-122.418518/","LINESTRING(-122.397080 37.792789,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.418518 37.752422)"
19_11_transit,transit,19,11,23,1.31824,2.12104,1.30035,2.09226,1.01376,5.85337,5.93348,"https://www.google.com/maps/dir/37.792789,-122.397080/37.779450,-122.413879/","LINESTRING(-122.397080 37.792789,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.413879 37.779450)"
19_16_transit,transit,19,16,11,11.5912,18.6503,8.83778,14.22,1.31155,22.8562,22.8862,"https://www.google.com/maps/dir/37.792789,-122.397080/37.870117,-122.268078/","LINESTRING(-122.397080 37.792789,-122.397180 37.792689,-122.295244 37.804823,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.269850 37.852969,-122.268178 37.870017,-122.268078 37.870117)"
19_50_transit,transit,19,50,13,5.64685,9.08577,5.62808,9.05558,1.00333,7.85131,7.85177,"https://www.google.com/maps/dir/37.792789,-122.397080/37.804923,-122.295144/","LINESTRING(-122.397080 37.792789,-122.397180 37.792689,-122.295244 37.804823,-122.295144 37.804923)"
20_3_transit,transit,20,3,20,23.9621,38.555,23.5548,37.8997,1.01729,37.8608,37.8729,"https://www.google.com/maps/dir/37.557513,-121.976605/37.808060,-122.268722/","LINESTRING(-121.976605 37.557513,-121.976705 37.557413,-122.017330 37.590665,-122.057258 37.634263,-122.087041 37.669631,-122.126531 37.696838,-122.160813 37.721706,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.271689 37.803371,-122.268822 37.807960,-122.268722 37.808060)"
20_9_transit,transit,20,9,15,14.2594,22.9433,14.2064,22.8582,1.00373,19.8548,19.8548,"https://www.google.com/maps/dir/37.557513,-121.976605/37.368495,-121.874661/","LINESTRING(-121.976605 37.557513,-121.976705 37.557413,-121.939458 37.502207,-121.890903 37.409736,-121.874761 37.368395,-121.874661 37.368495)"
20_11_transit,transit,20,11,15,31.7064,51.0157,28.4094,45.7107,1.11606,51.8639,55.1647,"https://www.google.com/maps/dir/37.557513,-121.976605/37.779450,-122.413879/","LINESTRING(-121.976605 37.557513,-121.976705 37.557413,-122.017330 37.590665,-122.057258 37.634263,-122.087041 37.669631,-122.126531 37.696838,-122.160813 37.721706,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.413879 37.779450)"
20_19_transit,transit,20,19,43,30.4058,48.923,28.1605,45.3102,1.07973,46.8609,50.1018,"https://www.google.com/maps/dir/37.557513,-121.976605/37.792789,-122.397080/","LINESTRING(-121.976605 37.557513,-121.976705 37.557413,-122.017330 37.590665,-122.057258 37.634263,-122.087041 37.669631,-122.126531 37.696838,-122.160813 37.721706,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.397080 37.792789)"
20_29_transit,transit,20,29,28,30.7567,49.4876,28.2241,45.4126,1.08973,47.8619,51.1458,"https://www.google.com/maps/dir/37.557513,-121.976605/37.789213,-122.401642/","LINESTRING(-121.976605 37.557513,-121.976705 37.557413,-122.017330 37.590665,-122.057258 37.634263,-122.087041 37.669631,-122.126531 37.696838,-122.160813 37.721706,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.401642 37.789213)"
21_2_transit,transit,21,2,23,12.4328,20.0044,10.7089,17.2306,1.16098,24.8574,27.694,"https://www.google.com/maps/dir/37.774873,-122.224067/37.765176,-122.419755/","LINESTRING(-122.224067 37.774873,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.419755 37.765176)"
21_4_transit,transit,21,4,18,13.3168,21.4267,10.734,17.2709,1.24062,26.8585,29.6951,"https://www.google.com/maps/dir/37.774873,-122.224067/37.752422,-122.418518/","LINESTRING(-122.224067 37.774873,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.418518 37.752422)"
21_11_transit,transit,21,11,65,11.3955,18.3353,10.3708,16.6866,1.0988,21.8564,25.1304,"https://www.google.com/maps/dir/37.774873,-122.224067/37.779450,-122.413879/","LINESTRING(-122.224067 37.774873,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.413879 37.779450)"
21_13_transit,transit,21,13,11,2.11434,3.40197,2.09629,3.37294,1.00861,3.85146,3.85283,"https://www.google.com/maps/dir/37.774873,-122.224067/37.753604,-122.196698/","LINESTRING(-122.224067 37.774873,-122.224167 37.774773,-122.196798 37.753504,-122.196698 37.753604)"
21_15_transit,transit,21,15,14,17.5644,28.261,14.1964,22.842,1.23724,35.8616,38.6983,"https://www.google.com/maps/dir/37.774873,-122.224067/37.706304,-122.468994/","LINESTRING(-122.224067 37.774873,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.433657 37.733169,-122.447610 37.721658,-122.469094 37.706204,-122.468994 37.706304)"
21_16_transit,transit,21,16,15,7.95172,12.7943,7.00548,11.2718,1.13507,18.8562,18.8587,"https://www.google.com/maps/dir/37.774873,-122.224067/37.870117,-122.268078/","LINESTRING(-122.224067 37.774873,-122.224167 37.774773,-122.265332 37.797257,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.269850 37.852969,-122.268178 37.870017,-122.268078 37.870117)"
21_17_transit,transit,21,17,12,12.8254,20.636,11.5553,18.5925,1.10991,26.8591,26.8616,"https://www.google.com/maps/dir/37.774873,-122.224067/37.925205,-122.316868/","LINESTRING(-122.224067 37.774873,-122.224167 37.774773,-122.265332 37.797257,-122.271689 37.803371,-122.268822 37.807960,-122.267263 37.828714,-122.269850 37.852969,-122.268178 37.870017,-122.283608 37.873932,-122.298995 37.902533,-122.316968 37.925105,-122.316868 37.925205)"
21_18_transit,transit,21,18,16,20.0917,32.3275,18.4548,29.6938,1.08869,28.8566,28.8599,"https://www.google.com/maps/dir/37.774873,-122.224067/37.701692,-121.899242/","LINESTRING(-122.224067 37.774873,-122.224167 37.774773,-122.196798 37.753504,-122.160813 37.721706,-122.126531 37.696838,-122.075715 37.690676,-121.928401 37.699660,-121.899342 37.701592,-121.899242 37.701692)"
21_19_transit,transit,21,19,77,10.0948,16.2426,9.52847,15.3313,1.05944,16.8534,20.057,"https://www.google.com/maps/dir/37.774873,-122.224067/37.792789,-122.397080/","LINESTRING(-122.224067 37.774873,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.397080 37.792789)"
21_20_transit,transit,21,20,12,20.3286,32.7087,20.2172,32.5295,1.00551,30.8579,30.875,"https://www.google.com/maps/dir/37.774873,-122.224067/37.557513,-121.976605/","LINESTRING(-122.224067 37.774873,-122.224167 37.774773,-122.196798 37.753504,-122.160813 37.721706,-122.126531 37.696838,-122.087041 37.669631,-122.057258 37.634263,-122.017330 37.590665,-121.976705 37.557413,-121.976605 37.557513)"
21_29_transit,transit,21,29,52,10.4458,16.8072,9.74756,15.6838,1.07163,18.8544,21.6632,"https://www.google.com/maps/dir/37.774873,-122.224067/37.789213,-122.401642/","LINESTRING(-122.224067 37.774873,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.401642 37.789213)"
21_38_transit,transit,21,38,57,10.8908,17.5234,10.0338,16.1445,1.08541,20.8554,23.6867,"https://www.google.com/maps/dir/37.774873,-122.224067/37.784645,-122.407387/","LINESTRING(-122.224067 37.774873,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.407387 37.784645)"
21_41_transit,transit,21,41,19,5.06337,8.14695,5.04224,8.11297,1.00419,7.85254,7.85452,"https://www.google.com/maps/dir/37.774873,-122.224067/37.721806,-122.160713/","LINESTRING(-122.224067 37.774873,-122.224167 37.774773,-122.196798 37.753504,-122.160813 37.721706,-122.160713 37.721806)"
21_46_transit,transit,21,46,11,17.1299,27.5619,17.0217,27.3879,1.00636,25.8568,25.8729,"https://www.google.com/maps/dir/37.774873,-122.224067/37.590765,-122.017230/","LINESTRING(-122.224067 37.774873,-122.224167 37.774773,-122.196798 37.753504,-122.160813 37.721706,-122.126531 37.696838,-122.087041 37.669631,-122.057258 37.634263,-122.017330 37.590665,-122.017230 37.590765)"
22_2_transit,transit,22,2,19,2.45964,3.95755,2.32997,3.74893,1.05565,4.85253,4.87538,"https://www.google.com/maps/dir/37.733269,-122.433557/37.765176,-122.419755/","LINESTRING(-122.433557 37.733269,-122.433657 37.733169,-122.418618 37.752322,-122.419855 37.765076,-122.419755 37.765176)"
22_11_transit,transit,22,11,60,3.49699,5.62666,3.36704,5.41757,1.0386,7.8535,7.88543,"https://www.google.com/maps/dir/37.733269,-122.433557/37.779450,-122.413879/","LINESTRING(-122.433557 37.733269,-122.433657 37.733169,-122.418618 37.752322,-122.419855 37.765076,-122.413979 37.779350,-122.413879 37.779450)"
22_19_transit,transit,22,19,77,4.79761,7.71936,4.56973,7.35269,1.04987,12.8565,13.1987,"https://www.google.com/maps/dir/37.733269,-122.433557/37.792789,-122.397080/","LINESTRING(-122.433557 37.733269,-122.433657 37.733169,-122.418618 37.752322,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.397180 37.792689,-122.397080 37.792789)"
22_29_transit,transit,22,29,85,4.44669,7.15473,4.24034,6.8227,1.04866,10.8555,11.182,"https://www.google.com/maps/dir/37.733269,-122.433557/37.789213,-122.401642/","LINESTRING(-122.433557 37.733269,-122.433657 37.733169,-122.418618 37.752322,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.401742 37.789113,-122.401642 37.789213)"
22_38_transit,transit,22,38,43,4.0016,6.43857,3.82682,6.15735,1.04567,8.85449,8.88957,"https://www.google.com/maps/dir/37.733269,-122.433557/37.784645,-122.407387/","LINESTRING(-122.433557 37.733269,-122.433657 37.733169,-122.418618 37.752322,-122.419855 37.765076,-122.413979 37.779350,-122.407487 37.784545,-122.407387 37.784645)"
23_1_transit,transit,23,1,20,13.7497,22.1232,13.6817,22.0138,1.00497,22.8566,22.8621,"https://www.google.com/maps/dir/37.669731,-122.086941/37.803471,-122.271589/","LINESTRING(-122.086941 37.669731,-122.087041 37.669631,-122.126531 37.696838,-122.160813 37.721706,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.271689 37.803371,-122.271589 37.803471)"
23_2_transit,transit,23,2,15,22.8851,36.8221,19.3488,31.1322,1.18276,39.8617,43.0804,"https://www.google.com/maps/dir/37.669731,-122.086941/37.765176,-122.419755/","LINESTRING(-122.086941 37.669731,-122.087041 37.669631,-122.126531 37.696838,-122.160813 37.721706,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.419755 37.765176)"
23_3_transit,transit,23,3,14,14.1033,22.6923,13.7842,22.1788,1.02315,23.8576,23.8632,"https://www.google.com/maps/dir/37.669731,-122.086941/37.808060,-122.268722/","LINESTRING(-122.086941 37.669731,-122.087041 37.669631,-122.126531 37.696838,-122.160813 37.721706,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.271689 37.803371,-122.268822 37.807960,-122.268722 37.808060)"
23_11_transit,transit,23,11,23,21.8477,35.1529,19.4091,31.2293,1.12564,37.8606,41.0786,"https://www.google.com/maps/dir/37.669731,-122.086941/37.779450,-122.413879/","LINESTRING(-122.086941 37.669731,-122.087041 37.669631,-122.126531 37.696838,-122.160813 37.721706,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.413879 37.779450)"
23_13_transit,transit,23,13,13,8.37315,13.4724,8.3412,13.421,1.00383,11.8537,11.8559,"https://www.google.com/maps/dir/37.669731,-122.086941/37.753604,-122.196698/","LINESTRING(-122.086941 37.669731,-122.087041 37.669631,-122.126531 37.696838,-122.160813 37.721706,-122.196798 37.753504,-122.196698 37.753604)"
23_19_transit,transit,23,19,40,20.5471,33.0602,18.961,30.5083,1.08365,32.8576,35.978,"https://www.google.com/maps/dir/37.669731,-122.086941/37.792789,-122.397080/","LINESTRING(-122.086941 37.669731,-122.087041 37.669631,-122.126531 37.696838,-122.160813 37.721706,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.397080 37.792789)"
23_20_transit,transit,23,20,14,9.87637,15.8911,9.82789,15.8131,1.00493,14.8541,14.8613,"https://www.google.com/maps/dir/37.669731,-122.086941/37.557513,-121.976605/","LINESTRING(-122.086941 37.669731,-122.087041 37.669631,-122.057258 37.634263,-122.017330 37.590665,-121.976705 37.557413,-121.976605 37.557513)"
23_21_transit,transit,23,21,14,10.4699,16.846,10.4374,16.7938,1.00311,15.8546,15.8581,"https://www.google.com/maps/dir/37.669731,-122.086941/37.774873,-122.224067/","LINESTRING(-122.086941 37.669731,-122.087041 37.669631,-122.126531 37.696838,-122.160813 37.721706,-122.196798 37.753504,-122.224167 37.774773,-122.224067 37.774873)"
23_28_transit,transit,23,28,16,21.1268,33.993,20.9268,33.6713,1.00955,29.8565,29.8639,"https://www.google.com/maps/dir/37.669731,-122.086941/37.409836,-121.890803/","LINESTRING(-122.086941 37.669731,-122.087041 37.669631,-122.057258 37.634263,-122.017330 37.590665,-121.976705 37.557413,-121.939458 37.502207,-121.890903 37.409736,-121.890803 37.409836)"
23_29_transit,transit,23,29,35,20.898,33.6249,19.0763,30.6938,1.09549,33.8586,37.0497,"https://www.google.com/maps/dir/37.669731,-122.086941/37.789213,-122.401642/","LINESTRING(-122.086941 37.669731,-122.087041 37.669631,-122.126531 37.696838,-122.160813 37.721706,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.401642 37.789213)"
23_38_transit,transit,23,38,19,21.3431,34.341,19.2279,30.9376,1.11001,35.8596,39.0731,"https://www.google.com/maps/dir/37.669731,-122.086941/37.784645,-122.407387/","LINESTRING(-122.086941 37.669731,-122.087041 37.669631,-122.126531 37.696838,-122.160813 37.721706,-122.196798 37.753504,-122.224167 37.774773,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.407387 37.784645)"
23_46_transit,transit,23,46,22,6.67762,10.7443,6.65733,10.7116,1.00305,9.85306,9.85917,"https://www.google.com/maps/dir/37.669731,-122.086941/37.590765,-122.017230/","LINESTRING(-122.086941 37.669731,-122.087041 37.669631,-122.057258 37.634263,-122.017330 37.590665,-122.017230 37.590765)"
23_47_transit,transit,23,47,11,14.2033,22.8532,14.1108,22.7043,1.00656,20.8553,20.8626,"https://www.google.com/maps/dir/37.669731,-122.086941/37.502307,-121.939358/","LINESTRING(-122.086941 37.669731,-122.087041 37.669631,-122.057258 37.634263,-122.017330 37.590665,-121.976705 37.557413,-121.939458 37.502207,-121.939358 37.502307)"
24_1_transit,transit,24,1,14,10.9513,17.6207,10.1356,16.3081,1.08048,18.8551,19.8753,"https://www.google.com/maps/dir/37.893220,-122.124644/37.803471,-122.271589/","LINESTRING(-122.124644 37.893220,-122.124744 37.893120,-122.183817 37.878403,-122.251371 37.844695,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.271589 37.803471)"
24_3_transit,transit,24,3,15,10.5976,17.0516,9.81887,15.7986,1.07931,17.8541,18.787,"https://www.google.com/maps/dir/37.893220,-122.124644/37.808060,-122.268722/","LINESTRING(-122.124644 37.893220,-122.124744 37.893120,-122.183817 37.878403,-122.251371 37.844695,-122.267263 37.828714,-122.268822 37.807960,-122.268722 37.808060)"
24_11_transit,transit,24,11,20,19.1712,30.8465,17.6323,28.3703,1.08728,35.8601,38.7185,"https://www.google.com/maps/dir/37.893220,-122.124644/37.779450,-122.413879/","LINESTRING(-122.124644 37.893220,-122.124744 37.893120,-122.183817 37.878403,-122.251371 37.844695,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.413879 37.779450)"
24_19_transit,transit,24,19,92,17.8706,28.7538,16.4049,26.3954,1.08935,30.8571,33.6461,"https://www.google.com/maps/dir/37.893220,-122.124644/37.792789,-122.397080/","LINESTRING(-122.124644 37.893220,-122.124744 37.893120,-122.183817 37.878403,-122.251371 37.844695,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.397080 37.792789)"
24_29_transit,transit,24,29,70,18.2215,29.3185,16.7357,26.9277,1.08878,31.8581,34.6921,"https://www.google.com/maps/dir/37.893220,-122.124644/37.789213,-122.401642/","LINESTRING(-122.124644 37.893220,-122.124744 37.893120,-122.183817 37.878403,-122.251371 37.844695,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.401642 37.789213)"
24_38_transit,transit,24,38,14,18.6666,30.0346,17.1554,27.6031,1.08809,33.8591,36.7111,"https://www.google.com/maps/dir/37.893220,-122.124644/37.784645,-122.407387/","LINESTRING(-122.124644 37.893220,-122.124744 37.893120,-122.183817 37.878403,-122.251371 37.844695,-122.267263 37.828714,-122.268822 37.807960,-122.271689 37.803371,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.407387 37.784645)"
25_4_transit,transit,25,4,12,10.5838,17.0294,8.92869,14.3663,1.18537,22.8574,25.2285,"https://www.google.com/maps/dir/37.797357,-122.265232/37.752422,-122.418518/","LINESTRING(-122.265232 37.797357,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.419855 37.765076,-122.418618 37.752322,-122.418518 37.752422)"
25_11_transit,transit,25,11,25,8.66247,13.9379,8.21042,13.2106,1.05506,17.8554,20.4314,"https://www.google.com/maps/dir/37.797357,-122.265232/37.779450,-122.413879/","LINESTRING(-122.265232 37.797357,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.413979 37.779350,-122.413879 37.779450)"
25_13_transit,transit,25,13,11,4.84731,7.79933,4.81123,7.74127,1.0075,7.85241,7.85443,"https://www.google.com/maps/dir/37.797357,-122.265232/37.753604,-122.196698/","LINESTRING(-122.265232 37.797357,-122.265332 37.797257,-122.224167 37.774773,-122.196798 37.753504,-122.196698 37.753604)"
25_19_transit,transit,25,19,57,7.36185,11.8452,7.20564,11.5939,1.02168,12.8523,15.358,"https://www.google.com/maps/dir/37.797357,-122.265232/37.792789,-122.397080/","LINESTRING(-122.265232 37.797357,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.397080 37.792789)"
25_29_transit,transit,25,29,41,7.71277,12.4099,7.46921,12.018,1.03261,14.8533,17.1966,"https://www.google.com/maps/dir/37.797357,-122.265232/37.789213,-122.401642/","LINESTRING(-122.265232 37.797357,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.401642 37.789213)"
25_38_transit,transit,25,38,22,8.15787,13.126,7.81144,12.5686,1.04435,16.8543,19.22,"https://www.google.com/maps/dir/37.797357,-122.265232/37.784645,-122.407387/","LINESTRING(-122.265232 37.797357,-122.265332 37.797257,-122.295244 37.804823,-122.397180 37.792689,-122.401742 37.789113,-122.407487 37.784545,-122.407387 37.784645)"
