Month,Year,directed_route,date,Boardings counts,Average Weekday Boardings,select_route,select_direction,select_time_period,weekday_frequency,,,,
10,2023,E Line Southbound,2023-10,"1,413",,E Line,Southbound,5amto9am,8,,,,
9,2023,E Line Southbound,2023-09,"1,354",,E Line,Southbound,5amto9am,8,,,,
8,2023,E Line Southbound,2023-08,"1,408",,E Line,Southbound,5amto9am,8,,,,
7,2023,E Line Southbound,2023-07,"1,349",,E Line,Southbound,5amto9am,8,,,,
6,2023,E Line Southbound,2023-06,"1,349",,E Line,Southbound,5amto9am,8,,,,
5,2023,E Line Southbound,2023-05,"1,347",,E Line,Southbound,5amto9am,8,,,,
4,2023,E Line Southbound,2023-04,"1,218",,E Line,Southbound,5amto9am,8,,,,
3,2023,E Line Southbound,2023-03,"1,238",,E Line,Southbound,5amto9am,8,,,,
2,2023,E Line Southbound,2023-02,"1,196",,E Line,Southbound,5amto9am,8,,,,
1,2023,E Line Southbound,2023-01,"1,159",,E Line,Southbound,5amto9am,8,,,,
12,2022,E Line Southbound,2022-12,"1,042",,E Line,Southbound,5amto9am,8,,,,
11,2022,E Line Southbound,2022-11,"1,194",,E Line,Southbound,5amto9am,8,,,,
10,2022,E Line Southbound,2022-10,"1,221",,E Line,Southbound,5amto9am,8,,,,
9,2022,E Line Southbound,2022-09,"1,239",,E Line,Southbound,5amto9am,8,,,,
8,2022,E Line Southbound,2022-08,"1,180",,E Line,Southbound,5amto9am,8,,,,
7,2022,E Line Southbound,2022-07,"1,202",,E Line,Southbound,5amto9am,8,,,,
6,2022,E Line Southbound,2022-06,"1,214",,E Line,Southbound,5amto9am,8,,,,
5,2022,E Line Southbound,2022-05,"1,150",,E Line,Southbound,5amto9am,8,,,,
4,2022,E Line Southbound,2022-04,"1,114",,E Line,Southbound,5amto9am,8,,,,
3,2022,E Line Southbound,2022-03,"1,059",,E Line,Southbound,5amto9am,8,,,,
2,2022,E Line Southbound,2022-02,"1,002",,E Line,Southbound,5amto9am,8,,,,
1,2022,E Line Southbound,2022-01,925,,E Line,Southbound,5amto9am,8,,,,
12,2021,E Line Southbound,2021-12,902,,E Line,Southbound,5amto9am,8,,,,
11,2021,E Line Southbound,2021-11,"1,065",,E Line,Southbound,5amto9am,8,,,,
10,2021,E Line Southbound,2021-10,"1,029",,E Line,Southbound,5amto9am,8,,,,
9,2021,E Line Southbound,2021-09,999,,E Line,Southbound,5amto9am,8,,,,
8,2021,E Line Southbound,2021-08,915,,E Line,Southbound,5amto9am,8,,,,
7,2021,E Line Southbound,2021-07,885,,E Line,Southbound,5amto9am,8,,,,
6,2021,E Line Southbound,2021-06,823,,E Line,Southbound,5amto9am,8,,,,
5,2021,E Line Southbound,2021-05,732,,E Line,Southbound,5amto9am,8,,,,
4,2021,E Line Southbound,2021-04,721,,E Line,Southbound,5amto9am,8,,,,
3,2021,E Line Southbound,2021-03,734,,E Line,Southbound,5amto9am,8,,,,
2,2021,E Line Southbound,2021-02,704,,E Line,Southbound,5amto9am,8,,,,
1,2021,E Line Southbound,2021-01,707,,E Line,Southbound,5amto9am,8,,,,
12,2020,E Line Southbound,2020-12,678,,E Line,Southbound,5amto9am,8,,,,
11,2020,E Line Southbound,2020-11,709,,E Line,Southbound,5amto9am,8,,,,
10,2020,E Line Southbound,2020-10,721,,E Line,Southbound,5amto9am,8,,,,
9,2020,E Line Southbound,2020-09,752,,E Line,Southbound,5amto9am,8,,,,
8,2020,E Line Southbound,2020-08,724,,E Line,Southbound,5amto9am,8,,,,
7,2020,E Line Southbound,2020-07,707,,E Line,Southbound,5amto9am,8,,,,
6,2020,E Line Southbound,2020-06,677,,E Line,Southbound,5amto9am,8,,,,
5,2020,E Line Southbound,2020-05,643,,E Line,Southbound,5amto9am,8,,,,
4,2020,E Line Southbound,2020-04,603,,E Line,Southbound,5amto9am,8,,,,
3,2020,E Line Southbound,2020-03,"1,325",,E Line,Southbound,5amto9am,8,,,,
2,2020,E Line Southbound,2020-02,"2,956",,E Line,Southbound,5amto9am,8,,,,
1,2020,E Line Southbound,2020-01,"2,891",,E Line,Southbound,5amto9am,8,,,,
12,2019,E Line Southbound,2019-12,"2,610",,E Line,Southbound,5amto9am,8,,,,
11,2019,E Line Southbound,2019-11,"2,939",,E Line,Southbound,5amto9am,8,,,,
10,2019,E Line Southbound,2019-10,"3,014",,E Line,Southbound,5amto9am,8,,,,
9,2019,E Line Southbound,2019-09,"3,012",,E Line,Southbound,5amto9am,8,,,,
8,2019,E Line Southbound,2019-08,"2,822",,E Line,Southbound,5amto9am,8,,,,
7,2019,E Line Southbound,2019-07,"2,903",,E Line,Southbound,5amto9am,8,,,,
6,2019,E Line Southbound,2019-06,"3,016",,E Line,Southbound,5amto9am,8,,,,
5,2024,F Line Eastbound,2024-05,464,,F Line,Eastbound,5amto9am,5,,,,
4,2024,F Line Eastbound,2024-04,451,,F Line,Eastbound,5amto9am,5,,,,
3,2024,F Line Eastbound,2024-03,422,,F Line,Eastbound,5amto9am,5,,,,
2,2024,F Line Eastbound,2024-02,421,,F Line,Eastbound,5amto9am,5,,,,
1,2024,F Line Eastbound,2024-01,385,,F Line,Eastbound,5amto9am,5,,,,
12,2023,F Line Eastbound,2023-12,378,,F Line,Eastbound,5amto9am,5,,,,
11,2023,F Line Eastbound,2023-11,405,,F Line,Eastbound,5amto9am,5,,,,
10,2023,F Line Eastbound,2023-10,396,,F Line,Eastbound,5amto9am,5,,,,
9,2023,F Line Eastbound,2023-09,356,,F Line,Eastbound,5amto9am,5,,,,
8,2023,F Line Eastbound,2023-08,382,,F Line,Eastbound,5amto9am,5,,,,
7,2023,F Line Eastbound,2023-07,396,,F Line,Eastbound,5amto9am,5,,,,
6,2023,F Line Eastbound,2023-06,396,,F Line,Eastbound,5amto9am,5,,,,
5,2023,F Line Eastbound,2023-05,401,,F Line,Eastbound,5amto9am,5,,,,
4,2023,F Line Eastbound,2023-04,388,,F Line,Eastbound,5amto9am,5,,,,
3,2023,F Line Eastbound,2023-03,385,,F Line,Eastbound,5amto9am,5,,,,
2,2023,F Line Eastbound,2023-02,400,,F Line,Eastbound,5amto9am,5,,,,
1,2023,F Line Eastbound,2023-01,375,,F Line,Eastbound,5amto9am,5,,,,
12,2022,F Line Eastbound,2022-12,329,,F Line,Eastbound,5amto9am,5,,,,
11,2022,F Line Eastbound,2022-11,377,,F Line,Eastbound,5amto9am,5,,,,
10,2022,F Line Eastbound,2022-10,389,,F Line,Eastbound,5amto9am,5,,,,
9,2022,F Line Eastbound,2022-09,407,,F Line,Eastbound,5amto9am,5,,,,
8,2022,F Line Eastbound,2022-08,349,,F Line,Eastbound,5amto9am,5,,,,
7,2022,F Line Eastbound,2022-07,355,,F Line,Eastbound,5amto9am,5,,,,
6,2022,F Line Eastbound,2022-06,378,,F Line,Eastbound,5amto9am,5,,,,
5,2022,F Line Eastbound,2022-05,363,,F Line,Eastbound,5amto9am,5,,,,
4,2022,F Line Eastbound,2022-04,357,,F Line,Eastbound,5amto9am,5,,,,
3,2022,F Line Eastbound,2022-03,330,,F Line,Eastbound,5amto9am,5,,,,
2,2022,F Line Eastbound,2022-02,319,,F Line,Eastbound,5amto9am,5,,,,
1,2022,F Line Eastbound,2022-01,307,,F Line,Eastbound,5amto9am,5,,,,
12,2021,F Line Eastbound,2021-12,286,,F Line,Eastbound,5amto9am,5,,,,
11,2021,F Line Eastbound,2021-11,315,,F Line,Eastbound,5amto9am,5,,,,
10,2021,F Line Eastbound,2021-10,322,,F Line,Eastbound,5amto9am,5,,,,
9,2021,F Line Eastbound,2021-09,331,,F Line,Eastbound,5amto9am,5,,,,
8,2021,F Line Eastbound,2021-08,297,,F Line,Eastbound,5amto9am,5,,,,
7,2021,F Line Eastbound,2021-07,301,,F Line,Eastbound,5amto9am,5,,,,
6,2021,F Line Eastbound,2021-06,296,,F Line,Eastbound,5amto9am,5,,,,
5,2021,F Line Eastbound,2021-05,279,,F Line,Eastbound,5amto9am,5,,,,
4,2021,F Line Eastbound,2021-04,268,,F Line,Eastbound,5amto9am,5,,,,
3,2021,F Line Eastbound,2021-03,266,,F Line,Eastbound,5amto9am,5,,,,
2,2021,F Line Eastbound,2021-02,248,,F Line,Eastbound,5amto9am,5,,,,
1,2021,F Line Eastbound,2021-01,257,,F Line,Eastbound,5amto9am,5,,,,
12,2020,F Line Eastbound,2020-12,250,,F Line,Eastbound,5amto9am,5,,,,
11,2020,F Line Eastbound,2020-11,270,,F Line,Eastbound,5amto9am,5,,,,
10,2020,F Line Eastbound,2020-10,277,,F Line,Eastbound,5amto9am,5,,,,
9,2020,F Line Eastbound,2020-09,287,,F Line,Eastbound,5amto9am,5,,,,
8,2020,F Line Eastbound,2020-08,270,,F Line,Eastbound,5amto9am,5,,,,
7,2020,F Line Eastbound,2020-07,258,,F Line,Eastbound,5amto9am,5,,,,
6,2020,F Line Eastbound,2020-06,240,,F Line,Eastbound,5amto9am,5,,,,
5,2020,F Line Eastbound,2020-05,202,,F Line,Eastbound,5amto9am,5,,,,
4,2020,F Line Eastbound,2020-04,204,,F Line,Eastbound,5amto9am,5,,,,
3,2020,F Line Eastbound,2020-03,351,,F Line,Eastbound,5amto9am,5,,,,
2,2020,F Line Eastbound,2020-02,519,,F Line,Eastbound,5amto9am,5,,,,
1,2020,F Line Eastbound,2020-01,533,,F Line,Eastbound,5amto9am,5,,,,
12,2019,F Line Eastbound,2019-12,491,,F Line,Eastbound,5amto9am,5,,,,
11,2019,F Line Eastbound,2019-11,540,,F Line,Eastbound,5amto9am,5,,,,
10,2019,F Line Eastbound,2019-10,554,,F Line,Eastbound,5amto9am,5,,,,
9,2019,F Line Eastbound,2019-09,559,,F Line,Eastbound,5amto9am,5,,,,
8,2019,F Line Eastbound,2019-08,585,,F Line,Eastbound,5amto9am,5,,,,
7,2019,F Line Eastbound,2019-07,583,,F Line,Eastbound,5amto9am,5,,,,
6,2019,F Line Eastbound,2019-06,594,,F Line,Eastbound,5amto9am,5,,,,
5,2024,F Line Westbound,2024-05,408,,F Line,Westbound,5amto9am,5,,,,
4,2024,F Line Westbound,2024-04,380,,F Line,Westbound,5amto9am,5,,,,
3,2024,F Line Westbound,2024-03,369,,F Line,Westbound,5amto9am,5,,,,
2,2024,F Line Westbound,2024-02,360,,F Line,Westbound,5amto9am,5,,,,
1,2024,F Line Westbound,2024-01,334,,F Line,Westbound,5amto9am,5,,,,
12,2023,F Line Westbound,2023-12,329,,F Line,Westbound,5amto9am,5,,,,
11,2023,F Line Westbound,2023-11,337,,F Line,Westbound,5amto9am,5,,,,
10,2023,F Line Westbound,2023-10,328,,F Line,Westbound,5amto9am,5,,,,
9,2023,F Line Westbound,2023-09,335,,F Line,Westbound,5amto9am,5,,,,
8,2023,F Line Westbound,2023-08,358,,F Line,Westbound,5amto9am,5,,,,
7,2023,F Line Westbound,2023-07,355,,F Line,Westbound,5amto9am,5,,,,
6,2023,F Line Westbound,2023-06,354,,F Line,Westbound,5amto9am,5,,,,
5,2023,F Line Westbound,2023-05,364,,F Line,Westbound,5amto9am,5,,,,
4,2023,F Line Westbound,2023-04,326,,F Line,Westbound,5amto9am,5,,,,
3,2023,F Line Westbound,2023-03,341,,F Line,Westbound,5amto9am,5,,,,
2,2023,F Line Westbound,2023-02,347,,F Line,Westbound,5amto9am,5,,,,
1,2023,F Line Westbound,2023-01,330,,F Line,Westbound,5amto9am,5,,,,
12,2022,F Line Westbound,2022-12,288,,F Line,Westbound,5amto9am,5,,,,
11,2022,F Line Westbound,2022-11,337,,F Line,Westbound,5amto9am,5,,,,
10,2022,F Line Westbound,2022-10,317,,F Line,Westbound,5amto9am,5,,,,
9,2022,F Line Westbound,2022-09,294,,F Line,Westbound,5amto9am,5,,,,
8,2022,F Line Westbound,2022-08,290,,F Line,Westbound,5amto9am,5,,,,
7,2022,F Line Westbound,2022-07,315,,F Line,Westbound,5amto9am,5,,,,
6,2022,F Line Westbound,2022-06,322,,F Line,Westbound,5amto9am,5,,,,
5,2022,F Line Westbound,2022-05,316,,F Line,Westbound,5amto9am,5,,,,
4,2022,F Line Westbound,2022-04,309,,F Line,Westbound,5amto9am,5,,,,
3,2022,F Line Westbound,2022-03,300,,F Line,Westbound,5amto9am,5,,,,
2,2022,F Line Westbound,2022-02,291,,F Line,Westbound,5amto9am,5,,,,
1,2022,F Line Westbound,2022-01,266,,F Line,Westbound,5amto9am,5,,,,
12,2021,F Line Westbound,2021-12,252,,F Line,Westbound,5amto9am,5,,,,
11,2021,F Line Westbound,2021-11,299,,F Line,Westbound,5amto9am,5,,,,
10,2021,F Line Westbound,2021-10,306,,F Line,Westbound,5amto9am,5,,,,
9,2021,F Line Westbound,2021-09,297,,F Line,Westbound,5amto9am,5,,,,
8,2021,F Line Westbound,2021-08,271,,F Line,Westbound,5amto9am,5,,,,
7,2021,F Line Westbound,2021-07,271,,F Line,Westbound,5amto9am,5,,,,
6,2021,F Line Westbound,2021-06,278,,F Line,Westbound,5amto9am,5,,,,
5,2021,F Line Westbound,2021-05,267,,F Line,Westbound,5amto9am,5,,,,
4,2021,F Line Westbound,2021-04,257,,F Line,Westbound,5amto9am,5,,,,
3,2021,F Line Westbound,2021-03,256,,F Line,Westbound,5amto9am,5,,,,
2,2021,F Line Westbound,2021-02,232,,F Line,Westbound,5amto9am,5,,,,
1,2021,F Line Westbound,2021-01,241,,F Line,Westbound,5amto9am,5,,,,
12,2020,F Line Westbound,2020-12,241,,F Line,Westbound,5amto9am,5,,,,
11,2020,F Line Westbound,2020-11,252,,F Line,Westbound,5amto9am,5,,,,
10,2020,F Line Westbound,2020-10,254,,F Line,Westbound,5amto9am,5,,,,
9,2020,F Line Westbound,2020-09,267,,F Line,Westbound,5amto9am,5,,,,
8,2020,F Line Westbound,2020-08,262,,F Line,Westbound,5amto9am,5,,,,
7,2020,F Line Westbound,2020-07,252,,F Line,Westbound,5amto9am,5,,,,
6,2020,F Line Westbound,2020-06,239,,F Line,Westbound,5amto9am,5,,,,
5,2020,F Line Westbound,2020-05,227,,F Line,Westbound,5amto9am,5,,,,
4,2020,F Line Westbound,2020-04,235,,F Line,Westbound,5amto9am,5,,,,
3,2020,F Line Westbound,2020-03,354,,F Line,Westbound,5amto9am,5,,,,
2,2020,F Line Westbound,2020-02,489,,F Line,Westbound,5amto9am,5,,,,
1,2020,F Line Westbound,2020-01,483,,F Line,Westbound,5amto9am,5,,,,
12,2019,F Line Westbound,2019-12,449,,F Line,Westbound,5amto9am,5,,,,
11,2019,F Line Westbound,2019-11,488,,F Line,Westbound,5amto9am,5,,,,
10,2019,F Line Westbound,2019-10,501,,F Line,Westbound,5amto9am,5,,,,
9,2019,F Line Westbound,2019-09,512,,F Line,Westbound,5amto9am,5,,,,
8,2019,F Line Westbound,2019-08,473,,F Line,Westbound,5amto9am,5,,,,
7,2019,F Line Westbound,2019-07,476,,F Line,Westbound,5amto9am,5,,,,
6,2019,F Line Westbound,2019-06,513,,F Line,Westbound,5amto9am,5,,,,
5,2024,H Line Northbound,2024-05,1192,187.9227053,H Line,Northbound,5amto9am,7,,,,
4,2024,H Line Northbound,2024-04,1088,162.8019324,H Line,Northbound,5amto9am,7,,,,
3,2024,H Line Northbound,2024-03,1049,153.3816425,H Line,Northbound,5amto9am,7,,,,
2,2024,H Line Northbound,2024-02,1079,160.6280193,H Line,Northbound,5amto9am,7,,,,
1,2024,H Line Northbound,2024-01,1006,142.9951691,H Line,Northbound,5amto9am,7,,,,
12,2023,H Line Northbound,2023-12,918,121.7391304,H Line,Northbound,5amto9am,7,,,,
11,2023,H Line Northbound,2023-11,1055,154.8309179,H Line,Northbound,5amto9am,7,,,,
10,2023,H Line Northbound,2023-10,1107,167.3913043,H Line,Northbound,5amto9am,7,,,,
9,2023,H Line Northbound,2023-09,1073,159.178744,H Line,Northbound,5amto9am,7,,,,
8,2023,H Line Northbound,2023-08,1015,145.1690821,H Line,Northbound,5amto9am,7,,,,
7,2023,H Line Northbound,2023-07,970,134.2995169,H Line,Northbound,5amto9am,7,,,,
6,2023,H Line Northbound,2023-06,1039,150.9661836,H Line,Northbound,5amto9am,7,,,,
5,2023,H Line Northbound,2023-05,994,140.0966184,H Line,Northbound,5amto9am,7,,,,
4,2023,H Line Northbound,2023-04,934,125.6038647,H Line,Northbound,5amto9am,7,,,,
3,2023,H Line Northbound,2023-03,414,0,H Line,Northbound,5amto9am,7,,,,
5,2024,H Line Southbound,2024-05,478,,H Line,Southbound,5amto9am,6,,,,
4,2024,H Line Southbound,2024-04,393,,H Line,Southbound,5amto9am,6,,,,
3,2024,H Line Southbound,2024-03,396,,H Line,Southbound,5amto9am,6,,,,
2,2024,H Line Southbound,2024-02,423,,H Line,Southbound,5amto9am,6,,,,
1,2024,H Line Southbound,2024-01,375,,H Line,Southbound,5amto9am,6,,,,
12,2023,H Line Southbound,2023-12,353,,H Line,Southbound,5amto9am,6,,,,
11,2023,H Line Southbound,2023-11,390,,H Line,Southbound,5amto9am,6,,,,
10,2023,H Line Southbound,2023-10,427,,H Line,Southbound,5amto9am,6,,,,
9,2023,H Line Southbound,2023-09,406,,H Line,Southbound,5amto9am,6,,,,
8,2023,H Line Southbound,2023-08,328,,H Line,Southbound,5amto9am,6,,,,
7,2023,H Line Southbound,2023-07,321,,H Line,Southbound,5amto9am,6,,,,
6,2023,H Line Southbound,2023-06,382,,H Line,Southbound,5amto9am,6,,,,
5,2023,H Line Southbound,2023-05,380,,H Line,Southbound,5amto9am,6,,,,
4,2023,H Line Southbound,2023-04,348,,H Line,Southbound,5amto9am,6,,,,
3,2023,H Line Southbound,2023-03,148,,H Line,Southbound,5amto9am,6,,,,
